GEOID,tpopr,nhwhite,nhblk,nhasn,hisp,pblk,pwht,pasn,phisp
06037141700,3091,2573,72,176,156,0.0232934,0.8324167,0.0569395,0.0504691
06037143100,3984,2988,168,225,490,0.0421687,0.75,0.0564759,0.122992
06037143200,3743,2285,294,301,705,0.0785466,0.6104729,0.0804168,0.1883516
06037143300,5871,4117,256,356,927,0.0436042,0.7012434,0.060637,0.1578947
06037143400,5881,4533,220,306,596,0.0374086,0.7707873,0.052032,0.1013433
06037143500,4708,3723,164,281,383,0.0348343,0.7907816,0.0596856,0.0813509
06037143602,4260,3291,173,300,348,0.0406103,0.7725352,0.0704225,0.0816901
06037143603,2222,1593,108,157,277,0.0486049,0.7169217,0.0706571,0.1246625
06037143604,3205,1964,294,372,413,0.0917317,0.6127925,0.1160686,0.1288612
06037143700,3748,2927,156,264,265,0.0416222,0.7809498,0.0704376,0.0707044
06037143800,4878,3856,181,311,355,0.0371054,0.7904879,0.0637556,0.0727757
06037143901,4068,3375,66,234,244,0.0162242,0.829646,0.0575221,0.0599803
06037143902,3e3,2438,97,158,218,0.0323333,0.8126667,0.0526667,0.0726667
06037181000,6144,2565,93,1583,1695,0.0151367,0.4174805,0.2576497,0.2758789
06037181300,3629,1146,80,1085,1209,0.0220446,0.3157895,0.2989804,0.3331496
06037181400,4302,1262,100,1278,1536,0.023245,0.2933519,0.2970711,0.3570432
06037181500,3812,1198,53,812,1607,0.0139035,0.3142707,0.2130115,0.4215635
06037181600,4352,1582,87,880,1591,0.0199908,0.363511,0.2022059,0.365579
06037183101,3922,817,71,329,2607,0.018103,0.2083121,0.0838858,0.6647119
06037183103,3967,452,112,408,2897,0.0282329,0.11394,0.1028485,0.7302748
06037183104,2065,465,54,409,1079,0.0261501,0.2251816,0.198063,0.5225182
06037183220,4114,356,57,567,3072,0.0138551,0.0865338,0.1378221,0.7467185
06037183221,3118,654,83,260,2062,0.0266196,0.2097498,0.0833868,0.6613214
06037183222,3483,924,102,626,1712,0.0292851,0.2652885,0.1797301,0.4915303
06037183300,3480,304,16,602,2504,0.0045977,0.0873563,0.1729885,0.7195402
06037183401,2543,398,34,486,1565,0.01337,0.1565081,0.1911129,0.6154149
06037183402,2820,505,46,892,1326,0.0163121,0.179078,0.3163121,0.4702128
06037183510,2725,303,18,235,2131,0.0066055,0.1111927,0.0862385,0.7820183
06037183520,3881,340,50,137,3314,0.0128833,0.0876063,0.0353002,0.8539036
06037183610,3275,270,65,237,2641,0.0198473,0.0824427,0.0723664,0.8064122
06037183620,3264,404,37,355,2409,0.0113358,0.1237745,0.1087623,0.7380515
06037183701,3922,321,106,178,3260,0.027027,0.081846,0.045385,0.8312086
06037183702,2805,454,113,557,1620,0.0402852,0.1618538,0.198574,0.5775401
06037183810,4369,276,53,155,3825,0.0121309,0.0631724,0.0354772,0.8754864
06037183820,3464,178,55,146,3053,0.0158776,0.0513857,0.0421478,0.881351
06037185100,6295,1992,165,619,3340,0.0262113,0.3164416,0.098332,0.5305798
06037185202,3712,889,113,250,2377,0.0304418,0.2394935,0.0673491,0.6403556
06037185203,3200,237,42,184,2712,0.013125,0.0740625,0.0575,0.8475
06037185204,2091,581,54,492,896,0.025825,0.2778575,0.2352941,0.4285031
06037185310,3061,93,14,180,2754,0.0045737,0.0303822,0.0588043,0.899706
06037185320,3081,113,17,155,2774,0.0055177,0.0366764,0.0503083,0.900357
06037186100,4715,1430,64,1407,1648,0.0135737,0.3032874,0.2984093,0.3495228
06037186201,3068,475,67,1147,1299,0.0218383,0.154824,0.3738592,0.4234029
06037186202,1974,315,40,695,886,0.0202634,0.1595745,0.352077,0.4488349
06037186203,2936,905,58,410,1453,0.0197548,0.3082425,0.1396458,0.494891
06037186301,2999,378,76,297,2205,0.0253418,0.126042,0.099033,0.7352451
06037186302,5198,1098,97,1004,2864,0.018661,0.2112351,0.1931512,0.5509811
06037186401,3452,109,23,432,2856,0.0066628,0.0315759,0.1251448,0.8273465
06037186403,2899,181,28,579,2078,0.0096585,0.0624353,0.199724,0.7167989
06037186404,2471,175,14,334,1925,0.0056657,0.0708215,0.1351679,0.7790368
06037187101,3235,852,36,785,1459,0.0111283,0.2633694,0.2426584,0.4510046
06037187102,3254,522,45,681,1954,0.0138291,0.1604179,0.2092809,0.6004917
06037187200,3132,279,30,379,2389,0.0095785,0.0890805,0.1210089,0.7627714
06037187300,3216,1639,90,600,751,0.0279851,0.5096393,0.1865672,0.2335199
06037188100,4076,1111,93,521,2274,0.0228165,0.2725711,0.1278214,0.5578999
06037188201,3270,1974,137,461,573,0.041896,0.6036697,0.1409786,0.1752294
06037188202,2347,1559,74,345,294,0.0315296,0.6642522,0.1469962,0.1252663
06037188300,3536,1283,28,1005,1113,0.0079186,0.3628394,0.2842195,0.3147624
06037189101,2743,1826,76,343,383,0.0277069,0.6656945,0.1250456,0.1396281
06037189102,3096,2215,63,363,350,0.0203488,0.7154393,0.1172481,0.1130491
06037189201,3293,2269,117,330,470,0.0355299,0.6890374,0.1002126,0.142727
06037189202,2718,1988,36,317,271,0.013245,0.7314202,0.1166299,0.0997057
06037189300,3077,2340,71,401,182,0.0230744,0.760481,0.1303217,0.0591485
06037189400,3448,2812,108,172,215,0.0313225,0.8155452,0.049884,0.062355
06037189500,4452,3213,206,272,564,0.0462713,0.7216981,0.0610961,0.1266846
06037189600,3529,2545,186,183,487,0.0527061,0.7211675,0.051856,0.1379994
06037189701,3942,2803,206,334,437,0.0522577,0.7110604,0.0847286,0.1108574
06037189702,2227,1714,97,124,207,0.0435564,0.7696453,0.0556803,0.0929502
06037189800,4021,3115,167,202,413,0.041532,0.7746829,0.0502363,0.1027108
06037189902,4971,3771,203,293,510,0.0408369,0.7585999,0.0589419,0.1025951
06037189903,2164,1673,98,129,182,0.0452865,0.7731054,0.0596118,0.0841035
06037189904,2260,1595,97,164,301,0.0429204,0.7057522,0.0725664,0.1331858
06037189905,2304,1813,77,120,214,0.0334201,0.7868924,0.0520833,0.0928819
06037190100,4481,2806,304,385,817,0.067842,0.6261995,0.0859183,0.1823254
06037190201,2870,1374,259,149,987,0.0902439,0.4787456,0.0519164,0.3439024
06037190202,3044,1670,236,290,712,0.0775296,0.5486202,0.0952694,0.2339028
06037190301,4758,2860,235,325,1163,0.0493905,0.6010929,0.068306,0.2444304
06037190401,3135,1862,134,337,677,0.0427432,0.5939394,0.107496,0.215949
06037190402,2487,1494,112,346,444,0.0450342,0.6007238,0.1391234,0.1785283
06037190510,4227,1391,312,733,1663,0.0738112,0.329075,0.173409,0.3934232
06037190520,3728,1592,92,537,1408,0.0246781,0.4270386,0.1440451,0.3776824
06037190700,3379,1591,304,209,1160,0.0899674,0.4708494,0.0618526,0.3432968
06037190801,2594,944,173,207,1200,0.0666924,0.3639167,0.0797995,0.462606
06037190802,2784,971,118,244,1396,0.0423851,0.3487787,0.0876437,0.5014368
06037190901,4742,666,173,235,3608,0.0364825,0.1404471,0.0495571,0.7608604
06037190902,3960,1101,123,255,2405,0.0310606,0.2780303,0.0643939,0.6073232
06037191000,3228,1177,285,222,1426,0.08829,0.3646221,0.0687732,0.4417596
06037191110,3338,1585,102,335,1221,0.0305572,0.4748352,0.1003595,0.3657879
06037191120,4135,1234,159,402,2221,0.0384522,0.2984281,0.0972189,0.5371221
06037191201,4591,2319,146,597,1374,0.0318014,0.5051187,0.130037,0.2992812
06037191203,2922,801,128,603,1319,0.0438056,0.2741273,0.2063655,0.4514031
06037191204,2124,701,52,343,974,0.0244821,0.3300377,0.1614878,0.4585687
06037191301,2327,411,94,469,1319,0.0403954,0.1766223,0.2015471,0.5668242
06037191302,2422,498,81,641,1151,0.0334434,0.2056152,0.2646573,0.4752271
06037191410,5092,304,185,794,3723,0.0363315,0.0597015,0.1559309,0.7311469
06037191420,3365,293,47,620,2355,0.0139673,0.0870728,0.1842496,0.6998514
06037191500,5551,945,79,1053,3369,0.0142317,0.1702396,0.1896956,0.6069177
06037191610,4502,473,68,514,3380,0.0151044,0.1050644,0.1141715,0.7507774
06037191620,2789,563,101,395,1681,0.0362137,0.2018645,0.1416278,0.602725
06037191710,3231,617,81,312,2167,0.0250696,0.1909626,0.0965645,0.6706902
06037191720,3770,504,119,343,2762,0.031565,0.133687,0.0909814,0.732626
06037191810,3498,597,145,146,2544,0.0414523,0.170669,0.0417381,0.7272727
06037191820,2647,789,111,268,1398,0.0419343,0.2980733,0.1012467,0.5281451
06037191901,3355,1784,226,308,888,0.0673621,0.5317437,0.0918033,0.2646796
06037191902,2867,2017,93,278,391,0.0324381,0.7035228,0.0969655,0.1363795
06037192001,2466,1828,127,144,294,0.0515004,0.7412814,0.0583942,0.1192214
06037192002,2735,2188,67,156,215,0.0244973,0.8,0.0570384,0.0786106
06037192300,2799,1873,115,486,222,0.0410861,0.6691676,0.1736334,0.079314
06037192410,3628,1645,115,848,907,0.0316979,0.4534179,0.2337376,0.25
06037192420,3637,404,92,1421,1640,0.0252956,0.1110806,0.3907066,0.4509211
06037192510,3670,175,37,1555,1851,0.0100817,0.0476839,0.4237057,0.5043597
06037192520,5067,242,56,889,3827,0.0110519,0.04776,0.175449,0.7552793
06037192610,4389,354,104,595,3253,0.0236956,0.0806562,0.1355662,0.7411711
06037192620,3868,211,101,831,2655,0.0261117,0.0545502,0.2148397,0.6864012
06037192700,3513,349,175,834,2085,0.049815,0.0993453,0.2374039,0.5935098
06037194101,3091,2402,121,168,288,0.0391459,0.7770948,0.0543513,0.0931737
06037194102,3458,2838,109,225,177,0.0315211,0.8207056,0.0650665,0.0511857
06037194200,3588,3012,69,140,242,0.0192308,0.8394649,0.039019,0.067446999999999993
06037194300,3029,2601,64,114,162,0.0211291,0.8586992,0.0376362,0.053483
06037194401,2461,1904,72,158,249,0.0292564,0.7736692,0.0642015,0.1011784
06037194402,3335,2653,73,206,294,0.0218891,0.7955022,0.0617691,0.0881559
06037194500,2037,1688,38,135,108,0.0186549,0.8286696,0.0662739,0.0530191
06037195100,4717,2937,148,763,672,0.0313759,0.6226415,0.1617554,0.1424634
06037195201,2834,1851,65,346,456,0.0229358,0.6531404,0.1220889,0.1609033
06037195202,3185,2145,69,427,420,0.0216641,0.6734694,0.1340659,0.1318681
06037195300,3203,1637,55,442,973,0.0171714,0.5110834,0.1379956,0.3037777
06037195400,4395,2353,118,599,1182,0.0268487,0.5353811,0.1362912,0.268942
06037195500,4971,2162,92,896,1655,0.0185073,0.4349226,0.1802454,0.332931
06037195600,3340,832,87,470,1860,0.0260479,0.2491018,0.1407186,0.5568862
06037195710,4328,553,114,598,2983,0.0263401,0.1277726,0.1381701,0.6892329
06037195720,2304,394,27,170,1668,0.0117188,0.1710069,0.0737847,0.7239583
06037195802,2881,179,68,802,1789,0.0236029,0.0621312,0.2783756,0.6209649
06037195803,2603,850,41,405,1242,0.0157511,0.3265463,0.1555897,0.4771418
06037195804,2643,634,60,471,1413,0.0227015,0.2398789,0.1782066,0.5346198
06037195901,2235,982,88,238,851,0.0393736,0.4393736,0.1064877,0.3807606
06037195902,1905,932,46,265,584,0.024147,0.4892388,0.1391076,0.3065617
06037195903,2216,497,70,473,1130,0.0315884,0.224278,0.2134477,0.5099278
06037197200,3757,125,23,1511,2048,0.0061219000000000004,0.0332712,0.4021826,0.5451158
06037197300,3909,1292,58,714,1735,0.0148376,0.3305193,0.1826554,0.4438475
06037197410,3704,1713,77,384,1401,0.0207883,0.462473,0.1036717,0.3782397
06037197420,3509,822,58,433,2110,0.0165289,0.2342548,0.123397,0.6013109
06037197500,3889,959,66,531,2251,0.0169709,0.246593,0.136539,0.578812
06037197600,2376,485,48,498,1306,0.020202,0.2041246,0.209596,0.5496633
06037197700,5103,491,115,2854,1538,0.0225358,0.0962179,0.5592789,0.3013913
06037199000,5066,133,40,1762,3099,0.0078958,0.0262535,0.3478089,0.6117252
06037199110,2710,116,30,152,2386,0.0110701,0.0428044,0.0560886,0.8804428
06037199120,4086,100,43,938,2964,0.0105237,0.0244738,0.2295644,0.7254038
06037199201,4089,103,33,1119,2796,0.0080704,0.0251895,0.273661,0.6837858
06037199202,3031,232,61,297,2401,0.0201254,0.0765424,0.0979875,0.7921478
06037199300,3848,659,102,401,2584,0.0265073,0.1712578,0.10421,0.6715177
06037199400,4668,182,31,836,3570,0.006641,0.0389889,0.1790917,0.7647815
06037199700,3411,375,28,612,2368,0.0082087,0.1099384,0.1794195,0.6942246
06037199800,5631,85,14,2026,3479,0.0024862,0.015095,0.359794,0.6178299
06037199900,2683,34,26,476,2128,0.0096906,0.0126724,0.1774133,0.793142
06037201110,2574,183,34,247,2092,0.013209,0.0710956,0.0959596,0.8127428
06037201120,4097,226,79,389,3364,0.0192824,0.0551623,0.0949475,0.8210886
06037201200,2519,75,11,174,2249,0.0043668,0.0297737,0.069075,0.8928146
06037201301,3442,176,67,410,2746,0.0194654,0.0511331,0.1191168,0.797792
06037201302,3732,971,260,1457,930,0.0696677,0.2601822,0.3904073,0.2491961
06037201401,4803,173,138,508,3944,0.028732,0.0360192,0.1057672,0.8211534
06037201402,4311,160,20,799,3303,0.0046393,0.0371144,0.1853398,0.7661795
06037201501,5306,214,38,477,4530,0.0071617,0.0403317,0.0898982,0.8537505
06037201503,3323,87,9,162,3050,0.0027084,0.0261812,0.0487511,0.9178453
06037201504,2428,80,20,172,2136,0.0082372,0.0329489,0.0708402,0.8797364
06037201601,2288,102,34,293,1839,0.0148601,0.0445804,0.1280594,0.8037587
06037201602,2840,127,16,297,2388,0.0056338,0.0447183,0.1045775,0.8408451
06037201700,5093,402,342,909,3318,0.067151,0.0789319,0.1784803,0.6514824
06037203100,4839,47,52,75,4636,0.010746,0.0097128,0.0154991,0.9580492
06037203200,4844,54,18,44,4699,0.0037159,0.0111478,0.0090834,0.9700661
06037203300,2607,231,286,271,1794,0.1097046,0.0886076,0.1039509,0.6881473
06037203500,3064,74,23,327,2608,0.0075065,0.0241514,0.1067232,0.8511749
06037203600,5394,66,10,38,5255,0.0018539,0.0122358,0.0070449,0.9742306
06037203710,3259,25,23,27,3169,0.0070574,0.0076711,0.0082847,0.9723842
06037203720,4001,42,27,41,3867,0.0067483,0.0104974,0.0102474,0.9665084
06037203800,4589,72,26,36,4433,0.0056657,0.0156897,0.0078448,0.9660057
06037203900,2944,35,13,21,2865,0.0044158,0.0118886,0.0071332,0.9731658
06037204110,3078,20,11,39,2998,0.0035737,0.0064977,0.0126706,0.9740091
06037204120,2650,25,2,23,2589,7.547e-4,0.009434,0.0086792,0.9769811
06037204200,3303,49,15,112,3106,0.0045413,0.014835,0.0339086,0.9403573
06037204300,4787,76,11,131,4543,0.0022979,0.0158763,0.0273658,0.9490286
06037204410,2363,43,4,82,2212,0.0016928,0.0181972,0.0347017,0.9360982
06037204420,3138,69,65,33,2953,0.0207138,0.0219885,0.0105163,0.9410453
06037204600,4101,74,17,45,3949,0.0041453,0.0180444,0.0109729,0.9629359
06037204700,4972,73,9,44,4832,0.0018101,0.0146822,0.0088495999999999991,0.9718423
06037204810,4478,59,2,21,4369,4.466e-4,0.0131755,0.0046896,0.9756588
06037204820,2274,19,0,20,2226,0,0.0083553,0.0087951,0.9788918
06037204910,3105,48,10,9,2999,0.0032206,0.0154589,0.0028986,0.9658615
06037204920,2598,32,3,5,2549,0.0011547,0.0123172,0.0019246,0.9811393
06037205110,3766,40,2,5,3708,5.311e-4,0.0106213,0.0013277,0.984599
06037205120,3618,28,37,40,3492,0.0102266,0.0077391,0.0110558,0.9651741
06037206010,3127,126,102,1232,1611,0.0326191,0.0402942,0.3939878,0.5151903
06037206020,7883,1614,2879,276,3016,0.3652163,0.2047444,0.0350121,0.3825955
06037206031,2957,1130,210,1117,362,0.0710179,0.3821441,0.3777477,0.1224214
06037206032,5275,107,63,816,4235,0.0119431,0.0202844,0.1546919,0.8028436
06037206050,2146,190,88,155,1701,0.0410065,0.0885368,0.0722274,0.7926375
06037206200,3386,414,876,1341,661,0.2587123,0.1222682,0.3960425,0.1952156
06037206300,7540,1259,3983,161,1877,0.5282493,0.1669761,0.0213528,0.248939
06037207101,3047,334,149,2128,359,0.0489006,0.109616,0.6983919,0.1178208
06037207102,2553,67,88,1774,605,0.0344693,0.0262436,0.6948688,0.2369761
06037207103,2077,43,16,1785,217,0.0077034,0.0207029,0.8594126,0.1044776
06037207301,4521,1684,912,714,942,0.2017253,0.372484,0.1579297,0.208361
06037207302,3791,1798,721,347,696,0.1901873,0.4742812,0.0915326,0.1835927
06037207400,1363,281,299,100,659,0.219369,0.2061629,0.0733676,0.4834923
06037207501,2218,611,175,1027,322,0.0788999,0.2754734,0.4630298,0.1451758
06037207502,2589,514,128,1552,321,0.0494399,0.1985323,0.5994593,0.1239861
06037207710,2490,872,291,860,385,0.1168675,0.3502008,0.3453815,0.1546185
06037207900,4163,1159,319,1558,999,0.0766274,0.278405,0.3742493,0.2399712
06037208000,6893,518,317,1047,4914,0.0459887,0.0751487,0.1518932,0.7128971
06037208301,2201,40,6,58,2084,0.002726,0.0181736,0.0263517,0.9468423
06037208302,4360,181,324,487,3284,0.0743119,0.0415138,0.1116972,0.753211
06037208401,3770,131,60,573,2970,0.0159151,0.034748,0.1519894,0.7877984
06037208402,2775,76,43,621,1991,0.0154955,0.0273874,0.2237838,0.7174775
06037208501,2656,123,44,1248,1180,0.0165663,0.0463102,0.4698795,0.4442771
06037208502,3571,185,119,637,2573,0.033324,0.0518062,0.1783814,0.7205265
06037208610,4195,160,134,1829,1979,0.0319428,0.0381406,0.4359952,0.4717521
06037208620,4660,193,265,1637,2448,0.056867,0.0414163,0.3512876,0.5253219
06037208710,4309,224,235,2384,1397,0.054537,0.0519842,0.5532606,0.3242052
06037208720,4179,209,124,391,3410,0.0296722,0.050012,0.0935631,0.8159847
06037208801,2995,205,174,778,1793,0.0580968,0.0684474,0.2597663,0.5986644
06037208802,2906,400,163,526,1737,0.0560908,0.1376462,0.1810048,0.5977288
06037208902,2339,67,16,97,2135,0.0068405,0.0286447,0.0414707,0.9127832
06037208903,4019,212,279,140,3326,0.0694203,0.0527494,0.0348345,0.827569
06037208904,3926,175,78,248,3387,0.0198675,0.0445746,0.0631686,0.8627101
06037209102,5267,162,308,708,4026,0.0584773,0.0307575,0.1344219,0.764382
06037209103,3216,37,102,42,3016,0.0317164,0.011505,0.0130597,0.9378109
06037209104,2434,113,115,123,2059,0.0472473,0.0464256,0.0505341,0.8459326
06037209200,2785,544,159,642,1350,0.0570916,0.1953321,0.2305206,0.4847397
06037209300,5021,710,321,494,3384,0.0639315,0.1414061,0.0983868,0.6739693
06037209401,3914,187,177,638,2862,0.0452223,0.0477772,0.1630046,0.7312213
06037209402,3728,176,123,191,3211,0.0329936,0.0472103,0.0512339,0.8613197
06037209403,3600,174,183,672,2541,0.0508333,0.0483333,0.1866667,0.7058333
06037209510,2692,86,98,571,1903,0.0364042,0.0319465,0.21211,0.7069094
06037209520,2791,48,71,311,2340,0.0254389,0.0171981,0.1114296,0.8384092
06037209810,2472,183,210,278,1778,0.0849515,0.0740291,0.1124595,0.7192557
06037209820,2968,59,113,190,2559,0.0380728,0.0198787,0.0640162,0.8621968
06037210010,3520,87,104,455,2850,0.0295455,0.0247159,0.1292614,0.8096591
06037211000,4431,2722,201,1052,299,0.0453622,0.6143083,0.2374182,0.0674791
06037211120,5194,316,205,3152,1433,0.0394686,0.0608394,0.6068541,0.2758953
06037211121,2351,205,113,907,1062,0.0480647,0.0871969,0.3857933,0.4517227
06037211122,3075,310,213,1042,1445,0.0692683,0.100813,0.3388618,0.4699187
06037211201,2645,198,87,361,1956,0.0328922,0.0748582,0.1364839,0.7395085
06037211202,2645,206,76,466,1840,0.0287335,0.0778828,0.1761815,0.6956522
06037211310,3846,252,111,550,2875,0.0288612,0.0655226,0.1430057,0.7475299
06037211320,3184,269,146,790,1930,0.0458543,0.0844849,0.2481156,0.6061558
06037211410,3095,203,104,1642,1114,0.0336026,0.0655897,0.5305331,0.3599354
06037211420,3859,357,143,1304,2005,0.0370562,0.092511,0.3379114,0.5195647
06037211500,4355,1574,163,1561,950,0.0374282,0.3614237,0.3584386,0.2181401
06037211701,2827,830,123,1537,290,0.043509,0.2935975,0.5436859,0.1025822
06037211703,4750,381,238,2199,1832,0.0501053,0.0802105,0.4629474,0.3856842
06037211704,3016,428,168,1740,616,0.0557029,0.1419098,0.5769231,0.204244
06037211802,4192,415,271,1898,1494,0.0646469,0.0989981,0.4527672,0.3563931
06037211803,3529,188,243,2450,589,0.068858,0.0532729,0.6942477,0.1669028
06037211804,3221,193,130,2084,754,0.0403601,0.0599193,0.647004,0.2340888
06037211910,4657,345,275,1080,2859,0.0590509,0.074082,0.231909,0.6139145
06037211921,2474,115,105,1129,1094,0.0424414,0.0464834,0.456346,0.4421989
06037211922,3389,181,191,1159,1803,0.0563588,0.0534081,0.3419888,0.5320153
06037212101,2507,232,164,1316,740,0.0654168,0.0925409,0.5249302,0.2951735
06037212102,2446,324,203,1132,713,0.0829926,0.1324612,0.4627964,0.2914963
06037212202,3612,83,73,557,2869,0.0202104,0.022979,0.1542082,0.7942968
06037212203,2679,54,69,460,2078,0.0257559,0.0201568,0.1717059,0.7756626
06037212204,3344,150,134,515,2519,0.0400718,0.0448565,0.1540072,0.7532895
06037212303,3326,219,170,565,2310,0.0511124,0.0658449,0.1698737,0.694528
06037212304,1804,181,84,286,1225,0.0465632,0.1003326,0.1585366,0.6790466
06037212305,2865,99,103,493,2134,0.0359511,0.034555,0.1720768,0.7448517
06037212306,3052,118,43,1384,1481,0.0140891,0.0386632,0.4534731,0.4852556
06037212410,3903,250,129,1607,1867,0.0330515,0.0640533,0.4117346,0.47835
06037212420,3228,173,132,1088,1791,0.0408922,0.0535936,0.3370508,0.5548327
06037212501,2165,283,129,536,1170,0.0595843,0.1307159,0.2475751,0.5404157
06037212502,2767,243,139,1356,976,0.0502349,0.0878207,0.4900614,0.3527286
06037212610,4074,330,204,2121,1345,0.0500736,0.0810015,0.5206186,0.3301424
06037212620,4341,248,180,2011,1844,0.0414651,0.0571297,0.4632573,0.4247869
06037212701,2430,194,132,1346,718,0.054321,0.0798354,0.5539095,0.2954733
06037212702,3635,840,321,1798,593,0.0883081,0.2310867,0.4946355,0.1631362
06037212800,4273,344,377,1200,2271,0.0882284,0.0805055,0.2808331,0.5314767
06037212900,4074,251,481,1057,2212,0.1180658,0.0616102,0.2594502,0.5429553
06037213100,2721,179,327,1297,864,0.1201764,0.0657846,0.476663,0.3175303
06037213201,4198,112,122,1801,2116,0.0290615,0.0266794,0.4290138,0.5040495
06037213202,3873,61,138,1189,2457,0.0356313,0.0157501,0.3069972,0.6343919
06037213310,3477,52,41,1018,2334,0.0117918,0.0149554,0.2927811,0.6712683
06037213320,2481,47,78,738,1588,0.0314389,0.018944,0.2974607,0.6400645
06037213401,4951,80,50,985,3795,0.010099,0.0161584,0.1989497,0.7665118
06037213402,4645,188,112,873,3427,0.0241119,0.0404736,0.187944,0.7377826
06037214000,3898,3560,29,131,118,0.0074397,0.9132889,0.033607,0.0302719
06037214100,3944,3377,101,172,194,0.0256085,0.8562373,0.0436105,0.0491886
06037214400,2877,2286,69,131,265,0.0239833,0.7945777,0.0455335,0.0921098
06037214501,2932,1641,145,812,232,0.0494543,0.5596862,0.2769441,0.0791269
06037214502,5528,2388,333,2265,362,0.0602388,0.4319826,0.4097323,0.0654848
06037214503,3325,1313,163,1526,209,0.0490226,0.3948872,0.4589474,0.0628571
06037214600,2411,1886,91,193,175,0.0377437,0.782248,0.0800498,0.072584
06037214700,2512,1984,71,150,234,0.0282643,0.7898089,0.0597134,0.0931529
06037214800,2573,2126,79,114,181,0.0307035,0.8262728,0.0443063,0.0703459
06037214901,3083,2428,88,239,156,0.0285436,0.7875446,0.0775219,0.0506001
06037214902,2586,1928,78,303,186,0.0301624,0.745553,0.1171694,0.0719258
06037215101,2477,1350,248,429,349,0.1001211,0.5450141,0.1731934,0.1408962
06037215102,3110,1974,209,450,355,0.0672026,0.6347267,0.1446945,0.1141479
06037216100,2289,1001,476,398,292,0.2079511,0.4373089,0.1738751,0.1275666
06037216200,4911,1906,1211,832,740,0.2465893,0.3881083,0.1694156,0.1506821
06037216300,4526,2779,473,664,423,0.1045073,0.614008,0.1467079,0.09346
06037216401,4189,3079,192,326,323,0.0458343,0.7350203,0.0778229,0.0771067
06037216402,2615,2035,83,173,140,0.03174,0.7782027,0.0661568,0.0535373
06037216700,3709,1173,1269,312,747,0.3421407,0.3162578,0.0841197,0.201402
06037216800,3289,2091,288,197,597,0.0875646,0.6357555,0.0598966,0.1815141
06037216900,5060,1769,1733,302,999,0.3424901,0.3496047,0.0596838,0.1974308
06037217001,2654,2212,80,71,182,0.0301432,0.8334589,0.0267521,0.0685757
06037217002,4977,3299,478,421,541,0.0960418,0.6628491,0.0845891,0.1087
06037217100,5374,1075,1783,243,2036,0.3317827,0.2000372,0.0452177,0.3788612
06037217200,3905,675,1151,322,1599,0.2947503,0.1728553,0.0824584,0.409475
06037218110,3453,195,802,499,1885,0.2322618,0.0564726,0.144512,0.5459021
06037218120,4530,102,503,697,3127,0.1110375,0.0225166,0.1538631,0.690287
06037218210,4457,144,1002,40,3182,0.2248149,0.0323087,0.0089746,0.7139331
06037218220,4358,298,1450,207,2271,0.3327214,0.06838,0.0474989,0.5211106
06037218300,5520,374,1860,185,2912,0.3369565,0.0677536,0.0335145,0.5275362
06037218400,4714,194,1248,48,3112,0.2647433,0.041154,0.0101824,0.6601612
06037218500,2869,153,992,76,1556,0.3457651,0.0533287,0.0264901,0.5423493
06037218600,3142,186,1137,69,1656,0.3618714,0.059198,0.0219605,0.5270528
06037218701,2430,121,1014,170,1029,0.417284,0.0497942,0.0699588,0.4234568
06037218702,2176,75,821,59,1170,0.3772978,0.0344669,0.027114,0.5376838
06037218800,2658,73,667,218,1657,0.2509406,0.0274643,0.0820166,0.6234011
06037218900,5464,281,2142,155,2731,0.3920205,0.0514275,0.0283675,0.499817
06037219010,2814,74,756,75,1848,0.2686567,0.0262971,0.0266525,0.6567164
06037219020,4798,135,1328,123,3102,0.276782,0.0281367,0.0256357,0.6465194
06037219300,3700,93,1246,178,2072,0.3367568,0.0251351,0.0481081,0.56
06037219500,1737,63,948,326,337,0.5457686,0.0362694,0.1876799,0.1940127
06037219700,4306,132,1279,50,2744,0.2970274,0.0306549,0.0116117,0.6372503
06037219800,3310,48,712,36,2459,0.2151057,0.0145015,0.0108761,0.7429003
06037219901,5234,115,840,30,4179,0.1604891,0.0219717,0.0057318,0.7984333
06037219902,4113,143,848,66,2971,0.2061755,0.0347678,0.0160467,0.7223438
06037220000,5345,133,2294,129,2645,0.4291862,0.0248831,0.0241347,0.494855
06037220100,2334,105,1361,141,669,0.5831191,0.0449871,0.0604113,0.2866324
06037221110,3565,87,43,252,3160,0.0120617,0.0244039,0.0706872,0.8863955
06037221120,3373,70,55,60,3157,0.016306,0.020753,0.0177883,0.9359621
06037221210,3300,93,166,307,2685,0.050303,0.0281818,0.0930303,0.8136364
06037221220,3378,77,70,217,2987,0.0207223,0.0227946,0.0642392,0.884251
06037221302,4403,210,808,355,2949,0.1835112,0.0476948,0.0806268,0.6697706
06037221303,2551,86,195,282,1958,0.0764406,0.0337123,0.1105449,0.7675421
06037221304,3319,105,753,611,1796,0.2268756,0.031636,0.1840916,0.5411268
06037221401,3359,294,1423,126,1429,0.423638,0.087526,0.0375112,0.4254242
06037221402,2715,227,770,320,1329,0.2836096,0.0836096,0.1178637,0.4895028
06037221500,3507,63,785,140,2391,0.223838,0.0179641,0.0399202,0.6817793
06037221601,3403,116,334,132,2768,0.0981487,0.0340876,0.0387893,0.8133999
06037221602,2816,49,115,81,2549,0.0408381,0.0174006,0.0287642,0.9051847
