"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","pbachp","TimeFrame","GeoVintage","Source","Location"
"County","Alameda","CA","06001","=""06001""","49.64","2017-2021","2020","Census","California (State)"
"County","Alpine","CA","06003","=""06003""","39.32","2017-2021","2020","Census","California (State)"
"County","Amador","CA","06005","=""06005""","19.52","2017-2021","2020","Census","California (State)"
"County","Butte","CA","06007","=""06007""","29.76","2017-2021","2020","Census","California (State)"
"County","Calaveras","CA","06009","=""06009""","19.91","2017-2021","2020","Census","California (State)"
"County","Colusa","CA","06011","=""06011""","14.65","2017-2021","2020","Census","California (State)"
"County","Contra Costa","CA","06013","=""06013""","44.06","2017-2021","2020","Census","California (State)"
"County","Del Norte","CA","06015","=""06015""","16.12","2017-2021","2020","Census","California (State)"
"County","El Dorado","CA","06017","=""06017""","36.83","2017-2021","2020","Census","California (State)"
"County","Fresno","CA","06019","=""06019""","22.63","2017-2021","2020","Census","California (State)"
"County","Glenn","CA","06021","=""06021""","14.90","2017-2021","2020","Census","California (State)"
"County","Humboldt","CA","06023","=""06023""","31.19","2017-2021","2020","Census","California (State)"
"County","Imperial","CA","06025","=""06025""","15.20","2017-2021","2020","Census","California (State)"
"County","Inyo","CA","06027","=""06027""","27.27","2017-2021","2020","Census","California (State)"
"County","Kern","CA","06029","=""06029""","17.61","2017-2021","2020","Census","California (State)"
"County","Kings","CA","06031","=""06031""","14.32","2017-2021","2020","Census","California (State)"
"County","Lake","CA","06033","=""06033""","17.52","2017-2021","2020","Census","California (State)"
"County","Lassen","CA","06035","=""06035""","11.77","2017-2021","2020","Census","California (State)"
"County","Los Angeles","CA","06037","=""06037""","34.04","2017-2021","2020","Census","California (State)"
"County","Madera","CA","06039","=""06039""","16.38","2017-2021","2020","Census","California (State)"
"County","Marin","CA","06041","=""06041""","60.15","2017-2021","2020","Census","California (State)"
"County","Mariposa","CA","06043","=""06043""","28.87","2017-2021","2020","Census","California (State)"
"County","Mendocino","CA","06045","=""06045""","24.50","2017-2021","2020","Census","California (State)"
"County","Merced","CA","06047","=""06047""","14.06","2017-2021","2020","Census","California (State)"
"County","Modoc","CA","06049","=""06049""","19.70","2017-2021","2020","Census","California (State)"
"County","Mono","CA","06051","=""06051""","29.53","2017-2021","2020","Census","California (State)"
"County","Monterey","CA","06053","=""06053""","26.49","2017-2021","2020","Census","California (State)"
"County","Napa","CA","06055","=""06055""","37.00","2017-2021","2020","Census","California (State)"
"County","Nevada","CA","06057","=""06057""","38.68","2017-2021","2020","Census","California (State)"
"County","Orange","CA","06059","=""06059""","42.12","2017-2021","2020","Census","California (State)"
"County","Placer","CA","06061","=""06061""","41.60","2017-2021","2020","Census","California (State)"
"County","Plumas","CA","06063","=""06063""","23.02","2017-2021","2020","Census","California (State)"
"County","Riverside","CA","06065","=""06065""","23.53","2017-2021","2020","Census","California (State)"
"County","Sacramento","CA","06067","=""06067""","32.00","2017-2021","2020","Census","California (State)"
"County","San Benito","CA","06069","=""06069""","20.53","2017-2021","2020","Census","California (State)"
"County","San Bernardino","CA","06071","=""06071""","21.91","2017-2021","2020","Census","California (State)"
"County","San Diego","CA","06073","=""06073""","40.26","2017-2021","2020","Census","California (State)"
"County","San Francisco","CA","06075","=""06075""","59.52","2017-2021","2020","Census","California (State)"
"County","San Joaquin","CA","06077","=""06077""","19.47","2017-2021","2020","Census","California (State)"
"County","San Luis Obispo","CA","06079","=""06079""","36.74","2017-2021","2020","Census","California (State)"
"County","San Mateo","CA","06081","=""06081""","52.46","2017-2021","2020","Census","California (State)"
"County","Santa Barbara","CA","06083","=""06083""","35.14","2017-2021","2020","Census","California (State)"
"County","Santa Clara","CA","06085","=""06085""","54.39","2017-2021","2020","Census","California (State)"
"County","Santa Cruz","CA","06087","=""06087""","41.89","2017-2021","2020","Census","California (State)"
"County","Shasta","CA","06089","=""06089""","22.58","2017-2021","2020","Census","California (State)"
"County","Sierra","CA","06091","=""06091""","22.32","2017-2021","2020","Census","California (State)"
"County","Siskiyou","CA","06093","=""06093""","21.52","2017-2021","2020","Census","California (State)"
"County","Solano","CA","06095","=""06095""","27.84","2017-2021","2020","Census","California (State)"
"County","Sonoma","CA","06097","=""06097""","37.13","2017-2021","2020","Census","California (State)"
"County","Stanislaus","CA","06099","=""06099""","17.93","2017-2021","2020","Census","California (State)"
"County","Sutter","CA","06101","=""06101""","19.99","2017-2021","2020","Census","California (State)"
"County","Tehama","CA","06103","=""06103""","16.99","2017-2021","2020","Census","California (State)"
"County","Trinity","CA","06105","=""06105""","18.60","2017-2021","2020","Census","California (State)"
"County","Tulare","CA","06107","=""06107""","15.20","2017-2021","2020","Census","California (State)"
"County","Tuolumne","CA","06109","=""06109""","24.59","2017-2021","2020","Census","California (State)"
"County","Ventura","CA","06111","=""06111""","34.03","2017-2021","2020","Census","California (State)"
"County","Yolo","CA","06113","=""06113""","43.07","2017-2021","2020","Census","California (State)"
"County","Yuba","CA","06115","=""06115""","17.75","2017-2021","2020","Census","California (State)"
