GEOID,tpopr,nhwhite,nhblk,nhasn,hisp,pblk,pwht,pasn,phisp
261635006001007,0,0,0,0,0,0.8395502082592561,0.07763622124795029,0.007535890480711142,0.052996873962199015
261635006001003,125,7,108,1,3,0.864,0.056,0.008,0.024
261635006001004,112,11,96,1,1,0.8571429,0.0982143,0.008929,0.0089286
261635006001005,77,0,77,0,0,1,0,0,0
261635006001006,67,1,66,0,0,0.9850746,0.0149254,0,0
261635006001008,64,2,60,0,0,0.9375,0.03125,0,0
261635006001009,82,1,81,0,0,0.9878049,0.0121951,0,0
261635006001010,60,7,52,0,0,0.8666667,0.1166667,0,0
261635006001011,26,1,25,0,0,0.9615385,0.0384615,0,0
261635006001012,80,3,77,0,0,0.9625,0.0375,0,0
261635006001013,79,5,74,0,0,0.9367089,0.0632911,0,0
261635006001016,88,0,88,0,0,1,0,0,0
261635006001017,45,4,41,0,0,0.9111111,0.0888889,0,0
261635006001018,46,0,42,0,0,0.9130435,0,0,0
261635006001019,0,0,0,0,0,0.8395502082592561,0.07763622124795029,0.007535890480711142,0.052996873962199015
261635006001020,61,0,55,0,0,0.9016393,0,0,0
261635006001021,57,0,57,0,0,1,0,0,0
261635006001022,47,0,45,0,2,0.9574468,0,0,0.0425532
261635006001000,0,0,0,0,0,0.8395502082592561,0.07763622124795029,0.007535890480711142,0.052996873962199015
261635006001001,24,0,24,0,0,1,0,0,0
261635006002003,33,3,30,0,0,0.9090909,0.0909091,0,0
261635006002010,62,0,58,0,3,0.9354839,0,0,0.0483871
261635006002000,72,10,60,0,0,0.8333333,0.1388889,0,0
261635006002001,67,4,56,0,1,0.8358209,0.0597015,0,0.0149254
261635006002002,35,0,35,0,0,1,0,0,0
261635006002004,78,1,77,0,0,0.9871795,0.0128205,0,0
261635006002005,70,3,67,0,0,0.9571429,0.0428571,0,0
261635006002006,79,5,67,0,1,0.8481013,0.0632911,0,0.0126582
261635006002007,41,5,36,0,0,0.8780488,0.1219512,0,0
261635006002008,45,0,45,0,0,1,0,0,0
261635006002009,56,0,54,0,0,0.9642857,0,0,0
261635006002011,82,0,82,0,0,1,0,0,0
261635006003003,26,1,22,0,1,0.8461538,0.0384615,0,0.0384615
261635006003000,13,0,13,0,0,1,0,0,0
261635006003001,12,1,11,0,0,0.9166667,0.0833333,0,0
261635006003002,36,0,36,0,0,1,0,0,0
261635006003004,23,0,23,0,0,1,0,0,0
261635006003005,53,2,43,0,0,0.8113208,0.0377358,0,0
261635006003006,47,1,44,0,1,0.9361702,0.0212766,0,0.0212766
261635006003007,10,0,10,0,0,1,0,0,0
261635006003008,42,1,40,0,0,0.952381,0.0238095,0,0
261635006003009,29,0,29,0,0,1,0,0,0
261635006003010,43,4,36,0,0,0.8372093,0.0930233,0,0
261635006003011,46,1,41,0,0,0.8913043,0.0217391,0,0
