GEOID,county,state,tract,medincome,rent,pnewh,medhval,pwht,pblk,pasn,phsp,region
06065045608,Riverside County,California,Census Tract 456.08,136058,1922,54.93027888446215,808600,89.81954375212801,2.383384405856316,3.472931562819203,2.96220633299285,Southern California
06065045609,Riverside County,California,Census Tract 456.09,29548,644,18.45878136200717,177900,3.5215102559448175,0.29043383554184,0,96.18805590851333,Southern California
06065045703,Riverside County,California,Census Tract 457.03,31615,907,45.69115095430885,142300,0.45016077170418006,0,0.27331189710610904,98.9871382636656,Southern California
06065045704,Riverside County,California,Census Tract 457.04,23073,858,10.955710955710957,111000,0,0,0,100,Southern California
06065045705,Riverside County,California,Census Tract 457.05,31086,868,65.3892698668818,179100,0.353642517934727,0,0,99.64635748206528,Southern California
06065045706,Riverside County,California,Census Tract 457.06,30801,718,6.029757243539545,121700,1.474582848273185,0,0,98.5254171517268,Southern California
06065045707,Riverside County,California,Census Tract 457.07,39667,808,45.250800426894344,159000,3.0203349282296648,0.313995215311004,0,96.4413875598086,Southern California
06065045900,Riverside County,California,Census Tract 459,34000,519,8.088235294117647,155100,35.57692307692308,1.035502958579881,1.331360946745562,61.24260355029586,Southern California
06065046101,Riverside County,California,Census Tract 461.01,41083,754,6.41025641025641,117900,39.14209115281501,14.209115281501342,0.655347036044086,44.92106047065833,Southern California
06065046102,Riverside County,California,Census Tract 461.02,21691,575,3.4216335540838854,87900,17.022384174908904,10.046850598646538,1.301405517959396,70.95262883914629,Southern California
06065046103,Riverside County,California,Census Tract 461.03,70022,857,10.023130300693909,155600,40.166718122877434,1.698054955233096,2.9638777400432232,54.43037974683544,Southern California
06065046200,Riverside County,California,Census Tract 462,32219,714,12.711864406779661,110400,12.394284047827355,10.819480898221057,0,75.50306211723534,Southern California
06065046401,Riverside County,California,Census Tract 464.01,63500,985,18.730650154798763,260400,59.64047550014497,3.50826326471441,3.7692084662220933,32.357204986952745,Southern California
06065046402,Riverside County,California,Census Tract 464.02,36896,1108,7.608695652173914,168600,44.87452148022118,3.1263292216078256,3.424074861760953,46.66099532113994,Southern California
06065046403,Riverside County,California,Census Tract 464.03,55114,1387,31.48061653432975,219900,36.76337846550613,2.205029013539651,3.326885880077369,55.6415215989684,Southern California
06065046404,Riverside County,California,Census Tract 464.04,51285,1183,49.898989898989896,228000,40.607490415806545,7.254497198466529,3.759952816278384,44.559127101150104,Southern California
06065046405,Riverside County,California,Census Tract 464.05,62063,1325,8.770421324161651,241500,41.85355309375845,1.8103215347203458,2.026479329910835,51.33747635774115,Southern California
06065046500,Riverside County,California,Census Tract 465,15946,1027,3.846153846153846,178000,15.77185700897041,9.733565403668495,36.93934931048333,29.361360289195343,Southern California
06065046601,Riverside County,California,Census Tract 466.01,86875,323,11.214953271028035,523000,26.51766004415011,19.508830022075056,1.710816777041942,37.72075055187638,Southern California
06065046602,Riverside County,California,Census Tract 466.02,101000,2014,2.601908065915004,454100,68.73655913978494,1.290322580645161,1.478494623655914,26.209677419354836,Southern California
06065046700,Riverside County,California,Census Tract 467,46589,1102,12.800480769230768,234800,19.397839577108712,14.778211905309124,1.080211445644679,63.80142495977936,Southern California
06065046800,Riverside County,California,Census Tract 468,58333,1742,1.2641383898868919,211400,20.945633759433235,22.578161096565534,7.207762205452026,48.02094563375943,Southern California
06065046900,Riverside County,California,Census Tract 469,40809,921,23.36065573770492,78300,35.90686274509804,6.0661764705882355,0,56.924019607843135,Southern California
06065047000,Riverside County,California,Census Tract 470,46950,744,24.043715846994537,128300,63.047875927174644,7.956844234659474,2.764666217127444,25.354012137559,Southern California
06065047201,Riverside County,California,Census Tract 472.01,22358,509,4.649974450689831,23400,63.3954857703631,0,0,36.11383709519137,Southern California
06065047202,Riverside County,California,Census Tract 472.02,36691,544,14.35154707044108,72600,55.140186915887845,2.024922118380062,0.36344755970924103,40.654205607476634,Southern California
06065047900,Riverside County,California,Census Tract 479,106352,2416,47.14587737843552,463400,51.47341922108693,4.916333481415667,14.697171627424849,24.130016289056716,Southern California
06065048100,Riverside County,California,Census Tract 481,104231,2424,70.00488519785051,525600,53.71739433672757,2.859534105175059,14.018691588785046,27.52127214395313,Southern California
06065048200,Riverside County,California,Census Tract 482,84886,2048,6.056129985228951,358300,33.666515220354384,3.225806451612903,24.057246706042708,35.642889595638344,Southern California
06065048300,Riverside County,California,Census Tract 483,59745,1680,53.36986301369863,229000,12.767830936307604,22.967420017610802,11.34429116524802,50.60170237745818,Southern California
06065048700,Riverside County,California,Census Tract 487,86000,1972,76.84647302904565,265200,21.674662014827735,20.431748800697775,14.064544265154822,42.23724378543393,Southern California
06065048800,Riverside County,California,Census Tract 488,55188,1580,15.94982078853047,210300,12.99583607275915,25.46570238877931,2.651764190225728,56.03769449923296,Southern California
06065048901,Riverside County,California,Census Tract 489.01,54762,1502,1.4000000000000001,195300,19.659781287970837,7.630619684082625,4.0826245443499385,65.20048602673147,Southern California
06065048902,Riverside County,California,Census Tract 489.02,45702,1099,38.24742268041237,137500,13.75134875914159,14.015106102385804,1.666466850497542,66.2510490348879,Southern California
06065049000,Riverside County,California,Census Tract 490,84800,1785,83.87635756056808,302100,18.47095414869068,32.035717868967595,5.26738236179392,36.35998796026889,Southern California
06065049100,Riverside County,California,Census Tract 491,57566,1103,36.30784965481974,224300,48.20911722141823,0,4.649059334298119,45.188133140376266,Southern California
06065049400,Riverside County,California,Census Tract 494,52813,1553,80.05730659025788,354400,47.28139013452915,0,0.6165919282511211,52.102017937219735,Southern California
06065049500,Riverside County,California,Census Tract 495,37864,665,38.37638376383764,207600,8.32012678288431,1.1357633386159531,0,89.32910723718965,Southern California
06065049600,Riverside County,California,Census Tract 496,80596,1739,69.74852071005917,339800,45.67931456548347,6.9522643818849454,10.526315789473683,28.800489596083228,Southern California
06065049700,Riverside County,California,Census Tract 497,108148,2262,67.34317343173431,423900,69.91300418031861,1.943283244831092,5.56999209128912,18.49508530109592,Southern California
06065049800,Riverside County,California,Census Tract 498,51176,1279,63.1578947368421,201100,41.02448887890361,1.662547742080431,7.751067175915524,41.42889238373399,Southern California
06065050300,Riverside County,California,Census Tract 503,84172,2128,74.61389961389962,344800,45.72054979340585,6.712201703347668,10.75132810523653,24.766000505944852,Southern California
06065050400,Riverside County,California,Census Tract 504,78750,1578,27.03470031545741,299000,47.76369735370854,4.957137532612746,8.544539694371972,34.64405516213194,Southern California
06065050500,Riverside County,California,Census Tract 505,75647,1490,73.72510927634775,341900,39.85658590921749,6.44667223614592,11.500974658869396,36.14592035644667,Southern California
06065050600,Riverside County,California,Census Tract 506,71337,1374,51.385927505330486,379200,66.09429978888107,7.389162561576355,3.757916959887403,17.56509500351865,Southern California
06065050700,Riverside County,California,Census Tract 507,93984,1717,87.66558728289667,327000,40.75995848966233,8.749101939810009,7.6155504111119985,35.180011175860145,Southern California
06065050900,Riverside County,California,Census Tract 509,73545,1530,43.66789280084078,315200,42.08618606524366,12.384212645992752,9.746274667740636,31.292790978654857,Southern California
06065051100,Riverside County,California,Census Tract 511,58505,1451,55.298547606239914,234500,12.421600122380296,27.076640660853602,7.694661159553312,50.956096068532965,Southern California
06065051200,Riverside County,California,Census Tract 512,60488,893,49.03306300686213,873700,43.99591211037302,2.350536535513541,8.788962698007154,42.38630556974962,Southern California
06065051300,Riverside County,California,Census Tract 513,47964,1032,23.39824120603015,131200,44.50155262876111,3.340828782524895,2.377128172181175,45.197558625120465,Southern California
06065051400,Riverside County,California,Census Tract 514,55052,1790,50.84488323523828,353300,92.492795389049,3.025936599423631,0.302593659942363,2.118155619596541,Southern California
06065940100,Riverside County,California,Census Tract 9401,37841,1369.3875278396436,14.033850493653032,162500,95.72649572649571,0,0,0,Southern California
06065940400,Riverside County,California,Census Tract 9404,42604,905,44.610951008645536,151300,1.9592476489028212,0.015673981191222573,0,97.61755485893417,Southern California
06065940500,Riverside County,California,Census Tract 9405,65156,1201,12.467866323907456,729700,87.28437654016757,0.936421882700837,3.3021192705766387,5.914243469689502,Southern California
06065940600,Riverside County,California,Census Tract 9406,74630,2258,45.49005681818182,415800,82.69655825702557,0.884117461319861,3.757499210609409,8.588569624250079,Southern California
06065940700,Riverside County,California,Census Tract 9407,52721,1222,1.076095311299,325500,76.97111631537861,0.819672131147541,3.317720530835285,15.417642466822794,Southern California
06065940800,Riverside County,California,Census Tract 9408,53468,1116,4.849557522123893,296300,87.55124860231085,1.006336190831159,3.168095415579575,6.038017144986955,Southern California
06065940900,Riverside County,California,Census Tract 9409,50227,1234,21.569878749202296,85800,84.63949843260188,1.5673981191222568,1.253918495297805,9.561128526645767,Southern California
06065941000,Riverside County,California,Census Tract 9410,38883,1044,0.206043956043956,148300,81.00348806010196,1.207405419908773,2.092836061175208,12.771666219479474,Southern California
06065941100,Riverside County,California,Census Tract 9411,37013,1404,4.551422319474835,74000,92.888643880926125,0.330760749724366,1.212789415656008,4.630650496141125,Southern California
06065941200,Riverside County,California,Census Tract 9412,54097,1363,16.120110628210192,328300,70.84444444444445,4.977777777777777,3.644444444444444,16.08888888888889,Southern California
06065941300,Riverside County,California,Census Tract 9413,54886,1168,10.501567398119125,332800,68.58798414150655,5.18450747179018,3.690149435803599,19.609637084476976,Southern California
06065941400,Riverside County,California,Census Tract 9414,35288,916,10.377358490566039,245100,53.29512893982808,5.496222974733003,5.079447772857515,34.51419640531388,Southern California
06065941500,Riverside County,California,Census Tract 9415,62083,1148,28.073510773130543,170700,43.77289377289378,8.852258852258853,2.808302808302808,34.02523402523403,Southern California
06065980004,Riverside County,California,Census Tract 9800.04,59970.40798226164,1369.3875278396436,25.337958168804203,268426.5033407572,39.64391724104058,5.494807627159009,5.217329110390888,46.552127580440654,Southern California
06065981000,Riverside County,California,Census Tract 9810,59970.40798226164,1369.3875278396436,25.337958168804203,268426.5033407572,17.631246046805817,19.860847564832383,3.415559772296015,53.84250474383302,Southern California
06067000100,Sacramento County,California,Census Tract 1,104271,1148,0.509337860780984,423500,87.31182795698925,0.564516129032258,1.747311827956989,5.510752688172043,Other California
06067000200,Sacramento County,California,Census Tract 2,99540,1338,2.0032485110990788,439900,74.59516856915317,1.274223520042474,3.636846296787895,15.211043270507036,Other California
06067000300,Sacramento County,California,Census Tract 3,103529,1422,1.7337461300309598,498900,76.6936790923825,0.259319286871961,4.73257698541329,13.581847649918963,Other California
06067000400,Sacramento County,California,Census Tract 4,55714,967,4.265010351966874,374700,63.11021640664318,5.435329642677403,1.258178158027176,21.84197282335179,Other California
06067000500,Sacramento County,California,Census Tract 5,53977,901,11.11111111111111,400000,55.82043343653251,6.996904024767801,2.941176470588235,25.882352941176475,Other California
06067000600,Sacramento County,California,Census Tract 6,22106,812,14.24581005586592,300000,45.703125,26.875,4.296875,18.671875,Other California
06067000700,Sacramento County,California,Census Tract 7,12171,501,5.863708399366085,271517.7419354839,24.979951884522855,30.63352044907779,15.677626303127507,23.25581395348837,Other California
06067000800,Sacramento County,California,Census Tract 8,60571,1217,8.588957055214724,363900,65.97938144329896,5.219072164948454,15.721649484536082,10.695876288659791,Other California
06067001101,Sacramento County,California,Census Tract 11.01,27472,746,27.758872143898884,291700,58.27305605786618,10.57866184448463,6.871609403254973,14.014466546112118,Other California
06067001200,Sacramento County,California,Census Tract 12,35674,785,13.046620889049512,481000,70.03451521807342,7.279573266394729,3.482899278318167,13.774709758393474,Other California
06067001300,Sacramento County,California,Census Tract 13,46713,872,2.478972996901284,509100,60.71311743539418,7.1965979718678446,9.813542688910697,16.94471704285247,Other California
06067001400,Sacramento County,California,Census Tract 14,31368,759,5.56988138215575,392000,69.99592335915206,5.666530778638402,5.625764370158989,10.395434162250304,Other California
06067001500,Sacramento County,California,Census Tract 15,94276,1236,2.489795918367347,580600,80.5402087170043,1.5551463065275222,4.23572744014733,11.745447104563128,Other California
06067001600,Sacramento County,California,Census Tract 16,100129,1394,9.620886981402004,433000,73.24597777409188,1.957206833637419,2.769945264554652,14.579532260739757,Other California
06067001700,Sacramento County,California,Census Tract 17,55197,929,10.194174757281552,304600,75.0044698730556,4.291078133381012,7.866976577865188,10.173431074557485,Other California
06067001800,Sacramento County,California,Census Tract 18,52451,1110,14.78494623655914,236900,51.690520638871604,14.167185231279817,12.777432068035676,15.390997718315703,Other California
06067001900,Sacramento County,California,Census Tract 19,42534,872,3.7960954446854664,405200,64.19072332144016,5.092442426208238,9.14693480376257,17.353227375932534,Other California
06067002000,Sacramento County,California,Census Tract 20,32780,849,6.005221932114883,379700,45.46925566343042,2.750809061488673,25.080906148867317,19.1747572815534,Other California
06067002100,Sacramento County,California,Census Tract 21,47841,907,10.893617021276595,394400,36.02558976409436,3.798480607756897,31.02758896441423,23.310675729708116,Other California
06067002200,Sacramento County,California,Census Tract 22,30438,445,0,371300,28.314659197012137,19.817927170868344,12.371615312791784,31.395891690009336,Other California
06067002300,Sacramento County,California,Census Tract 23,104301,1378,0.635470826112073,441200,71.08291531425199,1.1212747123045141,8.645618176453231,13.455296547654175,Other California
06067002400,Sacramento County,California,Census Tract 24,123684,1008,0,597800,79.3929712460064,1.186672752167959,8.397991784573254,9.310816978548608,Other California
06067002500,Sacramento County,California,Census Tract 25,100278,1578,0.5532503457814659,542000,75.73385518590999,2.73972602739726,6.457925636007827,10.632746249184603,Other California
06067002600,Sacramento County,California,Census Tract 26,79571,864,0,427300,69.13303437967116,4.484304932735426,7.959641255605381,16.89088191330344,Other California
06067002700,Sacramento County,California,Census Tract 27,31591,860,6.851851851851852,193600,32.058394160583944,23.737226277372258,6.306569343065693,32.058394160583944,Other California
06067002800,Sacramento County,California,Census Tract 28,31806,1055,8.681672025723474,122300,15.638575152041703,24.847958297132926,5.705183898059658,46.568201563857514,Other California
06067002900,Sacramento County,California,Census Tract 29,49552,1247,2.6450511945392488,225700,50.10603431656063,5.1474840948525165,2.6219394640447273,32.00308463466358,Other California
06067003000,Sacramento County,California,Census Tract 30,60093,1241,1.50087260034904,204400,39.43603851444292,17.82668500687758,4.855570839064649,32.77854195323246,Other California
06067003101,Sacramento County,California,Census Tract 31.01,45521,1069,0.876494023904382,130900,32.302305223227314,4.464546250364751,3.2389845345783477,56.55091917128684,Other California
06067003102,Sacramento County,California,Census Tract 31.02,42933,1107,5.462962962962963,187200,32.58243552073131,10.022853411687887,9.01077375122429,39.27522037218414,Other California
06067003202,Sacramento County,California,Census Tract 32.02,33704,937,3.446359088382435,106600,18.824205285331292,12.926081960934507,27.44159325928763,30.256606664113367,Other California
06067003203,Sacramento County,California,Census Tract 32.03,32841,1130,13.696808510638297,139700,6.740858505564389,8.744038155802862,44.3879173290938,32.050874403815584,Other California
06067003204,Sacramento County,California,Census Tract 32.04,33519,980,26.55654383735705,164400,10.731437015145918,9.235315847801996,42.888806797192466,30.42113040265977,Other California
06067003300,Sacramento County,California,Census Tract 33,72308,1433,0.954773869346733,369200,58.52038479157123,5.4512139257901975,16.216216216216218,12.207970682546954,Other California
06067003400,Sacramento County,California,Census Tract 34,61287,1071,3.804627249357326,359700,41.86206896551724,11.2183908045977,16.32183908045977,23.839080459770116,Other California
06067003501,Sacramento County,California,Census Tract 35.01,37733,835,1.0164190774042219,265800,43.78508420208501,6.535685645549319,8.2598235765838,35.565356856455494,Other California
06067003502,Sacramento County,California,Census Tract 35.02,46691,1052,1.117734724292101,226000,38.56041131105398,8.26294528094014,21.410209327947115,26.25780389276533,Other California
06067003600,Sacramento County,California,Census Tract 36,38500,983,1.045627376425855,167600,29.673202614379086,3.5620915032679736,8.72549019607843,52.875816993464056,Other California
06067003700,Sacramento County,California,Census Tract 37,27765,956,8.315715292459478,120100,13.562753036437247,12.171052631578947,19.78744939271255,50.17712550607287,Other California
06067003800,Sacramento County,California,Census Tract 38,51375,1306,0.487540628385698,173900,16.575772599570318,26.3262270699058,15.220624690133864,35.779210047925964,Other California
06067003900,Sacramento County,California,Census Tract 39,63668,919,1.3418903150525079,373300,42.983230361871136,4.265960576640189,19.829361576934392,24.830832597822887,Other California
06067004001,Sacramento County,California,Census Tract 40.01,52500,1026,0.855614973262032,311400,33.50923482849604,11.854504334715415,24.877497173011683,23.897474557105163,Other California
06067004004,Sacramento County,California,Census Tract 40.04,89782,1118,1.1687363038714391,359300,44.45121022986756,9.22514842441772,26.4576038970924,16.01461409651393,Other California
06067004005,Sacramento County,California,Census Tract 40.05,67721,1175,2.788649706457925,368900,41.00238663484487,14.940334128878286,28.13842482100239,12.0763723150358,Other California
06067004006,Sacramento County,California,Census Tract 40.06,52292,1040,0,345600,29.97215592680986,20.425616547334926,20.644391408114558,16.328560063643597,Other California
06067004008,Sacramento County,California,Census Tract 40.08,82415,1438,0,299200,44.53333333333334,5.733333333333333,24.05333333333333,19.066666666666666,Other California
06067004009,Sacramento County,California,Census Tract 40.09,70833,1205,2.2391212505280937,328900,26.150071560008175,17.031281946432223,31.670415048047435,17.869556327949297,Other California
06067004010,Sacramento County,California,Census Tract 40.10,41184,1167,23.14633189486073,322000,27.081302398128287,32.657438097094946,22.596997465392864,10.976798596217588,Other California
06067004011,Sacramento County,California,Census Tract 40.11,107083,1243,12.198483804272916,480900,34.90725126475548,7.790893760539628,47.2849915682968,8.768971332209107,Other California
06067004012,Sacramento County,California,Census Tract 40.12,119615,1228,12.189936215450036,453200,34.77768337581422,8.779382611158312,29.198527329368453,19.173038799207024,Other California
06067004100,Sacramento County,California,Census Tract 41,29635,929,4.688427299703264,201400,15.047324705427853,11.415877921576202,34.846436159938186,36.237203013328184,Other California
06067004201,Sacramento County,California,Census Tract 42.01,43365,1178,1.483171705647461,169700,11.047754811119031,27.9935851746258,18.995010691375626,37.09907341411262,Other California
06067004202,Sacramento County,California,Census Tract 42.02,36379,829,5.791284403669724,184000,10.131396957123098,21.161825726141082,23.58229598893499,37.88035961272476,Other California
06067004203,Sacramento County,California,Census Tract 42.03,35568,992,12.233718807060256,173200,11.81259044862518,22.99204052098408,21.599131693198263,33.77351664254704,Other California
06067004300,Sacramento County,California,Census Tract 43,43819,1297,38.12549642573471,172600,11.210762331838565,21.83090889204856,20.091873564475552,26.588647052389806,Other California
06067004401,Sacramento County,California,Census Tract 44.01,36902,990,0,143100,17.571466037241017,17.335431418830318,15.499606608969316,45.44977707841594,Other California
06067004402,Sacramento County,California,Census Tract 44.02,23346,876,3.6929761042722657,145600,13.485787561444754,5.150673220773669,16.71297285744817,56.1231032271853,Other California
06067004501,Sacramento County,California,Census Tract 45.01,27078,824,2.422145328719723,154000,4.264524103831891,9.42521631644005,28.73918417799753,56.76761433868974,Other California
06067004502,Sacramento County,California,Census Tract 45.02,26466,768,5.679287305122494,46400,13.580007748934522,18.32623014335529,10.654784967067028,45.079426578845414,Other California
06067004601,Sacramento County,California,Census Tract 46.01,27194,935,1.238513783459848,113800,17.567739473349448,17.898486197684775,16.47373107747106,35.08459483526269,Other California
06067004602,Sacramento County,California,Census Tract 46.02,34181,843,1.7088980553918678,110000,22.165889271952953,9.288176840397485,9.754613668627051,51.77448793348205,Other California
06067004701,Sacramento County,California,Census Tract 47.01,24107,831,2.26890756302521,172400,11.238789237668161,12.19170403587444,26.40134529147982,44.14237668161435,Other California
06067004702,Sacramento County,California,Census Tract 47.02,30625,926,1.343570057581573,147200,8.208409506398537,18.482632541133455,24.990859232175506,39.79890310786106,Other California
06067004801,Sacramento County,California,Census Tract 48.01,36369,974,20.154577883472054,162200,14.65149359886202,11.948790896159316,48.2574679943101,20.19914651493599,Other California
06067004802,Sacramento County,California,Census Tract 48.02,32364,965,3.686635944700461,163100,16.354056902002107,14.120126448893572,31.759747102212856,29.694415173867228,Other California
06067004903,Sacramento County,California,Census Tract 49.03,31529,871,13.08235294117647,152100,14.591467823571946,22.400578452639188,31.569052783803325,20.563991323210413,Other California
06067004904,Sacramento County,California,Census Tract 49.04,47821,1154,1.7570281124497988,171600,23.18397827562797,13.492871690427698,18.87304820095044,35.26816021724372,Other California
06067004905,Sacramento County,California,Census Tract 49.05,40568,919,2.294942626434339,175800,17.673694637045422,26.319513230507997,11.773029574076697,38.531201358426486,Other California
06067004906,Sacramento County,California,Census Tract 49.06,45446,1419,34.38133874239351,140100,12.504059759662228,25.36537836960052,24.196167586878854,28.710620331276388,Other California
06067005001,Sacramento County,California,Census Tract 50.01,34981,974,4.7378640776699035,178300,11.080178173719377,15.456570155902005,25.72383073496659,37.071269487750556,Other California
06067005002,Sacramento County,California,Census Tract 50.02,28528,834,5.920550038197097,92000,25.60559258657129,20.8421394895139,22.58169403349049,26.19086327426435,Other California
06067005101,Sacramento County,California,Census Tract 51.01,30888,966,1.091703056768558,165800,18.680037313432837,16.954291044776117,24.79011194029851,29.757462686567166,Other California
06067005102,Sacramento County,California,Census Tract 51.02,40032,1095,2.616279069767442,94000,33.486718259778286,7.613469985358712,26.333403053754445,26.62622882242209,Other California
06067005201,Sacramento County,California,Census Tract 52.01,16821,761,1.925133689839572,271517.7419354839,30.0593471810089,15.252225519287835,13.798219584569733,36.11275964391692,Other California
06067005202,Sacramento County,California,Census Tract 52.02,68412,1090,1.955671447196871,281500,65.50554870530209,4.408138101109741,4.623921085080148,23.64364981504316,Other California
06067005204,Sacramento County,California,Census Tract 52.04,71595,893,0.496770988574267,279200,64.91757603900626,4.527513350359879,8.869282563269097,18.342233573252845,Other California
06067005205,Sacramento County,California,Census Tract 52.05,30585,942,2.38095238095238,37600,58.285714285714285,9.298701298701301,7.844155844155844,23.16883116883117,Other California
06067005301,Sacramento County,California,Census Tract 53.01,12355,295,27.114967462039047,185000,32.25039619651347,30.427892234548338,1.5055467511885892,34.152139461172744,Other California
06067005402,Sacramento County,California,Census Tract 54.02,41614,1143,2.519039250146455,271517.7419354839,59.0765588003157,2.999210734017364,14.601420678768745,19.73164956590371,Other California
06067005403,Sacramento County,California,Census Tract 54.03,65156,985,0.6346967559943579,346000,67.6890756302521,3.445378151260504,8.907563025210084,18.991596638655462,Other California
06067005404,Sacramento County,California,Census Tract 54.04,79722,1047,0.812433768986223,616200,76.22497616777883,0.9532888465204951,9.6282173498570085,9.513822688274548,Other California
06067005502,Sacramento County,California,Census Tract 55.02,30245,794,4.883614787768142,167200,33.89329887391545,9.322503230570428,7.6795274136976195,43.60347055565811,Other California
06067005505,Sacramento County,California,Census Tract 55.05,30490,781,14.842059714409347,196900,47.29072907290729,15.733573357335734,6.1926192619261915,27.884788478847884,Other California
06067005506,Sacramento County,California,Census Tract 55.06,24909,850,2.585604472396925,169000,38.660578386605785,17.686453576864537,3.105022831050228,33.0593607305936,Other California
06067005508,Sacramento County,California,Census Tract 55.08,46806,899,5.04407443682664,159200,50.14577259475219,8.25072886297376,11.720116618075801,22.361516034985424,Other California
06067005509,Sacramento County,California,Census Tract 55.09,31889,882,2.117420596727622,112800,34.07448582545859,15.786548082267926,20.511395219566424,26.125625347415234,Other California
06067005510,Sacramento County,California,Census Tract 55.10,38199,901,11.669184290030211,112400,44.3550141396563,17.533173809005874,8.396780509027627,25.777681096367193,Other California
06067005601,Sacramento County,California,Census Tract 56.01,38333,837,15.219224283305227,220800,61.51960784313726,22.079248366013072,5.821078431372549,9.579248366013072,Other California
06067005605,Sacramento County,California,Census Tract 56.05,49417,978,4.922644163150492,199400,52.79056386651323,4.51668584579977,6.271576524741082,29.085155350978138,Other California
06067005606,Sacramento County,California,Census Tract 56.06,61795,1016,8.99497487437186,297000,69.606967396159,3.3943724877177313,7.414024117909782,12.72889682894149,Other California
06067005701,Sacramento County,California,Census Tract 57.01,86817,1219,1.592115238817286,336700,68.1311475409836,6.721311475409836,6.360655737704918,14.524590163934423,Other California
06067005702,Sacramento County,California,Census Tract 57.02,127740,1989,2.451747522170057,580100,76.21938001300673,1.517450682852807,5.961413396921743,11.33752438760026,Other California
06067005801,Sacramento County,California,Census Tract 58.01,69115,1161,0.818612666953899,321000,75.81841200940495,3.0385241454150838,2.477844094773015,12.081750768674263,Other California
06067005803,Sacramento County,California,Census Tract 58.03,112357,1436,5.5408970976253284,627900,80.60671722643553,0.13542795232936,6.771397616468039,8.04442036836403,Other California
06067005804,Sacramento County,California,Census Tract 58.04,122500,725,0,629300,78.84151246983106,0,8.085277554304103,5.148833467417538,Other California
06067005901,Sacramento County,California,Census Tract 59.01,80509,1450,3.290246768507638,312100,76.12100737100738,4.468673218673218,8.384520884520885,8.707002457002456,Other California
06067005903,Sacramento County,California,Census Tract 59.03,33277,849,1.3877551020408159,299200,64.96081143384048,12.632549562010142,3.5500230520977407,13.646841862609497,Other California
06067005904,Sacramento County,California,Census Tract 59.04,54112,918,4.147880973850315,328900,76.57024793388429,3.9669421487603307,3.119834710743801,8.987603305785125,Other California
06067006002,Sacramento County,California,Census Tract 60.02,47983,904,0.6294964028776969,249000,62.14061367480067,2.053636143996134,3.309978255617299,21.841024402029475,Other California
06067006003,Sacramento County,California,Census Tract 60.03,36329,824,0.403632694248234,244700,59.83017635532332,10.472458088395383,5.334204223818854,15.85020683649031,Other California
06067006004,Sacramento County,California,Census Tract 60.04,62986,1054,1,313900,77.22023098367184,6.690561529271206,9.836718438868976,4.619673436877738,Other California
06067006101,Sacramento County,California,Census Tract 61.01,38346,795,4.734765453748356,266200,57.17417297728179,12.774013551215624,2.849740932642487,18.812275807094462,Other California
06067006102,Sacramento County,California,Census Tract 61.02,31096,850,0.5823186871360501,246800,56.710563182964414,14.878117119641358,2.605771924908938,22.69543289436817,Other California
06067006201,Sacramento County,California,Census Tract 62.01,25589,766,1.262544512787309,211000,38.4257238469373,18.201658664338716,5.339735195693292,31.00538338425724,Other California
06067006202,Sacramento County,California,Census Tract 62.02,25972,813,3.6231884057971007,115200,35.65707505191338,10.442005339661819,4.479382972411747,46.24740433105903,Other California
06067006300,Sacramento County,California,Census Tract 63,33315,965,11.032990805840996,130100,30.093184725013707,11.91302758998721,6.559473780376393,47.03087885985748,Other California
06067006400,Sacramento County,California,Census Tract 64,37724,1034,14.519427402862986,118800,38.234200743494426,7.490706319702602,7.565055762081785,35.130111524163574,Other California
06067006500,Sacramento County,California,Census Tract 65,36486,999,17.842129845866417,166400,21.32009345794393,20.63376168224299,13.66822429906542,33.717873831775705,Other California
06067006600,Sacramento County,California,Census Tract 66,28000,898,12.1105748135147,152000,22.121080768675046,19.08683716225979,14.809998555122093,38.10143042912874,Other California
06067006701,Sacramento County,California,Census Tract 67.01,45722,1015,10.208728652751423,156900,21.784897025171624,9.393592677345536,19.94279176201373,43.07780320366133,Other California
06067006702,Sacramento County,California,Census Tract 67.02,35276,983,19.749652294853963,132800,17.763347763347763,17.604617604617605,20.735930735930737,35.03607503607504,Other California
06067006800,Sacramento County,California,Census Tract 68,22977,874,6.544393497290538,100700,16.87667560321716,9.262734584450403,8.927613941018766,56.20643431635389,Other California
06067006900,Sacramento County,California,Census Tract 69,30309,835,5.377777777777778,149200,39.75418520873066,14.367450731087095,8.582326764144947,30.663276117821574,Other California
06067007001,Sacramento County,California,Census Tract 70.01,42269,894,16.31321370309951,169400,13.862480654432899,4.200751713464515,16.670351536590758,59.09794384258235,Other California
06067007004,Sacramento County,California,Census Tract 70.04,41062,949,7.6413119330076755,200600,19.218467528855516,16.159087748574606,9.372827145042415,45.431789737171464,Other California
06067007007,Sacramento County,California,Census Tract 70.07,51186,1201,6.046511627906977,156800,26.780099870538194,9.728130201590531,5.714814129831699,52.450527094507116,Other California
06067007010,Sacramento County,California,Census Tract 70.10,60027,1253,10.9642682329907,307000,47.80542353927872,7.2966172770478055,14.06206318143696,25.188705619233996,Other California
06067007011,Sacramento County,California,Census Tract 70.11,49896,973,7.521105141980046,188200,26.432311144353026,13.792071802543008,9.274495138369485,39.67090501121915,Other California
06067007012,Sacramento County,California,Census Tract 70.12,51289,1154,0,183700,30.084085954531297,18.74805356586733,10.214886328246651,37.46496418561196,Other California
