IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,Y,X
186039496,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,12/15/17 0:00,10:30:00,RICHMOND,NONE,1600 Block of JOHNFKENNEDY DR,37.76886153,-122.4983904
170013022,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,1/5/17 0:00,13:00:00,SOUTHERN,NONE,16TH ST / KANSAS ST,37.76601601,-122.4036446
170795468,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,9/29/17 0:00,12:25:00,NORTHERN,NONE,3600 Block of LYON ST,37.80427189,-122.4482784
170286075,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,4/7/17 0:00,15:00:00,SOUTHERN,NONE,9TH ST / BRANNAN ST,37.77004911,-122.4070043
170090901,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,2/1/17 0:00,18:30:00,INGLESIDE,NONE,5000 Block of DIAMONDHEIGHTS BL,37.74660637,-122.4427858
170091482,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,2/1/17 0:00,22:00:00,TARAVAL,NONE,TARAVAL ST / 19TH AV,37.74305055,-122.4756443
170290781,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,4/9/17 0:00,11:30:00,CENTRAL,NONE,NORTHPOINT ST / GRANT AV,37.80716206,-122.4088993
170245548,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,3/25/17 0:00,15:45:00,MISSION,NONE,14TH ST / MISSION ST,37.76827268,-122.4199834
170013743,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,1/5/17 0:00,20:15:00,PARK,NONE,7TH AV / IRVING ST,37.76413015,-122.4641737
170797931,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,9/29/17 0:00,22:00:00,CENTRAL,NONE,800 Block of SUTTER ST,37.78854528,-122.4143901
170013884,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,1/5/17 0:00,20:15:00,TARAVAL,NONE,700 Block of TARAVAL ST,37.7431745,-122.4741027
170299551,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,4/12/17 0:00,11:15:00,PARK,NONE,100 Block of TWINPEAKS BL,37.75976818,-122.4471868
170301849,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,4/12/17 0:00,21:00:00,NORTHERN,NONE,GEARY BL / FILLMORE ST,37.78435334,-122.4329146
170014014,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,1/5/17 0:00,20:30:00,MISSION,NONE,2000 Block of MARKET ST,37.76924706,-122.4269556
170300186,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,4/12/17 0:00,11:45:00,RICHMOND,NONE,2000 Block of POST ST,37.78489228,-122.4355758
170798810,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,9/30/17 0:00,12:45:00,BAYVIEW,NONE,ILLINOIS ST / MARIPOSA ST,37.76437903,-122.3879212
186001815,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/13/17 0:00,23:00:00,NORTHERN,NONE,POLK ST / BUSH ST,37.78869895,-122.4203074
170247130,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,3/26/17 0:00,10:35:00,PARK,NONE,600 Block of CLAYTON ST,37.76931356,-122.4485508
170301275,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,4/11/17 0:00,15:00:00,CENTRAL,NONE,500 Block of BEACH ST,37.80702,-122.4181111
170301300,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,4/12/17 0:00,20:30:00,TENDERLOIN,NONE,EDDY ST / MASON ST,37.78434785,-122.4093131
170301316,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,4/12/17 0:00,19:50:00,MISSION,NONE,2000 Block of MARKET ST,37.76924706,-122.4269556
176049405,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,2/22/17 0:00,16:20:00,SOUTHERN,NONE,300 Block of BEALE ST,37.78802038,-122.3919855
176060683,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,3/3/17 0:00,23:01:00,TENDERLOIN,NONE,MARKET ST / 9TH ST,37.77749368,-122.4162938
176063938,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,3/9/17 0:00,18:00:00,NORTHERN,NONE,GOUGH ST / GOLDEN GATE AV,37.78061115,-122.4237322
170247908,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,3/26/17 0:00,15:03:00,NORTHERN,NONE,200 Block of FELL ST,37.77610655,-122.4219947
176064215,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,3/3/17 0:00,19:00:00,NORTHERN,NONE,SACRAMENTO ST / LARKIN ST,37.7917052,-122.4192255
170304542,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,4/13/17 0:00,22:18:00,NORTHERN,NONE,1800 Block of POST ST,37.78520546,-122.4322303
170800926,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,10/1/17 0:00,11:00:00,NORTHERN,NONE,MYRTLE ST / POLK ST,37.78543273,-122.4196414
170804172,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,10/2/17 0:00,15:00:00,NORTHERN,NONE,1300 Block of WEBSTER ST,37.78302957,-122.4310464
171015003,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,12/15/17 0:00,19:00:00,MISSION,NONE,FOLSOM ST / 14TH ST,37.76853601,-122.4156163
176065558,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,2/22/17 0:00,12:02:00,NORTHERN,NONE,GOUGH ST / POST ST,37.78619645,-122.4248599
176276034,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,10/25/17 0:00,23:00:00,RICHMOND,NONE,SUTTER ST / SCOTT ST,37.78545861,-122.4382078
170015056,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,1/5/17 0:00,10:12:00,CENTRAL,NONE,500 Block of BEACH ST,37.80702,-122.4181111
170327447,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,4/21/17 0:00,13:15:00,NORTHERN,NONE,FRANKLIN ST / GROVE ST,37.77802113,-122.4215229
170327453,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,4/21/17 0:00,15:30:00,TARAVAL,NONE,1200 Block of LA PLAYA ST,37.76307277,-122.5092653
170327613,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,4/21/17 0:00,14:30:00,INGLESIDE,NONE,1800 Block of SILLIMAN ST,37.72651689,-122.4233698
170328514,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,4/21/17 0:00,19:30:00,RICHMOND,NONE,1000 Block of POINTLOBOS AV,37.77846922,-122.5136421
170810317,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,9/20/17 0:00,18:00:00,INGLESIDE,NONE,0 Block of MARSTON AV,37.7275222,-122.4459313
170249738,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,3/27/17 0:00,3:13:00,SOUTHERN,NONE,0 Block of RAUSCH ST,37.77651026,-122.4096627
170304100,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,4/13/17 0:00,18:15:00,MISSION,NONE,500 Block of VALENCIA ST,37.76408889,-122.4218765
171017491,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,12/16/17 0:00,19:00:00,CENTRAL,NONE,2500 Block of MASON ST,37.80703621,-122.4138143
170329788,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,4/22/17 0:00,10:53:00,PARK,NONE,OAK ST / MASONIC AV,37.77208098,-122.4457177
170329904,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,4/22/17 0:00,3:02:00,SOUTHERN,NONE,100 Block of 9TH ST,37.77604367,-122.4143797
186043215,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,10/12/17 0:00,22:00:00,SOUTHERN,NONE,800 Block of BRYANT ST,37.77542071,-122.4034048
170331909,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,4/22/17 0:00,10:00:00,BAYVIEW,NONE,1200 Block of FITZGERALD AV,37.7215602,-122.3922169
170095111,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,1/24/17 0:00,19:00:00,BAYVIEW,NONE,0 Block of DORMAN AV,37.73961927,-122.4028626
170334555,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,4/23/17 0:00,22:00:00,BAYVIEW,NONE,1700 Block of YOSEMITE AV,37.72842067,-122.3945419
170335694,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,4/24/17 0:00,12:00:00,CENTRAL,NONE,0 Block of TELEGRAPHHILL BL,37.80225051,-122.4054717
170813769,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,10/5/17 0:00,17:00:00,RICHMOND,NONE,GREAT HY / BALBOA ST,37.77507333,-122.5112938
170251294,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,3/8/17 0:00,16:45:00,INGLESIDE,NONE,BRAZIL AV / NAPLES ST,37.72239688,-122.4300273
170996923,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,12/9/17 0:00,18:00:00,MISSION,NONE,CAPP ST / 19TH ST,37.76030123,-122.4181201
170016515,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,1/6/17 0:00,20:10:00,MISSION,NONE,18TH ST / DOLORES ST,37.76142678,-122.4260796
170997200,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,12/9/17 0:00,21:45:00,NORTHERN,NONE,BUSH ST / STEINER ST,37.78680883,-122.4351072
170997222,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,12/9/17 0:00,19:20:00,PARK,NONE,1300 Block of FULTON ST,37.77669368,-122.4390157
170085388,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,1/27/17 0:00,18:00:00,TARAVAL,NONE,OCEAN AV / 19TH AV,37.73245608,-122.4749545
170997329,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,12/9/17 0:00,19:30:00,MISSION,NONE,MISSION ST / 14TH ST,37.76827268,-122.4199834
186043889,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/20/17 0:00,17:00:00,NORTHERN,NONE,FRANKLIN ST / CLAY ST,37.79196519,-122.4243414
170342611,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,4/26/17 0:00,17:00:00,INGLESIDE,NONE,VISITACION AV / MANSELL ST,37.71875429,-122.4116741
170342683,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,4/11/17 0:00,15:55:00,TARAVAL,NONE,PALOMA AV / OCEAN AV,37.72922043,-122.4682072
176326162,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,12/2/17 0:00,19:30:00,SOUTHERN,NONE,800 Block of BRYANT ST,37.77542071,-122.4034048
170252214,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,3/27/17 0:00,16:00:00,CENTRAL,NONE,TAYLOR ST / NORTHPOINT ST,37.80634189,-122.4154355
170252236,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,3/27/17 0:00,19:30:00,RICHMOND,NONE,20TH AV / GEARY BL,37.7803327,-122.479384
170998311,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,12/10/17 0:00,10:00:00,NORTHERN,NONE,WEBSTER ST / POST ST,37.78537304,-122.4313698
170085996,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,1/31/17 0:00,10:15:00,INGLESIDE,NONE,CORTLAND AV / ANDOVER ST,37.73905608,-122.4164579
170086104,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,1/30/17 0:00,18:00:00,PARK,NONE,400 Block of DEWEY BL,37.74637221,-122.4602505
170353981,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,4/29/17 0:00,19:00:00,CENTRAL,NONE,NORTHPOINT ST / POLK ST,37.80528509,-122.4236584
170319256,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,4/18/17 0:00,21:00:00,CENTRAL,NONE,MONTGOMERY ST / FRANCISCO ST,37.80569474,-122.4053614
170017745,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,1/7/17 0:00,10:00:00,CENTRAL,NONE,HYDE ST / LOMBARD ST,37.80199424,-122.4196161
170086790,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,1/31/17 0:00,12:30:00,RICHMOND,NONE,1000 Block of POINTLOBOS AV,37.77846922,-122.5136421
170086803,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,1/31/17 0:00,14:00:00,RICHMOND,NONE,1000 Block of POINTLOBOS AV,37.77846922,-122.5136421
170376397,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,5/7/17 0:00,17:00:00,BAYVIEW,NONE,CARROLL AV / 3RD ST,37.72547741,-122.394244
170376400,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,5/8/17 0:00,8:07:00,BAYVIEW,NONE,300 Block of KANSAS ST,37.76536145,-122.4035149
170382883,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,5/10/17 0:00,10:35:00,PARK,NONE,600 Block of CLAYTON ST,37.76931356,-122.4485508
170832123,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,10/11/17 0:00,14:30:00,CENTRAL,NONE,700 Block of BEACH ST,37.80649078,-122.4213821
170387435,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,5/11/17 0:00,10:00:00,CENTRAL,NONE,SANSOME ST / GREEN ST,37.80030582,-122.4026094
170388251,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,5/11/17 0:00,19:15:00,MISSION,NONE,DORLAND ST / GUERRERO ST,37.76234449,-122.4238785
170388790,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,5/11/17 0:00,22:00:00,NORTHERN,NONE,POST ST / LARKIN ST,37.7870372,-122.4182742
170389748,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,5/11/17 0:00,20:00:00,RICHMOND,NONE,SACRAMENTO ST / LYON ST,37.78836413,-122.4455905
170087691,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,1/31/17 0:00,19:00:00,NORTHERN,NONE,POLK ST / AUSTIN ST,37.78916438,-122.4204025
170390234,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,5/7/17 0:00,16:00:00,SOUTHERN,NONE,1800 Block of MARKET ST,37.77129238,-122.4243369
176261740,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,10/12/17 0:00,22:00:00,NORTHERN,NONE,VANNESS AV / POST ST,37.78661816,-122.4215723
170832656,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,10/11/17 0:00,22:00:00,NORTHERN,NONE,1600 Block of POST ST,37.7857262,-122.4289927
170391458,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,5/12/17 0:00,17:10:00,MISSION,NONE,CESAR CHAVEZ ST / MISSION ST,37.74816641,-122.4182219
170832731,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,10/11/17 0:00,21:30:00,CENTRAL,NONE,STOCKTON ST / NORTHPOINT ST,37.80696307,-122.4105006
186008162,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/19/17 0:00,17:30:00,TARAVAL,NONE,IRVING ST / 46TH AV,37.76228198,-122.5060583
186008184,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,10/4/17 0:00,19:00:00,CENTRAL,NONE,THE EMBARCADERONORTH ST / BROADWAY ST,37.79906588,-122.3973919
170392757,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,5/12/17 0:00,22:00:00,TENDERLOIN,NONE,HYDE ST / GOLDEN GATE AV,37.78165428,-122.4155082
170394010,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,5/13/17 0:00,15:31:00,BAYVIEW,"ARREST, BOOKED",0 Block of OSCEOLA LN,37.73175234,-122.3830851
170833701,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,10/12/17 0:00,11:30:00,PARK,NONE,1000 Block of HAYES ST,37.77557371,-122.4336833
176326219,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,12/10/17 0:00,16:00:00,SOUTHERN,NONE,500 Block of BRANNAN ST,37.77739182,-122.3976156
170395444,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,5/13/17 0:00,19:30:00,TENDERLOIN,NONE,HYDE ST / GOLDEN GATE AV,37.78165428,-122.4155082
170395927,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,5/14/17 0:00,2:54:00,PARK,NONE,2100 Block of OFARRELL ST,37.78228859,-122.4401354
170396135,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,5/14/17 0:00,14:00:00,PARK,NONE,1200 Block of FULTON ST,37.77701419,-122.4373691
170396141,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,5/14/17 0:00,11:00:00,SOUTHERN,NONE,MISSION ST / 6TH ST,37.78097067,-122.4087106
171026185,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,12/19/17 0:00,22:45:00,MISSION,NONE,200 Block of VALENCIA ST,37.76956853,-122.4224056
170405924,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,5/17/17 0:00,14:00:00,NORTHERN,NONE,PINE ST / BUCHANAN ST,37.78836728,-122.4303573
176261756,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,10/12/17 0:00,21:00:00,NORTHERN,NONE,100 Block of PAGE ST,37.77403947,-122.4232028
171027202,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/20/17 0:00,11:00:00,CENTRAL,NONE,NORTHPOINT ST / TAYLOR ST,37.80634189,-122.4154355
170843067,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,10/15/17 0:00,10:00:00,SOUTHERN,NONE,GOLDEN GATE AV / TAYLOR ST,37.78223059,-122.4102935
170843073,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,10/15/17 0:00,9:00:00,NORTHERN,NONE,3500 Block of BAKER ST,37.80376819,-122.4469373
170410064,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,5/18/17 0:00,22:30:00,TARAVAL,NONE,700 Block of TARAVAL ST,37.7431745,-122.4741027
170843465,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,10/15/17 0:00,12:00:00,NORTHERN,NONE,VANNESS AV / FELL ST,37.7763701,-122.4195075
170412117,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,5/19/17 0:00,16:55:00,SOUTHERN,NONE,NATOMA ST / 10TH ST,37.77447531,-122.4149113
170843675,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,10/14/17 0:00,21:00:00,CENTRAL,NONE,WASHINGTON ST / DRUMM ST,37.79634787,-122.3969624
170413256,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,5/20/17 0:00,5:30:00,MISSION,NONE,3900 Block of 19TH ST,37.75954386,-122.4315556
170844849,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,10/15/17 0:00,22:00:00,CENTRAL,NONE,900 Block of NORTHPOINT ST,37.80544404,-122.4228577
176222350,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,8/22/17 0:00,20:30:00,SOUTHERN,NONE,HARRISON ST / 10TH ST,37.77157858,-122.4112792
170020851,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,1/8/17 0:00,14:30:00,NORTHERN,NONE,STEINER ST / GROVE ST,37.7765502,-122.4330299
176085415,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,4/2/17 0:00,18:58:00,NORTHERN,NONE,GEARY BL / WEBSTER ST,37.78456812,-122.4312069
170418438,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,5/21/17 0:00,16:00:00,MISSION,NONE,19TH ST / SHOTWELL ST,37.760433,-122.4159298
170419743,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,5/22/17 0:00,13:00:00,RICHMOND,NONE,1100 Block of JOHNFKENNEDY DR,37.76997059,-122.4849678
170421061,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,5/22/17 0:00,18:50:00,SOUTHERN,NONE,JONES ST / MARKET ST,37.78090397,-122.4119795
170848205,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,10/16/17 0:00,16:30:00,CENTRAL,NONE,NORTHPOINT ST / TAYLOR ST,37.80634189,-122.4154355
170851032,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,10/17/17 0:00,19:00:00,CENTRAL,NONE,2700 Block of HYDE ST,37.80618922,-122.4205347
170851208,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,10/17/17 0:00,19:30:00,SOUTHERN,NONE,800 Block of BRYANT ST,37.77542071,-122.4034048
170851214,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,10/17/17 0:00,17:00:00,INGLESIDE,NONE,VALENCIA ST / MISSION ST,37.74539017,-122.4200218
170021570,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,1/8/17 0:00,18:00:00,PARK,NONE,HAIGHT ST / CENTRAL AV,37.77042573,-122.4436499
170852375,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,10/18/17 0:00,10:30:00,MISSION,NONE,16TH ST / DOLORES ST,37.76464394,-122.4263845
171028686,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,12/20/17 0:00,20:15:00,NORTHERN,NONE,FILLMORE ST / CLAY ST,37.79071052,-122.434205
171028686,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,12/20/17 0:00,20:15:00,NORTHERN,NONE,FILLMORE ST / CLAY ST,37.79071052,-122.434205
176033107,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,2/6/17 0:00,23:30:00,MISSION,NONE,BARTLETT ST / 25TH ST,37.75057274,-122.4194015
176033113,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,1/28/17 0:00,18:00:00,BAYVIEW,NONE,900 Block of MARIN ST,37.7491479,-122.3859732
176033157,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,1/30/17 0:00,18:30:00,BAYVIEW,NONE,ILLINOIS ST / 22ND ST,37.75800217,-122.3873163
176033210,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,2/6/17 0:00,20:35:00,NORTHERN,NONE,1300 Block of WEBSTER ST,37.78302957,-122.4310464
176033226,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,1/25/17 0:00,20:13:00,RICHMOND,NONE,300 Block of 8TH AV,37.7818716,-122.4664244
170021780,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,1/8/17 0:00,19:20:00,CENTRAL,NONE,200 Block of COLUMBUS AV,37.79727833,-122.4059268
170090860,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,2/1/17 0:00,18:00:00,SOUTHERN,NONE,800 Block of BRANNAN ST,37.77219582,-122.404385
170853191,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,10/18/17 0:00,10:30:00,CENTRAL,NONE,0 Block of BAY ST,37.80633407,-122.4083277
170430824,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,5/25/17 0:00,23:30:00,NORTHERN,NONE,VANNESS AV / POST ST,37.78661816,-122.4215723
176156389,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,6/16/17 0:00,18:40:00,MISSION,NONE,2000 Block of MARKET ST,37.76924706,-122.4269556
170021990,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,1/8/17 0:00,20:30:00,CENTRAL,NONE,WASHINGTON ST / THE EMBARCADERONORTH ST,37.7966653,-122.3953297
176090107,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,3/27/17 0:00,19:00:00,PARK,NONE,0 Block of NOE ST,37.76830766,-122.4334197
176090141,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,3/28/17 0:00,21:00:00,PARK,NONE,COLE ST / GROVE ST,37.77424896,-122.4511627
176120823,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,5/9/17 0:00,0:01:00,NORTHERN,NONE,0 Block of SERVICE ST,37.79912102,-122.4380579
170434252,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,5/27/17 0:00,8:10:00,NORTHERN,NONE,SUTTER ST / BUCHANAN ST,37.78650281,-122.4299801
170435078,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,5/27/17 0:00,11:00:00,SOUTHERN,NONE,800 Block of BRYANT ST,37.77542071,-122.4034048
170435175,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,5/27/17 0:00,13:00:00,NORTHERN,NONE,BEACH ST / BAKER ST,37.80328281,-122.4469127
176091644,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,4/5/17 0:00,12:00:00,SOUTHERN,NONE,8TH ST / MISSION ST,37.77745666,-122.4131609
170258983,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,3/29/17 0:00,18:00:00,BAYVIEW,NONE,2600 Block of SAN BRUNO AV,37.7282405,-122.4037759
170022619,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,1/9/17 0:00,9:35:00,SOUTHERN,NONE,800 Block of BRYANT ST,37.77542071,-122.4034048
170440130,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,5/29/17 0:00,11:30:00,BAYVIEW,NONE,22ND ST / ILLINOIS ST,37.75800217,-122.3873163
170440566,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,5/29/17 0:00,12:21:00,RICHMOND,NONE,1700 Block of PIERCE ST,37.78613463,-122.4367221
170441382,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,5/29/17 0:00,19:30:00,SOUTHERN,NONE,800 Block of HOWARD ST,37.78232359,-122.4037933
171031924,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,12/21/17 0:00,19:00:00,CENTRAL,NONE,POWELL ST / NORTHPOINT ST,37.8067579,-122.4121433
186001520,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,10/21/17 0:00,20:00:00,BAYVIEW,NONE,CONNECTICUT ST / 17TH ST,37.76507287,-122.3977416
