IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,Y,X
176125475,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,5/10/17 0:00,9:45:00,SOUTHERN,NONE,0 Block of TOWNSEND ST,37.78170626,-122.3891783
176129900,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,4/30/17 0:00,9:35:00,SOUTHERN,NONE,800 Block of BRYANT ST,37.77542071,-122.4034048
176130242,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,5/20/17 0:00,23:00:00,NORTHERN,NONE,GEARY BL / STEINER ST,37.78415049,-122.4345637
176130311,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,5/21/17 0:00,11:30:00,NORTHERN,NONE,1100 Block of SUTTER ST,37.7879137,-122.4193173
176135286,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,5/26/17 0:00,9:30:00,SOUTHERN,NONE,800 Block of BRYANT ST,37.77542071,-122.4034048
176135292,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,5/19/17 0:00,10:30:00,SOUTHERN,NONE,800 Block of BRYANT ST,37.77542071,-122.4034048
176142811,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,6/1/17 0:00,21:00:00,CENTRAL,NONE,WASHINGTON ST / SANSOME ST,37.79571979,-122.4016784
176142827,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,6/2/17 0:00,23:05:00,NORTHERN,NONE,ELLIS ST / POLK ST,37.78402805,-122.4193663
176142833,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,6/1/17 0:00,21:55:00,CENTRAL,NONE,400 Block of KEARNY ST,37.79216471,-122.4043893
176142877,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,6/3/17 0:00,9:00:00,NORTHERN,NONE,200 Block of LILY ST,37.77428654,-122.425023
176143336,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,6/1/17 0:00,20:55:00,TARAVAL,NONE,LINCOLN WY / 15TH AV,37.76564043,-122.4729232
176144146,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,6/4/17 0:00,5:19:00,MISSION,NONE,1300 Block of VALENCIA ST,37.7512937,-122.4205154
176145570,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,6/3/17 0:00,23:44:00,SOUTHERN,NONE,HOWARD ST / 8TH ST,37.77622099,-122.4116098
176171412,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,7/1/17 0:00,21:00:00,CENTRAL,NONE,1000 Block of STOCKTON ST,37.79539916,-122.4080994
176179858,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,6/29/17 0:00,19:45:00,TENDERLOIN,NONE,8TH ST / MARKET ST,37.77871926,-122.4147438
176184766,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,7/11/17 0:00,19:00:00,MISSION,NONE,900 Block of VALENCIA ST,37.75728953,-122.4210852
176190644,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,7/9/17 0:00,21:35:00,NORTHERN,NONE,GEARY BL / GOUGH ST,37.78533396,-122.4246887
176191705,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,7/20/17 0:00,11:45:00,PARK,NONE,1200 Block of MASONIC AV,37.76971906,-122.4453187
176193228,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,7/24/17 0:00,16:00:00,SOUTHERN,NONE,800 Block of BRYANT ST,37.77542071,-122.4034048
176196987,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,7/28/17 0:00,12:25:00,INGLESIDE,NONE,CORTLAND AV / BANKS ST,37.73931283,-122.4126596
176198052,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,7/22/17 0:00,10:30:00,SOUTHERN,NONE,LANGTON ST / HOWARD ST,37.7775531,-122.409924
176198068,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,7/30/17 0:00,19:00:00,NORTHERN,NONE,1500 Block of BROADWAY ST,37.79578502,-122.4225955
176198121,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,7/30/17 0:00,20:00:00,NORTHERN,NONE,GOLDEN GATE AV / FRANKLIN ST,37.78082197,-122.4220903
176200152,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,8/1/17 0:00,11:00:00,NORTHERN,NONE,1800 Block of POST ST,37.78520546,-122.4322303
176200221,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,7/26/17 0:00,19:53:00,SOUTHERN,NONE,7TH ST / MISSION ST,37.77921226,-122.4109392
176200265,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,7/27/17 0:00,6:20:00,SOUTHERN,NONE,700 Block of CLEMENTINA ST,37.7748412,-122.4114541
176200306,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,7/27/17 0:00,10:00:00,SOUTHERN,NONE,100 Block of 8TH ST,37.77645698,-122.4118042
176200356,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,7/27/17 0:00,10:00:00,SOUTHERN,NONE,600 Block of BRANNAN ST,37.77571063,-122.3999387
176200657,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,7/26/17 0:00,18:30:00,INGLESIDE,NONE,200 Block of 28TH ST,37.7451759,-122.4279455
176209455,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,8/11/17 0:00,23:00:00,MISSION,NONE,100 Block of DUBOCE AV,37.76974578,-122.4234785
176209483,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,8/11/17 0:00,17:00:00,MISSION,NONE,700 Block of VALENCIA ST,37.76088992,-122.4214313
176209499,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,8/11/17 0:00,21:30:00,MISSION,NONE,400 Block of ALABAMA ST,37.76354647,-122.4121632
176213882,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,8/12/17 0:00,20:38:00,SOUTHERN,NONE,300 Block of 1ST ST,37.78703623,-122.3942501
176214921,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,8/18/17 0:00,21:00:00,NORTHERN,NONE,FRANKLIN ST / TURK ST,37.78175288,-122.422277
176214987,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,8/18/17 0:00,21:15:00,NORTHERN,NONE,OLIVE ST / FRANKLIN ST,37.7840828,-122.4227492
176215004,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,8/11/17 0:00,10:00:00,NORTHERN,NONE,3200 Block of BAKER ST,37.80096948,-122.4463727
176215026,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,8/19/17 0:00,0:01:00,NORTHERN,NONE,1700 Block of GEARY BL,37.78424392,-122.4328992
176215258,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,8/14/17 0:00,20:28:00,RICHMOND,NONE,600 Block of SPRUCE ST,37.78285487,-122.4534743
176216030,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,8/20/17 0:00,20:00:00,NORTHERN,NONE,FILLMORE ST / GEARY BL,37.78435334,-122.4329146
176216472,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,8/18/17 0:00,22:00:00,CENTRAL,NONE,NORTHPOINT ST / TAYLOR ST,37.80634189,-122.4154355
176216494,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,8/13/17 0:00,13:15:00,PARK,NONE,PIERCE ST / HAYES ST,37.77541657,-122.4344851
176216767,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,8/21/17 0:00,13:00:00,NORTHERN,NONE,HICKORY ST / VANNESS AV,37.77590461,-122.4194159
176217191,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,8/21/17 0:00,18:00:00,CENTRAL,NONE,FRANCISCO ST / KEARNY ST,37.80549312,-122.4069591
176217492,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,8/12/17 0:00,11:35:00,RICHMOND,NONE,1000 Block of GREAT HY,37.76724422,-122.5102257
176220166,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,8/24/17 0:00,12:50:00,SOUTHERN,NONE,1000 Block of FOLSOM ST,37.77725053,-122.4071054
176220194,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,8/25/17 0:00,0:01:00,NORTHERN,NONE,HAYES ST / LAGUNA ST,37.77646314,-122.4262653
176220279,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,7/28/17 0:00,1:00:00,NORTHERN,NONE,LOMBARD ST / LAGUNA ST,37.8004687,-122.4311185
176220586,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,8/23/17 0:00,20:00:00,CENTRAL,NONE,VANNESS AV / NORTHPOINT ST,37.80507699,-122.4253009
176221396,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,8/25/17 0:00,23:00:00,CENTRAL,NONE,POST ST / GRANT AV,37.78869369,-122.4052228
176221584,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,8/25/17 0:00,23:01:00,MISSION,NONE,300 Block of NOE ST,37.76339583,-122.4329555
176221841,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,8/25/17 0:00,20:30:00,SOUTHERN,NONE,800 Block of HOWARD ST,37.78232359,-122.4037933
176221879,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,8/25/17 0:00,20:00:00,SOUTHERN,NONE,600 Block of MISSION ST,37.78709052,-122.4008609
176222269,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,8/25/17 0:00,22:00:00,SOUTHERN,NONE,HARRISON ST / 2ND ST,37.7843097,-122.3951632
176223574,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,8/28/17 0:00,8:00:00,NORTHERN,NONE,600 Block of HAYES ST,37.7764112,-122.4271153
176224049,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,8/29/17 0:00,4:00:00,MISSION,NONE,22ND ST / CAPP ST,37.75550434,-122.4176606
176224287,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,8/27/17 0:00,10:10:00,CENTRAL,NONE,400 Block of NORTHPOINT ST,37.80639279,-122.4146138
176224340,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,8/27/17 0:00,15:00:00,CENTRAL,NONE,CHESTNUT ST / SANSOME ST,37.80496889,-122.4035321
176224607,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,8/23/17 0:00,23:30:00,CENTRAL,NONE,0 Block of BELDEN ST,37.79127001,-122.4038404
176224641,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,8/29/17 0:00,10:02:00,TENDERLOIN,NONE,100 Block of OFARRELL ST,37.78645626,-122.4072224
176224732,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,8/28/17 0:00,19:00:00,BAYVIEW,NONE,1100 Block of ILLINOIS ST,37.75738462,-122.3873226
176225100,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,8/25/17 0:00,16:30:00,PARK,NONE,HAIGHT ST / PIERCE ST,37.77168752,-122.4337374
176225150,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,8/28/17 0:00,10:00:00,RICHMOND,NONE,POINTLOBOS AV / 48TH AV,37.77984908,-122.5094331
176225166,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,8/28/17 0:00,18:50:00,PARK,NONE,2600 Block of GEARY BL,37.78258419,-122.4476172
176225194,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,8/29/17 0:00,17:15:00,SOUTHERN,NONE,800 Block of BRYANT ST,37.77542071,-122.4034048
176225417,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,8/29/17 0:00,12:45:00,MISSION,NONE,4700 Block of 18TH ST,37.75994462,-122.4439466
176226750,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,6/17/17 0:00,20:20:00,SOUTHERN,NONE,800 Block of BRYANT ST,37.77542071,-122.4034048
176229748,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,9/5/17 0:00,23:00:00,NORTHERN,NONE,POLK ST / ELLIS ST,37.78402805,-122.4193663
176229851,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,9/3/17 0:00,2:00:00,CENTRAL,NONE,2100 Block of STOCKTON ST,37.80558053,-122.4101507
176230024,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/4/17 0:00,20:10:00,SOUTHERN,NONE,800 Block of BRYANT ST,37.77542071,-122.4034048
176230074,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,9/3/17 0:00,0:01:00,CENTRAL,NONE,BATTERY ST / WASHINGTON ST,37.79587632,-122.4004881
176230096,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,9/1/17 0:00,13:31:00,CENTRAL,NONE,600 Block of STOCKTON ST,37.79179264,-122.4073545
176230212,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,9/3/17 0:00,21:00:00,NORTHERN,NONE,SUTTER ST / WEBSTER ST,37.78630399,-122.4315532
176233341,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,9/10/17 0:00,23:00:00,NORTHERN,NONE,1100 Block of GEARY BL,37.78552781,-122.4222154
176233363,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/11/17 0:00,13:00:00,NORTHERN,NONE,1300 Block of GREENWICH ST,37.80078121,-122.421915
176233460,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,8/29/17 0:00,6:45:00,INGLESIDE,NONE,1500 Block of TREAT AV,37.74568029,-122.4125061
176237650,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,7/30/17 0:00,14:20:00,INGLESIDE,NONE,1300 Block of MANSELL ST,37.71851018,-122.4161927
176237666,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,7/30/17 0:00,15:20:00,BAYVIEW,NONE,200 Block of BAY SHORE BL,37.74421808,-122.4043041
176238125,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,9/16/17 0:00,0:01:00,NORTHERN,NONE,ELLIS ST / FRANKLIN ST,37.78362012,-122.4226542
176238147,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,9/15/17 0:00,19:00:00,NORTHERN,NONE,3300 Block of BAKER ST,37.80207878,-122.446598
176238153,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,9/15/17 0:00,21:15:00,NORTHERN,NONE,FRANKLIN ST / GEARY BL,37.78548187,-122.4230312
176238357,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,9/16/17 0:00,6:30:00,SOUTHERN,NONE,BERRY ST / 4TH ST,37.77578762,-122.3933572
176238642,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,9/16/17 0:00,13:00:00,MISSION,NONE,SANCHEZ ST / HANCOCK ST,37.76035735,-122.430498
176239333,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,9/17/17 0:00,13:41:00,NORTHERN,NONE,WEBSTER ST / POST ST,37.78537304,-122.4313698
176241178,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/18/17 0:00,20:35:00,CENTRAL,NONE,300 Block of THE EMBARCADERONORTH ST,37.79805325,-122.3963744
176241946,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,9/19/17 0:00,17:40:00,NORTHERN,NONE,FULTON ST / STEINER ST,37.77748927,-122.4332205
176242609,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,9/10/17 0:00,17:36:00,INGLESIDE,NONE,ELK ST / SUSSEX ST,37.73719803,-122.439692
176242621,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,9/9/17 0:00,5:48:00,INGLESIDE,NONE,400 Block of CAMPBELL AV,37.71490876,-122.4049818
176243356,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/18/17 0:00,20:30:00,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / HARRISON ST,37.78957276,-122.3884856
176243384,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,9/17/17 0:00,0:01:00,MISSION,NONE,200 Block of VALENCIA ST,37.76956853,-122.4224056
176243447,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/18/17 0:00,22:40:00,MISSION,NONE,16TH ST / WIESE ST,37.76499686,-122.4205804
176248340,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,9/26/17 0:00,18:00:00,SOUTHERN,NONE,800 Block of BRYANT ST,37.77542071,-122.4034048
176250276,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/27/17 0:00,15:00:00,SOUTHERN,NONE,BRANNAN ST / 6TH ST,37.77480785,-122.4009838
176250282,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,10/1/17 0:00,18:20:00,NORTHERN,NONE,OFARRELL ST / VANNESS AV,37.78475366,-122.4211952
176250458,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/25/17 0:00,0:14:00,RICHMOND,NONE,400 Block of 41ST AV,37.78037386,-122.5018805
176250464,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,9/29/17 0:00,12:00:00,PARK,NONE,0 Block of CASTRO ST,37.77012953,-122.436423
176250787,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,9/22/17 0:00,19:00:00,SOUTHERN,NONE,800 Block of BRYANT ST,37.77542071,-122.4034048
176250793,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/27/17 0:00,0:01:00,RICHMOND,NONE,2000 Block of CLEMENT ST,37.78213105,-122.481131
176252119,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/25/17 0:00,12:00:00,CENTRAL,NONE,WASHINGTON ST / HYDE ST,37.79368191,-122.4179404
176252410,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,10/2/17 0:00,19:00:00,CENTRAL,NONE,POWELL ST / BEACH ST,37.80768876,-122.4123335
176252824,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,10/3/17 0:00,12:00:00,NORTHERN,NONE,DIVISADERO ST / BAY ST,37.80183831,-122.443226
176253349,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,9/29/17 0:00,10:55:00,SOUTHERN,NONE,800 Block of BRYANT ST,37.77542071,-122.4034048
176253355,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,9/29/17 0:00,10:20:00,RICHMOND,NONE,1100 Block of 9TH AV,37.76620143,-122.4665044
176253361,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,9/27/17 0:00,3:26:00,PARK,NONE,ANZAVISTA AV / BAKER ST,37.77986536,-122.4417443
176253377,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,9/29/17 0:00,20:00:00,NORTHERN,NONE,2400 Block of CALIFORNIA ST,37.78885384,-122.4346894
176253383,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,9/9/17 0:00,9:00:00,RICHMOND,NONE,1000 Block of POINTLOBOS AV,37.77846922,-122.5136421
176253399,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/25/17 0:00,14:40:00,RICHMOND,NONE,MAYFAIR DR / COLLINS ST,37.78608173,-122.4503937
176254319,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,10/4/17 0:00,5:30:00,RICHMOND,NONE,GOLDEN GATE AV / ROSELYN TR,37.77731888,-122.4495718
176254488,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,10/5/17 0:00,19:15:00,SOUTHERN,NONE,800 Block of BRYANT ST,37.77542071,-122.4034048
176254563,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,8/29/17 0:00,16:30:00,INGLESIDE,NONE,5200 Block of DIAMONDHEIGHTS BL,37.74427748,-122.4390659
176254808,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,10/6/17 0:00,19:00:00,CENTRAL,NONE,POLK ST / BEACH ST,37.80622143,-122.4238488
176254814,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,10/7/17 0:00,1:30:00,CENTRAL,NONE,BEACH ST / HYDE ST,37.80665678,-122.4205641
176255191,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,10/7/17 0:00,19:10:00,CENTRAL,NONE,2200 Block of STOCKTON ST,37.80651288,-122.4103376
176255743,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,9/24/17 0:00,12:00:00,NORTHERN,NONE,GROVE ST / GOUGH ST,37.77781574,-122.4231684
176256014,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,10/7/17 0:00,8:00:00,NORTHERN,NONE,700 Block of GOLDEN GATE AV,37.78076856,-122.4229356
176256020,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,10/7/17 0:00,9:50:00,NORTHERN,NONE,600 Block of MCALLISTER ST,37.77972558,-122.422721
176256111,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,10/8/17 0:00,0:01:00,TARAVAL,NONE,1200 Block of 20TH AV,37.76443578,-122.4783256
176256199,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,10/8/17 0:00,0:10:00,CENTRAL,NONE,1200 Block of JACKSON ST,37.79493493,-122.415676
176256337,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,10/9/17 0:00,9:00:00,NORTHERN,NONE,2000 Block of GREENWICH ST,37.79931744,-122.4334293
176258311,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,9/21/17 0:00,22:01:00,SOUTHERN,NONE,1700 Block of MARKET ST,37.77269482,-122.4221883
176258418,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,10/9/17 0:00,8:00:00,NORTHERN,NONE,PINE ST / LAGUNA ST,37.78857545,-122.4287152
176258753,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,10/3/17 0:00,8:10:00,RICHMOND,NONE,1000 Block of POINTLOBOS AV,37.77846922,-122.5136421
176258872,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,9/28/17 0:00,4:00:00,RICHMOND,NONE,500 Block of 46TH AV,37.77808014,-122.5072313
176259074,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,10/4/17 0:00,19:00:00,RICHMOND,NONE,CLEMENT ST / 9TH AV,37.78280117,-122.4676302
176259159,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,10/4/17 0:00,19:00:00,SOUTHERN,NONE,BRANNAN ST / 3RD ST,37.78009053,-122.3943045
176259165,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,10/4/17 0:00,19:00:00,SOUTHERN,NONE,HAWTHORNE ST / HARRISON ST,37.78344043,-122.3962658
176259256,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,10/4/17 0:00,19:30:00,SOUTHERN,NONE,HARRISON ST / 11TH ST,37.77063059,-122.4124833
176260106,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,10/6/17 0:00,0:01:00,RICHMOND,NONE,FULTON ST / 46TH AV,37.77153959,-122.5066855
176260134,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,10/7/17 0:00,15:00:00,RICHMOND,NONE,46TH AV / FULTON ST,37.77153959,-122.5066855
176260219,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,10/8/17 0:00,19:15:00,RICHMOND,NONE,1000 Block of POINTLOBOS AV,37.77846922,-122.5136421
176260275,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,10/3/17 0:00,23:00:00,SOUTHERN,NONE,HOWARD ST / 6TH ST,37.77973763,-122.407163
176263003,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,10/14/17 0:00,17:00:00,PARK,NONE,HAYES ST / SCOTT ST,37.77520551,-122.4361303
176263401,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,10/1/17 0:00,18:15:00,NORTHERN,NONE,900 Block of GROVE ST,37.77659866,-122.4322113
176264744,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,10/15/17 0:00,23:00:00,CENTRAL,NONE,PINE ST / MASON ST,37.79088068,-122.4106268
176265037,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,9/28/17 0:00,13:00:00,CENTRAL,NONE,BEACH ST / LARKIN ST,37.80643511,-122.4221994
176265059,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,10/16/17 0:00,23:15:00,CENTRAL,NONE,BEACH ST / TAYLOR ST,37.8072756,-122.4156188
176266063,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,10/19/17 0:00,15:15:00,CENTRAL,NONE,700 Block of VALLEJO ST,37.79850835,-122.4097917
176266110,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,10/19/17 0:00,19:15:00,CENTRAL,NONE,THE EMBARCADERONORTH ST / WASHINGTON ST,37.7966653,-122.3953297
176266217,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,8/6/17 0:00,12:30:00,SOUTHERN,NONE,800 Block of BRYANT ST,37.77542071,-122.4034048
176267083,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,9/11/17 0:00,23:00:00,BAYVIEW,NONE,CRISP RD / PALOU AV,37.72778782,-122.3799952
176267306,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,9/15/17 0:00,19:05:00,BAYVIEW,NONE,300 Block of MISSOURI ST,37.76192361,-122.3965338
176267710,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,9/24/17 0:00,23:00:00,BAYVIEW,NONE,BACON ST / UNIVERSITY ST,37.7250541,-122.4134685
176267889,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,9/24/17 0:00,23:30:00,BAYVIEW,NONE,BACON ST / SAN BRUNO AV,37.7276341,-122.4035953
176268263,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,10/5/17 0:00,0:01:00,BAYVIEW,NONE,PHELPS ST / KIRKWOOD AV,37.73922876,-122.3918343
176268279,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,10/6/17 0:00,17:00:00,BAYVIEW,NONE,400 Block of BAY SHORE BL,37.73940125,-122.4068443
176268291,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,10/7/17 0:00,9:15:00,BAYVIEW,NONE,2300 Block of SAN BRUNO AV,37.73267812,-122.4058214
