GEOID,county,state,tract,medincome,rent,tpop,pnewh,medhval,pwht,pblk,pasn,phsp,region
6073009506,San Diego County,California,Census Tract 95.06,104708,2192,4316,0,4.63E+05,0.667516219,0.032900834,0.12094532,0.131139944,Southern California
6073009507,San Diego County,California,Census Tract 95.07,88333,1857,3498,0,559700,0.632075472,0.0485992,0.085191538,0.192681532,Southern California
6073009509,San Diego County,California,Census Tract 95.09,77178,1963,4018,0.181981174,586300,0.548780488,0.017670483,0.218018915,0.115978099,Southern California
6073009510,San Diego County,California,Census Tract 95.10,50913,2274,4780,0.049923195,478691.6305,0.49874477,0.121548117,0.030962343,0.236820084,Southern California
6073009511,San Diego County,California,Census Tract 95.11,61129,2254,4418,0.083725306,478691.6305,0.5943866,0.084200996,0.026482571,0.231326392,Southern California
6073009602,San Diego County,California,Census Tract 96.02,68510,1616,3870,0.045506257,424700,0.690956072,0.045994832,0.061498708,0.145219638,Southern California
6073009603,San Diego County,California,Census Tract 96.03,52721,1358,5097,0,247400,0.475181479,0.120659211,0.119874436,0.236413577,Southern California
6073009604,San Diego County,California,Census Tract 96.04,72969,1320,3767,0.021798365,463500,0.552163525,0.04512875,0.08866472,0.277940005,Southern California
6073009703,San Diego County,California,Census Tract 97.03,85288,2120,3490,0.004961021,469700,0.718051576,0.03495702,0.058166189,0.161604585,Southern California
6073009704,San Diego County,California,Census Tract 97.04,96212,1578,5817,0.089128697,521600,0.683685749,0.048306687,0.121712223,0.122743682,Southern California
6073009705,San Diego County,California,Census Tract 97.05,97986,1521,3833,0.04,581400,0.693712497,0.035220454,0.063135925,0.18888599,Southern California
6073009706,San Diego County,California,Census Tract 97.06,107653,1580,7260,0.005733558,663600,0.673553719,0.035123967,0.042011019,0.219559229,Southern California
6073009801,San Diego County,California,Census Tract 98.01,79727,1626,5130,0.028837622,458400,0.781091618,0.00877193,0.055555556,0.128460039,Southern California
6073009802,San Diego County,California,Census Tract 98.02,69375,1574,6352,0,430300,0.613507557,0.053369018,0.094615869,0.196473552,Southern California
6073009804,San Diego County,California,Census Tract 98.04,88611,2200,4630,0,462800,0.718142549,0.012526998,0.020518359,0.241036717,Southern California
6073009805,San Diego County,California,Census Tract 98.05,75883,1481,4833,0,520100,0.738671633,0.021725636,0.052141527,0.133664391,Southern California
6073009901,San Diego County,California,Census Tract 99.01,71757.55556,1566.673139,808,0,478691.6305,0.444306931,0.198019802,0.066831683,0.253712871,Southern California
6073009902,San Diego County,California,Census Tract 99.02,71757.55556,1566.673139,0,0.103388173,478691.6305,0.480439652,0.046976234,0.103108871,0.329123099,Southern California
6073010001,San Diego County,California,Census Tract 100.01,63962,1715,3597,0.0221843,335400,0.142896858,0.005560189,0.160967473,0.650542118,Southern California
6073010003,San Diego County,California,Census Tract 100.03,70313,1277,6390,0,3.12E+05,0.086697966,0.036619718,0.132081377,0.673865415,Southern California
6073010004,San Diego County,California,Census Tract 100.04,55860,1560,4654,0,270800,0.093897722,0.051353674,0.120756339,0.723463687,Southern California
6073010005,San Diego County,California,Census Tract 100.05,30686,749,7939,0.08834766,323100,0.033127598,0.002393249,0.029348784,0.926313138,Southern California
6073010009,San Diego County,California,Census Tract 100.09,41543,1085,7173,0.141603277,355300,0.029555277,0.010316465,0.006691761,0.950369441,Southern California
6073010010,San Diego County,California,Census Tract 100.10,45691,1128,5764,0.020011117,213500,0.109646079,0.026023595,0.118320611,0.724843858,Southern California
6073010011,San Diego County,California,Census Tract 100.11,65682,1360,4238,0,297600,0.089428976,0.048843794,0.128598395,0.699858424,Southern California
6073010012,San Diego County,California,Census Tract 100.12,37538,1146,5229,0.047191011,281600,0.013004399,0.005545993,0.004589788,0.967106521,Southern California
6073010013,San Diego County,California,Census Tract 100.13,33482,984,5844,0.050847458,282500,0.00513347,0.005817933,0.008042437,0.975359343,Southern California
6073010014,San Diego County,California,Census Tract 100.14,93053,1869,20851,0.862771435,436800,0.162917846,0.100426838,0.198072035,0.507313798,Southern California
6073010015,San Diego County,California,Census Tract 100.15,89145,1152,2872,0.603042877,417200,0.047005571,0.055710306,0.030640669,0.850278552,Southern California
6073010103,San Diego County,California,Census Tract 101.03,38730,1096,6574,0.093513514,160200,0.138576209,0.053087922,0.013994524,0.749315485,Southern California
6073010104,San Diego County,California,Census Tract 101.04,61210,1812,3625,0,3.26E+05,0.279172414,0.071448276,0.089931034,0.559448276,Southern California
6073010106,San Diego County,California,Census Tract 101.06,42696,1012,6369,0.049068323,189800,0.073480923,0.005652379,0.023080546,0.881614068,Southern California
6073010107,San Diego County,California,Census Tract 101.07,59242,1209,6864,0.095136291,279200,0.109994172,0.025058275,0.11261655,0.725378788,Southern California
6073010109,San Diego County,California,Census Tract 101.09,75807,1419,5016,0.009917355,324700,0.085326954,0.023325359,0.12699362,0.731858054,Southern California
6073010110,San Diego County,California,Census Tract 101.10,49159,1193,8674,0.070609003,309400,0.098685727,0.009107678,0.162439474,0.685151026,Southern California
6073010111,San Diego County,California,Census Tract 101.11,41008,1113,3488,0.123515439,325200,0.078555046,0.018635321,0.020928899,0.877580275,Southern California
6073010112,San Diego County,California,Census Tract 101.12,40278,1293,4979,0.176429568,137200,0.067885117,0.024302069,0.02209279,0.873468568,Southern California
6073010200,San Diego County,California,Census Tract 102,57670,1382,6332,0.053198887,430600,0.497473152,0.029058749,0.061749842,0.353600758,Southern California
6073010300,San Diego County,California,Census Tract 103,52188,1398,4852,0.036991369,372800,0.401483924,0.022464963,0.160346249,0.395507007,Southern California
6073010401,San Diego County,California,Census Tract 104.01,47750,1209,2513,0.073671498,3.18E+05,0.332670115,0.054118583,0.052924791,0.474333466,Southern California
6073010402,San Diego County,California,Census Tract 104.02,42383,1159,6063,0.034107761,360500,0.167243939,0.032492166,0.085601188,0.673428996,Southern California
6073010501,San Diego County,California,Census Tract 105.01,51538,1262,1466,0.021922428,396400,0.548431105,0,0.030695771,0.355388813,Southern California
6073010502,San Diego County,California,Census Tract 105.02,41015,1209,5891,0.050470064,334400,0.181632999,0.044983874,0.080291971,0.644203022,Southern California
6073010601,San Diego County,California,Census Tract 106.01,114102,3501,2623,0.008534851,1053300,0.654593976,0.010293557,0.023255814,0.261913839,Southern California
6073010800,San Diego County,California,Census Tract 108,93952,2063,2760,0.082047686,1069100,0.917753623,0,0.02826087,0.016304348,Southern California
6073010900,San Diego County,California,Census Tract 109,106520,2214,2063,0.090725806,1744200,0.85070286,0.006786234,0.01987397,0.09936985,Southern California
6073011000,San Diego County,California,Census Tract 110,80417,1966,3646,0.083148559,1.27E+06,0.778661547,0.001645639,0.019473396,0.176083379,Southern California
6073011100,San Diego County,California,Census Tract 111,81625,1799,4627,0.112482202,1239500,0.785390102,0.005619192,0.031121677,0.127944673,Southern California
6073011300,San Diego County,California,Census Tract 113,143906,3213,2913,0,478691.6305,0.511500172,0.207689667,0.054239616,0.205286646,Southern California
6073011601,San Diego County,California,Census Tract 116.01,33563,966,5687,0.04446915,261900,0.027958502,0.02901354,0.074907684,0.845612801,Southern California
6073011602,San Diego County,California,Census Tract 116.02,36005,1042,3660,0.03219697,248800,0.114754098,0.044535519,0.037704918,0.789617486,Southern California
6073011700,San Diego County,California,Census Tract 117,28792,888,6501,0.144659046,346500,0.065220735,0.012151977,0.326411321,0.59206276,Southern California
6073011801,San Diego County,California,Census Tract 118.01,35613,1004,3770,0.020609319,2.83E+05,0.106100796,0.039257294,0.127320955,0.704509284,Southern California
6073011802,San Diego County,California,Census Tract 118.02,38358,1094,7688,0.092882383,309200,0.047996878,0.02471384,0.133324662,0.777445369,Southern California
6073011902,San Diego County,California,Census Tract 119.02,55417,2140,5631,0.272251309,327500,0.131592968,0.046172971,0.225182028,0.574675901,Southern California
6073012002,San Diego County,California,Census Tract 120.02,36106,826,3772,0.009197324,350400,0.041092259,0.027041357,0.508483563,0.395546129,Southern California
6073012003,San Diego County,California,Census Tract 120.03,54632,1153,3586,0.061505832,336100,0.0945343,0.020356944,0.214166202,0.660066927,Southern California
6073012101,San Diego County,California,Census Tract 121.01,44487,986,2517,0.025568182,366100,0.10965435,0.007151371,0.110448947,0.765593961,Southern California
6073012102,San Diego County,California,Census Tract 121.02,48155,1233,3915,0.012738854,273900,0.065900383,0.032439336,0.107279693,0.790293742,Southern California
6073012200,San Diego County,California,Census Tract 122,46304,1014,3410,0.11752361,283600,0.1228739,0.057184751,0.065982405,0.684164223,Southern California
6073012302,San Diego County,California,Census Tract 123.02,30250,935,1729,0.009708738,2.88E+05,0.246963563,0.01735107,0.034123771,0.683632157,Southern California
6073012303,San Diego County,California,Census Tract 123.03,43750,1415,3659,0.031978681,394300,0.253621208,0.050286964,0.084995901,0.575293796,Southern California
6073012304,San Diego County,California,Census Tract 123.04,51250,1257,3468,0.012837838,407100,0.339100346,0.010668973,0.034890427,0.610726644,Southern California
6073012401,San Diego County,California,Census Tract 124.01,40483,986,3867,0.036120401,268700,0.158779416,0.010602534,0.10318076,0.71450737,Southern California
6073012402,San Diego County,California,Census Tract 124.02,4.50E+04,1038,5357,0.019645424,337500,0.165017734,0.037147657,0.046294568,0.718125817,Southern California
6073012501,San Diego County,California,Census Tract 125.01,24688,1065,2876,0.05033557,22200,0.191933241,0.014951321,0.028859527,0.718011127,Southern California
6073012502,San Diego County,California,Census Tract 125.02,35214,992,4656,0.011682243,2.70E+04,0.090635739,0.042310997,0.04338488,0.807345361,Southern California
6073012600,San Diego County,California,Census Tract 126,45516,1275,4502,0.043213634,290100,0.156152821,0.003553976,0.055086628,0.778987117,Southern California
6073012700,San Diego County,California,Census Tract 127,35554,1034,5057,0.016823355,328800,0.132094127,0.032034803,0.032034803,0.788609848,Southern California
6073012800,San Diego County,California,Census Tract 128,47781,1074,3856,0.026755853,353500,0.28060166,0.050570539,0.041753112,0.621109959,Southern California
6073012900,San Diego County,California,Census Tract 129,64514,1431,3319,0.006717045,370400,0.270864718,0.022295872,0.067490208,0.612533896,Southern California
6073013000,San Diego County,California,Census Tract 130,49276,1186,6617,0.018208661,364600,0.201904186,0.056067704,0.066042013,0.648178933,Southern California
6073013102,San Diego County,California,Census Tract 131.02,51558,1355,6829,0.029299363,343100,0.157416899,0.043198126,0.076731586,0.72265339,Southern California
6073013103,San Diego County,California,Census Tract 131.03,44599,1363,2725,0.103316327,46100,0.124036697,0.026422018,0.042568807,0.790091743,Southern California
6073013104,San Diego County,California,Census Tract 131.04,41359,1141,5970,0.01754386,330400,0.114237856,0.019262982,0.018257956,0.834505863,Southern California
6073013203,San Diego County,California,Census Tract 132.03,25969,985,7276,0.004327131,347100,0.05057724,0.021302914,0.036970863,0.878779549,Southern California
6073013204,San Diego County,California,Census Tract 132.04,34545,1173,3989,0.048679868,78100,0.047630985,0.001253447,0.042867887,0.908247681,Southern California
6073013205,San Diego County,California,Census Tract 132.05,30444,1147,2392,0.041728763,172900,0.030518395,0.012959866,0.005016722,0.93729097,Southern California
6073013206,San Diego County,California,Census Tract 132.06,36691,980,7202,0.110766847,62300,0.080255485,0.026520411,0.061788392,0.829491808,Southern California
6073013301,San Diego County,California,Census Tract 133.01,73351,1477,5228,0.004878049,343500,0.340665647,0.007459832,0.069816373,0.568668707,Southern California
6073013302,San Diego County,California,Census Tract 133.02,64082,1820,5055,0.011251758,354900,0.233036597,0.030069238,0.073590504,0.661127596,Southern California
6073013303,San Diego County,California,Census Tract 133.03,66563,1570,5196,0.010178117,277100,0.173402617,0.022902232,0.033294842,0.753656659,Southern California
6073013306,San Diego County,California,Census Tract 133.06,56667,1654,4255,0,347100,0.183783784,0.059929495,0.123854289,0.624676851,Southern California
6073013307,San Diego County,California,Census Tract 133.07,65046,1655,4419,0.013100437,325300,0.144376556,0.035302105,0.065399412,0.739986422,Southern California
6073013308,San Diego County,California,Census Tract 133.08,62989,1616,3765,0,225600,0.075697211,0.048605578,0.07250996,0.786719788,Southern California
6073013309,San Diego County,California,Census Tract 133.09,83717,1909,7212,0.084995252,402500,0.232113145,0.027176927,0.142956184,0.510399334,Southern California
6073013310,San Diego County,California,Census Tract 133.10,75173,1733,28861,0.660609418,439600,0.136655002,0.056200409,0.315061848,0.456740931,Southern California
6073013311,San Diego County,California,Census Tract 133.11,107760,2225,11264,0.3595215,427200,0.193448153,0.054509943,0.22709517,0.473544034,Southern California
6073013312,San Diego County,California,Census Tract 133.12,61071,1688,2831,0.007050529,2.87E+05,0.158954433,0.040268456,0.067467326,0.708583539,Southern California
6073013313,San Diego County,California,Census Tract 133.13,104872,2267,14371,0.80125523,429600,0.148841417,0.077447638,0.346879132,0.370816227,Southern California
6073013314,San Diego County,California,Census Tract 133.14,103993,2019,19151,0.895170563,442300,0.169808365,0.060362383,0.195290063,0.495483265,Southern California
6073013401,San Diego County,California,Census Tract 134.01,78813,1942,4199,0.015364061,4.09E+05,0.342462491,0.00857347,0.055727554,0.576565849,Southern California
6073013409,San Diego County,California,Census Tract 134.09,80946,1695,5438,0.008167432,4.29E+05,0.270319971,0.024825303,0.098933431,0.564361898,Southern California
6073013410,San Diego County,California,Census Tract 134.10,123250,2257,8159,0.472300849,519200,0.253707562,0.065694325,0.21632553,0.41414389,Southern California
6073013411,San Diego County,California,Census Tract 134.11,91048,2253,5258,0.009642655,5.92E+05,0.408330164,0.003423355,0.150057056,0.39958159,Southern California
6073013412,San Diego County,California,Census Tract 134.12,86164,1738,4848,0.023972603,526600,0.297029703,0.024546205,0.125206271,0.475453795,Southern California
6073013414,San Diego County,California,Census Tract 134.14,97483,2098,7766,0.064640411,454100,0.382951326,0.0172547,0.182333247,0.372263714,Southern California
6073013415,San Diego County,California,Census Tract 134.15,85385,2254,1436,0.010810811,354200,0.358635097,0.050835655,0.086350975,0.483286908,Southern California
6073013416,San Diego County,California,Census Tract 134.16,88620,1808,3761,0.021423106,471700,0.316139325,0.087210848,0.110342994,0.442967296,Southern California
6073013417,San Diego County,California,Census Tract 134.17,122875,2500,2227,0.013867488,543500,0.330938482,0.07453974,0.119443197,0.444993264,Southern California
6073013418,San Diego County,California,Census Tract 134.18,78480,1789,6124,0.051282051,347600,0.207870673,0.060581319,0.12295885,0.553723057,Southern California
6073013419,San Diego County,California,Census Tract 134.19,105542,2065,8331,0.715218278,466600,0.196014884,0.037690553,0.17224823,0.493218101,Southern California
6073013420,San Diego County,California,Census Tract 134.20,83411,1817,3599,0.056074766,463300,0.190330647,0.129758266,0.294804112,0.362045013,Southern California
6073013421,San Diego County,California,Census Tract 134.21,97905,1971,4748,0.045514512,456900,0.219460826,0.037700084,0.211036226,0.484625105,Southern California
6073013503,San Diego County,California,Census Tract 135.03,53030,1184,5822,0.026914153,381600,0.448299553,0.10391618,0.031260735,0.313809687,Southern California
6073013504,San Diego County,California,Census Tract 135.04,82426,1813,3671,0.21353747,3.87E+05,0.421683465,0.11686189,0.133206211,0.29338055,Southern California
6073013505,San Diego County,California,Census Tract 135.05,53906,1639,4840,0.020717534,370900,0.488016529,0.110743802,0.078719008,0.282438017,Southern California
6073013506,San Diego County,California,Census Tract 135.06,67232,1623,4280,0.357026144,392300,0.402336449,0.111448598,0.045560748,0.390420561,Southern California
6073013601,San Diego County,California,Census Tract 136.01,74779,1256,5229,0.03046683,508600,0.551921974,0.091413272,0.020654045,0.294893861,Southern California
6073013604,San Diego County,California,Census Tract 136.04,74189,1652,6341,0.03975265,463200,0.679545813,0.056457972,0.017662829,0.198706829,Southern California
6073013605,San Diego County,California,Census Tract 136.05,101573,1558,6680,0.037552156,609400,0.688772455,0.008682635,0,0.244311377,Southern California
6073013606,San Diego County,California,Census Tract 136.06,71127,1667,6971,0.172088143,372700,0.605221632,0.031702769,0.055946062,0.240424616,Southern California
6073013701,San Diego County,California,Census Tract 137.01,83828,1300,2378,0.034820457,561500,0.713204373,0.011354079,0.043313709,0.193019344,Southern California
6073013702,San Diego County,California,Census Tract 137.02,55357,1131,5646,0.015786609,443500,0.266560397,0.187035069,0.027453064,0.432164364,Southern California
6073013801,San Diego County,California,Census Tract 138.01,62188,1287,4988,0.01856018,397800,0.472333601,0.068765036,0.060946271,0.364875702,Southern California
6073013802,San Diego County,California,Census Tract 138.02,46094,1398,3016,0.036697248,228100,0.273541114,0.122679045,0.043103448,0.49867374,Southern California
6073013903,San Diego County,California,Census Tract 139.03,64792,1672,4519,0.005621926,341400,0.319982297,0.108209781,0.134100465,0.40163753,Southern California
6073013905,San Diego County,California,Census Tract 139.05,81950,1934,3893,0.134630981,410900,0.375545852,0.187002312,0.09427177,0.300796301,Southern California
6073013906,San Diego County,California,Census Tract 139.06,44112,1213,5293,0.020262217,269900,0.316455696,0.172680899,0.035518609,0.409219724,Southern California
6073013907,San Diego County,California,Census Tract 139.07,43630,1068,4483,0.014275517,215600,0.092125809,0.060227526,0.022083426,0.820655811,Southern California
6073013908,San Diego County,California,Census Tract 139.08,64394,1135,4432,0.083626761,313600,0.189756318,0.060469314,0.199684116,0.516696751,Southern California
6073013909,San Diego County,California,Census Tract 139.09,59848,1428,4590,0.030734633,317100,0.25751634,0.076470588,0.079738562,0.553159041,Southern California
6073014001,San Diego County,California,Census Tract 140.01,65230,1267,4575,0.025236593,367100,0.400874317,0.104043716,0.070819672,0.373770492,Southern California
6073014002,San Diego County,California,Census Tract 140.02,75811,1131,4541,0.033018868,358600,0.302136093,0.100858842,0.104382295,0.433384717,Southern California
6073014101,San Diego County,California,Census Tract 141.01,74350,1607,3886,0,339700,0.410705095,0.070509521,0.022130726,0.47117859,Southern California
6073014102,San Diego County,California,Census Tract 141.02,57955,1353,4017,0.007011394,342100,0.115758028,0.282300224,0.124968882,0.411750062,Southern California
6073014200,San Diego County,California,Census Tract 142,66513,1556,6283,0.013888889,339600,0.343466497,0.111570906,0.092949228,0.424160433,Southern California
6073014300,San Diego County,California,Census Tract 143,56372,1212,4046,0.015649452,335400,0.312160158,0.06623826,0.049678695,0.56623826,Southern California
6073014400,San Diego County,California,Census Tract 144,37267,1024,3928,0.063074097,478691.6305,0.160132383,0.244653768,0.020366599,0.485743381,Southern California
6073014500,San Diego County,California,Census Tract 145,52643,1244,4014,0.062283737,392500,0.369706029,0.174638764,0.07673144,0.307174888,Southern California
6073014601,San Diego County,California,Census Tract 146.01,4.10E+04,1005,4731,0,407700,0.531811456,0.066370746,0.028323822,0.262101036,Southern California
6073014602,San Diego County,California,Census Tract 146.02,78813,1413,4975,0.132743363,575700,0.549346734,0.124623116,0.07798995,0.19798995,Southern California
6073014700,San Diego County,California,Census Tract 147,61712,1410,8044,0.08436019,414400,0.565141721,0.066011934,0.098582795,0.237817006,Southern California
6073014803,San Diego County,California,Census Tract 148.03,52716,1344,5096,0.008997955,390100,0.505690738,0.002747253,0.057496075,0.392857143,Southern California
6073014804,San Diego County,California,Census Tract 148.04,61555,1319,3900,0.006698565,400400,0.712820513,0.05025641,0.032564103,0.160512821,Southern California
6073014805,San Diego County,California,Census Tract 148.05,51946,1358,4405,0.037487829,339100,0.590238365,0.04676504,0.038592509,0.25584563,Southern California
6073014806,San Diego County,California,Census Tract 148.06,41627,1123,2737,0.098410295,478691.6305,0.534526854,0.080745342,0.009864815,0.337230544,Southern California
6073014901,San Diego County,California,Census Tract 149.01,54110,1304,4606,0.020277481,530200,0.575553626,0.095527573,0.01150673,0.248805905,Southern California
6073014902,San Diego County,California,Census Tract 149.02,51643,1046,3537,0,459200,0.549901046,0.088493073,0.022618038,0.29544812,Southern California
6073015000,San Diego County,California,Census Tract 150,59800,1638,6489,0.310621943,388100,0.520881492,0.073509015,0.107258437,0.239173987,Southern California
6073015100,San Diego County,California,Census Tract 151,65185,1421,4973,0.01693176,418900,0.624773778,0.074602855,0.018902071,0.228232455,Southern California
6073015200,San Diego County,California,Census Tract 152,90375,1544,3734,0.038334435,610500,0.766202464,0.024102839,0.003213712,0.136047134,Southern California
6073015301,San Diego County,California,Census Tract 153.01,49022,1169,3148,0.077380952,3.28E+05,0.586721728,0.074968234,0.061626429,0.200127065,Southern California
6073015302,San Diego County,California,Census Tract 153.02,84674,1461,3991,0.065677966,434800,0.707090955,0.021548484,0.068905036,0.183663242,Southern California
6073015403,San Diego County,California,Census Tract 154.03,101106,2083,2680,0.023945268,638200,0.856343284,0.004477612,0.010447761,0.071268657,Southern California
6073015404,San Diego County,California,Census Tract 154.04,48968,1262,8349,0.070752932,409600,0.647981794,0.039885016,0.060486286,0.207449994,Southern California
6073015405,San Diego County,California,Census Tract 154.05,94583,1338,5661,0.100152517,532600,0.759583113,0.005829359,0.013601837,0.187599364,Southern California
6073015406,San Diego County,California,Census Tract 154.06,108258,1795,2714,0.192307692,651800,0.70375829,0.04568902,0.065954311,0.096168018,Southern California
6073015501,San Diego County,California,Census Tract 155.01,71192,1379,5102,0.154285714,333900,0.727165817,0,0.025088201,0.194041552,Southern California
6073015502,San Diego County,California,Census Tract 155.02,90227,1934,2849,0.224371373,472400,0.676728677,0.001755002,0.013689014,0.241839242,Southern California
6073015601,San Diego County,California,Census Tract 156.01,50045,1160,6169,0.054636591,324800,0.562976171,0.025287729,0.009563949,0.337980224,Southern California
6073015602,San Diego County,California,Census Tract 156.02,111726,2382,2305,0.055412371,5.57E+05,0.769197397,0.004338395,0.037744035,0.164425163,Southern California
6073015701,San Diego County,California,Census Tract 157.01,33440,1055,6498,0.1271809,18200,0.332409972,0.112342259,0.048322561,0.436134195,Southern California
6073015703,San Diego County,California,Census Tract 157.03,23308,1016,6792,0.021673169,478691.6305,0.612338045,0.0643404,0.011189635,0.230712603,Southern California
6073015704,San Diego County,California,Census Tract 157.04,4.10E+04,1144,4113,0.009572901,311300,0.486992463,0.071480671,0.044006808,0.360564065,Southern California
6073015801,San Diego County,California,Census Tract 158.01,32823,974,3421,0.074877537,363800,0.36042093,0.095586086,0.059339374,0.402513885,Southern California
6073015802,San Diego County,California,Census Tract 158.02,31599,1145,5039,0.021276596,327200,0.546338559,0.064298472,0.039888867,0.319507839,Southern California
6073015901,San Diego County,California,Census Tract 159.01,37627,1070,3646,0.016048144,478691.6305,0.306363138,0.071311026,0.017553483,0.552111903,Southern California
6073015902,San Diego County,California,Census Tract 159.02,42104,1046,5319,0.032221594,348400,0.491257755,0.071442,0.073134048,0.314344802,Southern California
6073016000,San Diego County,California,Census Tract 160,66850,1227,2415,0.017486339,467300,0.525465839,0.036438923,0.058799172,0.289855072,Southern California
6073016100,San Diego County,California,Census Tract 161,67014,1542,6333,0.013995485,489200,0.695405021,0.039791568,0.009789989,0.130112111,Southern California
6073016201,San Diego County,California,Census Tract 162.01,96810,1440,5572,0.016525024,506300,0.780150754,0.025125628,0.034816942,0.118628859,Southern California
6073016202,San Diego County,California,Census Tract 162.02,38625,1210,3367,0.055555556,171200,0.573804574,0.08999109,0.031482031,0.231957232,Southern California
6073016301,San Diego County,California,Census Tract 163.01,36359,1103,5225,0.077348066,309200,0.488803828,0.088229665,0.00861244,0.35138756,Southern California
6073016302,San Diego County,California,Census Tract 163.02,40331,1178,5935,0.017281106,324100,0.485593934,0.080370682,0.035888795,0.362257793,Southern California
6073016401,San Diego County,California,Census Tract 164.01,61705,1456,5229,0.120121951,387100,0.687703194,0.013769363,0.021419009,0.220692293,Southern California
6073016402,San Diego County,California,Census Tract 164.02,52742,1023,8239,0.023103581,430100,0.595096492,0.03592669,0.029372497,0.282558563,Southern California
6073016502,San Diego County,California,Census Tract 165.02,34132,1241,7268,0.029411765,336800,0.546917997,0.018849752,0.019124931,0.305586131,Southern California
6073016503,San Diego County,California,Census Tract 165.03,57581,1396,2961,0.079828326,270800,0.556568727,0.108747045,0.012495778,0.250253293,Southern California
6073016504,San Diego County,California,Census Tract 165.04,39962,1228,7507,0.071314741,478691.6305,0.396829626,0.084987345,0.038497402,0.433462102,Southern California
6073016605,San Diego County,California,Census Tract 166.05,62256,1390,7296,0.074380165,204800,0.707510965,0.02535636,0.044407895,0.187225877,Southern California
6073016606,San Diego County,California,Census Tract 166.06,90398,1227,4066,0.135113904,362600,0.676094442,0.002213478,0.074274471,0.182734875,Southern California
6073016607,San Diego County,California,Census Tract 166.07,72074,1443,6513,0.064611486,412700,0.765085214,0.012897282,0.039766621,0.142944879,Southern California
6073016608,San Diego County,California,Census Tract 166.08,100952,2250,2647,0.026699029,421200,0.806951266,0.004533434,0.014733661,0.116735927,Southern California
6073016609,San Diego County,California,Census Tract 166.09,84656,1386,5335,0.025784753,388500,0.755763824,0.012746017,0.02099344,0.178256795,Southern California
6073016610,San Diego County,California,Census Tract 166.10,68750,1513,4050,0.011401744,342200,0.7,0.018765432,0.050617284,0.155555556,Southern California
6073016612,San Diego County,California,Census Tract 166.12,96850,2063,5912,0,394500,0.707205683,0.005074425,0.029769959,0.213802436,Southern California
6073016613,San Diego County,California,Census Tract 166.13,91838,1314,1903,0.041666667,397400,0.734629532,0.01208618,0.084603258,0.135575407,Southern California
6073016614,San Diego County,California,Census Tract 166.14,87838,1712,4044,0.052052786,378300,0.754203759,0.005440158,0.041048467,0.137982196,Southern California
6073016615,San Diego County,California,Census Tract 166.15,83750,1678,3951,0.236263736,379200,0.622120982,0.043533283,0.046064288,0.23158694,Southern California
6073016616,San Diego County,California,Census Tract 166.16,59398,1594,4159,0.082481254,383500,0.696802116,0.022601587,0.036306805,0.200769416,Southern California
6073016617,San Diego County,California,Census Tract 166.17,52788,1268,3408,0.193320488,255600,0.680457746,0.031690141,0.01379108,0.206279343,Southern California
6073016701,San Diego County,California,Census Tract 167.01,80076,1432,9856,0.266776226,374700,0.690848214,0.031047078,0.037844968,0.170961851,Southern California
6073016702,San Diego County,California,Census Tract 167.02,58771,1155,7268,0.073145246,331300,0.719455146,0.022151899,0.011832691,0.200192625,Southern California
6073016802,San Diego County,California,Census Tract 168.02,63923,1320,7238,0.191466475,3.29E+05,0.888090633,0.004559271,0.003730312,0.085935341,Southern California
6073016804,San Diego County,California,Census Tract 168.04,51852,1092,7451,0.006581353,365100,0.675479801,0.017447323,0.016776272,0.243054624,Southern California
6073016806,San Diego County,California,Census Tract 168.06,42288,1294,4648,0.18067505,278700,0.664156627,0.021729776,0.012048193,0.27904475,Southern California
6073016807,San Diego County,California,Census Tract 168.07,69375,1655,7055,0.0512717,388500,0.796031184,0.001842665,0.036569809,0.12303331,Southern California
6073016809,San Diego County,California,Census Tract 168.09,83450,1857,5408,0.075451066,3.77E+05,0.754252959,0.013128698,0.029215976,0.13239645,Southern California
6073016810,San Diego County,California,Census Tract 168.10,88750,1740,2976,0.026002167,391200,0.835349462,0.009744624,0.022849462,0.101478495,Southern California
6073016811,San Diego County,California,Census Tract 168.11,65472,1808,4307,0.165775401,348100,0.685860228,0.008126306,0.012537729,0.264453216,Southern California
6073016901,San Diego County,California,Census Tract 169.01,81194,1587,6796,0.123564356,412400,0.690553267,0.068128311,0.047822248,0.130959388,Southern California
6073016902,San Diego County,California,Census Tract 169.02,89327,1613,2591,0.27783903,447200,0.634118101,0.011578541,0.010420687,0.162099575,Southern California
6073017006,San Diego County,California,Census Tract 170.06,114236,1830,2848,0.050141911,661800,0.760182584,0,0.143609551,0.066713483,Southern California
6073017009,San Diego County,California,Census Tract 170.09,77969,1356,4068,0.160583942,432900,0.55653884,0.016715831,0.093166175,0.29252704,Southern California
6073017010,San Diego County,California,Census Tract 170.10,113690,1942,3204,0.02992278,514600,0.668539326,0.027777778,0.107990012,0.140761548,Southern California
6073017014,San Diego County,California,Census Tract 170.14,47760,1632,2447,0.004186603,4.01E+05,0.898242746,0,0.051900286,0.043727013,Southern California
6073017015,San Diego County,California,Census Tract 170.15,90267,1826,7818,0.027950311,521300,0.635968278,0.042721924,0.137759018,0.115374776,Southern California
6073017018,San Diego County,California,Census Tract 170.18,64148,1418,4802,0.054126474,258300,0.376718034,0.039358601,0.316534777,0.151187005,Southern California
