GEOID,county,state,tract,medincome,rent,tpop,pnewh,medhval,pwht,pblk,pasn,phsp,region
6007003400,Butte County,California,Census Tract 34,48171,655,2966,0.061792863,238800,0.532703978,0.005731625,0.040795684,0.381321645,Other California
6007003501,Butte County,California,Census Tract 35.01,51726,881,3316,0.19389313,188500,0.578106152,0.004221954,0.037092883,0.340168878,Other California
6007003502,Butte County,California,Census Tract 35.02,38527,773,4684,0.103354978,152400,0.459009394,0,0.023057216,0.498719044,Other California
6007003600,Butte County,California,Census Tract 36,53417,937,3472,0.061797753,168600,0.589861751,0.002016129,0.009792627,0.324020737,Other California
6007003700,Butte County,California,Census Tract 37,31952,1012,4557,0.148230088,143100,0.651525126,0,0.154707044,0.130348914,Other California
6009000120,Calaveras County,California,Census Tract 1.20,68036,1521,4944,0.431662459,246900,0.862661812,0.002427184,0.015372168,0.10881877,Other California
6009000121,Calaveras County,California,Census Tract 1.21,51588,825,4400,0.270670148,266900,0.849545455,0,0.004772727,0.114545455,Other California
6009000122,Calaveras County,California,Census Tract 1.22,39338,1148,3596,0.132961413,271500,0.853726363,0.006952169,0,0.115684093,Other California
6009000210,Calaveras County,California,Census Tract 2.10,77043,1408,10166,0.357938045,282900,0.7984458,0.001967342,0.014361597,0.141353531,Other California
6009000220,Calaveras County,California,Census Tract 2.20,55057,1648,6531,0.280121792,220600,0.729444189,0.017148982,0.009799418,0.147603736,Other California
6009000300,Calaveras County,California,Census Tract 3,41843,983,6504,0.13764213,240800,0.789052891,0.012761378,0.01599016,0.088714637,Other California
6009000400,Calaveras County,California,Census Tract 4,32558,805,3265,0.120313144,215900,0.892496172,0.001225115,0.002756508,0.057274119,Other California
6009000501,Calaveras County,California,Census Tract 5.01,51888,1190,3440,0.130465198,302300,0.891860465,0,0,0.104069767,Other California
6009000503,Calaveras County,California,Census Tract 5.03,63214,1125,1523,0.096087457,279300,0.923177938,0,0.015758372,0.028233749,Other California
6009000504,Calaveras County,California,Census Tract 5.04,34958,1183.666667,418,0.109927567,302300,0.916267943,0,0.009569378,0.009569378,Other California
6011000100,Colusa County,California,Census Tract 1,61781,903,5175,0.184713376,243100,0.306086957,0,0.006183575,0.673816425,Other California
6011000200,Colusa County,California,Census Tract 2,54722,862,4917,0.197807933,233200,0.39210901,0.012609315,0.019727476,0.538946512,Other California
6011000300,Colusa County,California,Census Tract 3,57864,1023,6226,0.283163265,172100,0.258753614,0.008833922,0.020558946,0.687761002,Other California
6011000400,Colusa County,California,Census Tract 4,49087,831,2346,0.06473029,165100,0.669224211,0.039215686,0,0.248081841,Other California
6011000500,Colusa County,California,Census Tract 5,50422,803,2697,0.039787798,191900,0.440489433,0.001112347,0.032999629,0.500556174,Other California
6013301000,Contra Costa County,California,Census Tract 3010,53750,1431,4844,0.204063986,310300,0.630470685,0.060074319,0.04087531,0.222956235,Bay Area
6013302005,Contra Costa County,California,Census Tract 3020.05,51186,1072,6695,0.215422277,249400,0.509634055,0.054070202,0.044062733,0.354144884,Bay Area
6013302006,Contra Costa County,California,Census Tract 3020.06,87869,1689,4101,0.025620496,284900,0.474030724,0.042184833,0.057790783,0.383077298,Bay Area
6013302007,Contra Costa County,California,Census Tract 3020.07,71023,1540,6840,0.197524988,298200,0.393274854,0.082309942,0.054385965,0.394883041,Bay Area
6013302008,Contra Costa County,California,Census Tract 3020.08,85597,1427,8352,0.564847943,348400,0.324113985,0.11302682,0.114463602,0.375,Bay Area
6013302009,Contra Costa County,California,Census Tract 3020.09,96814,2003,7137,0.393450635,331700,0.232030265,0.263275886,0.16603615,0.297043576,Bay Area
6013302010,Contra Costa County,California,Census Tract 3020.10,109093,2106,11161,0.414663462,364900,0.493862557,0.055192187,0.061822417,0.31054565,Bay Area
6013303102,Contra Costa County,California,Census Tract 3031.02,105821,1616,8901,0.720537428,480500,0.417818223,0.079766318,0.131108864,0.330861701,Bay Area
6013303103,Contra Costa County,California,Census Tract 3031.03,80373,1738,11879,0.481491345,360500,0.454415355,0.068187558,0.051856217,0.356258944,Bay Area
6013303201,Contra Costa County,California,Census Tract 3032.01,96442,1957,11455,0.46557072,386100,0.392143169,0.153208206,0.102487997,0.215102575,Bay Area
6013303202,Contra Costa County,California,Census Tract 3032.02,94788,1849,7137,0.377572449,407800,0.605016113,0.062911588,0.069496988,0.221381533,Bay Area
6013303203,Contra Costa County,California,Census Tract 3032.03,109150,2069,9445,0.63975984,488400,0.507040762,0.093065114,0.116146109,0.223928004,Bay Area
6013303204,Contra Costa County,California,Census Tract 3032.04,68718,1761,4668,0.118959108,332100,0.529562982,0.080976864,0.0218509,0.311268209,Bay Area
6013303205,Contra Costa County,California,Census Tract 3032.05,84306,2213,8431,0.489017341,399100,0.678329973,0.005811885,0.042106512,0.226307674,Bay Area
6013304001,Contra Costa County,California,Census Tract 3040.01,114306,2556,4375,0.901259112,541200,0.605942857,0.061485714,0.116342857,0.1536,Bay Area
6013304002,Contra Costa County,California,Census Tract 3040.02,57813,1097,1465,0.182178218,420300,0.60887372,0.010921502,0.006143345,0.368600683,Bay Area
6013304003,Contra Costa County,California,Census Tract 3040.03,88750,1965,3892,0.075801749,483800,0.757194245,0.019784173,0.069116136,0.128982528,Bay Area
6013304004,Contra Costa County,California,Census Tract 3040.04,106337,2207,3812,0.132734003,562500,0.774658972,0.003147954,0.049580273,0.124344176,Bay Area
6013304005,Contra Costa County,California,Census Tract 3040.05,110972,2248,7631,0.720069656,412200,0.639234701,0.060935657,0.03643035,0.187131438,Bay Area
6013305000,Contra Costa County,California,Census Tract 3050,47500,1088,6501,0.039285714,207500,0.267958776,0.189201661,0.027226581,0.464543916,Bay Area
6013306002,Contra Costa County,California,Census Tract 3060.02,70385,1333,3055,0.10808356,215700,0.498854337,0.066448445,0.043535188,0.363993453,Bay Area
6013306003,Contra Costa County,California,Census Tract 3060.03,49688,1199,5260,0.051351351,219100,0.383269962,0.131939163,0.042585551,0.371863118,Bay Area
6013306004,Contra Costa County,California,Census Tract 3060.04,62520,1389,3369,0.021060842,261300,0.363906204,0.239536955,0.021964975,0.331255565,Bay Area
6013307101,Contra Costa County,California,Census Tract 3071.01,68250,1409,4604,0.008387097,275100,0.459383145,0.128149435,0.060599479,0.302780191,Bay Area
6013307102,Contra Costa County,California,Census Tract 3071.02,42711,1228,5328,0.028898582,198500,0.23216967,0.083145646,0.028528529,0.633633634,Bay Area
6013307201,Contra Costa County,California,Census Tract 3072.01,45600,1042,3370,0.026913373,214800,0.31305638,0.053412463,0.082492582,0.437091988,Bay Area
6013307202,Contra Costa County,California,Census Tract 3072.02,27530,1057,4369,0.005501222,92100,0.159304189,0.317463951,0.046692607,0.379949645,Bay Area
6013307204,Contra Costa County,California,Census Tract 3072.04,55022,1650,3960,0.005079826,232700,0.366666667,0.108333333,0.024242424,0.463636364,Bay Area
6013307205,Contra Costa County,California,Census Tract 3072.05,50023,1305,6913,0.004382761,262600,0.258498481,0.226674382,0.108346593,0.378272819,Bay Area
6013308001,Contra Costa County,California,Census Tract 3080.01,63839,1544,6876,0.01183432,293300,0.561082024,0.050465387,0.068499127,0.289121582,Bay Area
6013308002,Contra Costa County,California,Census Tract 3080.02,92321,2064,4430,0.24513096,318300,0.318058691,0.156659142,0.230248307,0.232731377,Bay Area
6013309000,Contra Costa County,California,Census Tract 3090,68393,1190,3508,0.253271747,292200,0.192702395,0.40022805,0.053021665,0.314994299,Bay Area
6013310000,Contra Costa County,California,Census Tract 3100,51175,1263,6533,0.343578485,214700,0.12046533,0.17587632,0.048369815,0.600336752,Bay Area
6013311000,Contra Costa County,California,Census Tract 3110,50538,1353,5354,0.193818416,238100,0.119163242,0.249719836,0.153903623,0.391856556,Bay Area
6013312000,Contra Costa County,California,Census Tract 3120,33693,566,2373,0.027577938,233300,0.088074168,0.348082596,0.066582385,0.426464391,Bay Area
6013313101,Contra Costa County,California,Census Tract 3131.01,43717,1220,7137,0.128652887,243400,0.228387278,0.110410537,0.109429732,0.417542385,Bay Area
6013313102,Contra Costa County,California,Census Tract 3131.02,66076,1505,4015,0.1336863,301400,0.231880448,0.288169365,0.093648817,0.329265255,Bay Area
6013313103,Contra Costa County,California,Census Tract 3131.03,87332,1690,8228,0.338846012,329400,0.272970345,0.110476422,0.250486145,0.273699562,Bay Area
6013313203,Contra Costa County,California,Census Tract 3132.03,78188,1758,3197,0.062951496,2.98E+05,0.279949953,0.032217704,0.156083829,0.44260244,Bay Area
6013313204,Contra Costa County,California,Census Tract 3132.04,66286,1324,5189,0.059776536,298400,0.255347851,0.124686838,0.102331856,0.478512237,Bay Area
6013313205,Contra Costa County,California,Census Tract 3132.05,85069,1723,1777,0.017241379,239900,0.213843557,0.100168824,0.251547552,0.375914463,Bay Area
6013313206,Contra Costa County,California,Census Tract 3132.06,54179,1426,5768,0.037869822,230900,0.099687933,0.203536755,0.132108183,0.548370319,Bay Area
6013314102,Contra Costa County,California,Census Tract 3141.02,55698,1530,5580,0.107266436,188500,0.167204301,0.055017921,0.119354839,0.563082437,Bay Area
6013314103,Contra Costa County,California,Census Tract 3141.03,43212,1317,6154,0.060010911,214500,0.09441014,0.1559961,0.115697108,0.568573286,Bay Area
6013314104,Contra Costa County,California,Census Tract 3141.04,44804,1218,7817,0.097777778,123300,0.140079314,0.114110272,0.081616989,0.633746962,Bay Area
6013314200,Contra Costa County,California,Census Tract 3142,47440,1433,6971,0.025040827,160400,0.136422321,0.02682542,0.042605078,0.751829006,Bay Area
6013315000,Contra Costa County,California,Census Tract 3150,79732,1699,3502,0.044354839,302800,0.4486008,0.053112507,0.191033695,0.222444318,Bay Area
6013316000,Contra Costa County,California,Census Tract 3160,36563,937,964,0.028169014,344900,0.706431535,0.054979253,0.011410788,0.217842324,Bay Area
6013317000,Contra Costa County,California,Census Tract 3170,71548,1345,2425,0.028233151,356100,0.725773196,0.029690722,0.076701031,0.110515464,Bay Area
6013318000,Contra Costa County,California,Census Tract 3180,75221,1231,3402,0.022813688,4.28E+05,0.720164609,0.010582011,0.058201058,0.175485009,Bay Area
6013319000,Contra Costa County,California,Census Tract 3190,77695,1302,8160,0.016398421,370100,0.66495098,0.017401961,0.056985294,0.230759804,Bay Area
6013320001,Contra Costa County,California,Census Tract 3200.01,75438,1377,4247,0.084139985,315800,0.4492583,0.02919708,0.010124794,0.385919473,Bay Area
6013320003,Contra Costa County,California,Census Tract 3200.03,112161,2326,2825,0.069832402,492500,0.658053097,0.027256637,0.152920354,0.133097345,Bay Area
6013320004,Contra Costa County,California,Census Tract 3200.04,96455,1691,6562,0.147510296,427700,0.646449253,0.039164889,0.067967083,0.17479427,Bay Area
6013321101,Contra Costa County,California,Census Tract 3211.01,98234,1897,7325,0.043261868,456100,0.644914676,0.045460751,0.076723549,0.169556314,Bay Area
6013321102,Contra Costa County,California,Census Tract 3211.02,114242,2500,6827,0.014989293,525500,0.688149993,0.005566134,0.110150872,0.127288707,Bay Area
6013321103,Contra Costa County,California,Census Tract 3211.03,112669,1737,4325,0.016850974,537300,0.756531792,0.003699422,0.08,0.123236994,Bay Area
6013321200,Contra Costa County,California,Census Tract 3212,64056,1597,5460,0.051975052,355300,0.542490842,0.023809524,0.271428571,0.118315018,Bay Area
6013322000,Contra Costa County,California,Census Tract 3220,96354,2274,6109,0.010571652,599200,0.605500082,0.008675724,0.090031102,0.191029628,Bay Area
6013323000,Contra Costa County,California,Census Tract 3230,101037,1963,4690,0.008050604,545700,0.725586354,0.002558635,0.09445629,0.140511727,Bay Area
6013324001,Contra Costa County,California,Census Tract 3240.01,85851,1447,5460,0.154957321,467600,0.592673993,0.046520147,0.194139194,0.110622711,Bay Area
6013324002,Contra Costa County,California,Census Tract 3240.02,88342,1578,5363,0.119758065,474700,0.592951706,0.031512213,0.13518553,0.164273727,Bay Area
6013325000,Contra Costa County,California,Census Tract 3250,89884,1465,5736,0.058850365,614400,0.754009763,0.022140865,0.061366806,0.144002789,Bay Area
6013326000,Contra Costa County,California,Census Tract 3260,114844,1947,3487,0.065724382,717600,0.815027244,0.0321193,0.04846573,0.070260969,Bay Area
6013327000,Contra Costa County,California,Census Tract 3270,56217,1244,7738,0.050847458,152400,0.467821142,6.46E-04,0.062806927,0.40087878,Bay Area
6013328000,Contra Costa County,California,Census Tract 3280,28656,1252,2523,0.183310534,2.27E+05,0.453824812,0.05588585,0.20332937,0.217994451,Bay Area
6013329000,Contra Costa County,California,Census Tract 3290,81884,1470,6687,0.01979346,344400,0.507402423,0.026469269,0.064752505,0.358755795,Bay Area
6013330000,Contra Costa County,California,Census Tract 3300,72659,1796,5734,0.024415056,374600,0.514998256,0.02703174,0.143529822,0.263690269,Bay Area
6013331000,Contra Costa County,California,Census Tract 3310,67695,1391,7576,0.067909923,405200,0.509503696,0.073257656,0.095036959,0.24907603,Bay Area
6013332000,Contra Costa County,California,Census Tract 3320,87173,1421,8343,0.020115922,4.15E+05,0.594270646,0.001678053,0.094570298,0.267769388,Bay Area
6013333101,Contra Costa County,California,Census Tract 3331.01,80909,1486,4360,0.032194481,433300,0.569495413,0.02706422,0.13233945,0.221100917,Bay Area
6013333102,Contra Costa County,California,Census Tract 3331.02,90222,1476,3967,0.087523277,4.71E+05,0.616586841,0.048651374,0.117217041,0.162339299,Bay Area
6013333200,Contra Costa County,California,Census Tract 3332,72903,1973,5382,0.007908612,480300,0.682088443,0.010219249,0.046079524,0.211259755,Bay Area
6013334001,Contra Costa County,California,Census Tract 3340.01,80612,1268,3850,0.013059701,410800,0.637922078,0.054285714,0.115324675,0.161038961,Bay Area
6013334004,Contra Costa County,California,Census Tract 3340.04,71250,1481,7496,0.047661603,361700,0.553628602,0.09911953,0.105522946,0.171291355,Bay Area
6013334006,Contra Costa County,California,Census Tract 3340.06,120735,2677,4815,0,548700,0.578608515,0.037175493,0.212253375,0.110903427,Bay Area
6013334200,Contra Costa County,California,Census Tract 3342,145783,2203,8012,0.041928721,931900,0.724038942,0.033449825,0.091238143,0.090863704,Bay Area
6013335000,Contra Costa County,California,Census Tract 3350,74259,1728,3442,0.013229572,418100,0.4787914,0.048518303,0.085124927,0.303893085,Bay Area
6013336101,Contra Costa County,California,Census Tract 3361.01,47500,1341,5324,0.020961776,265500,0.163035312,0.061232156,0.142561983,0.576070624,Bay Area
6013336102,Contra Costa County,California,Census Tract 3361.02,37299,1225,7651,0.009922822,205300,0.164553653,0.112142204,0.106129918,0.587243498,Bay Area
6013336201,Contra Costa County,California,Census Tract 3362.01,59944,1369,3927,0.061256961,310500,0.240896359,0.00280112,0.137509549,0.569391393,Bay Area
6013336202,Contra Costa County,California,Census Tract 3362.02,41723,1148,6054,0.038089824,245800,0.173934589,0.019326065,0.045094153,0.71589032,Bay Area
6013337100,Contra Costa County,California,Census Tract 3371,95857,1702,3551,0.102893891,583200,0.606589693,0.054069276,0.129822585,0.184736694,Bay Area
6013337200,Contra Costa County,California,Census Tract 3372,67138,1430,8106,0.035093368,329800,0.493461633,0.021095485,0.140636566,0.296447076,Bay Area
6013337300,Contra Costa County,California,Census Tract 3373,122520,1670,5904,0.056150879,679900,0.739837398,0.023712737,0.08553523,0.122628726,Bay Area
6013338101,Contra Costa County,California,Census Tract 3381.01,54870,1370,4782,0.095811518,3.46E+05,0.34713509,0.077164366,0.127979925,0.427436219,Bay Area
6013338102,Contra Costa County,California,Census Tract 3381.02,103869,2198,3616,0.026111503,521400,0.642146018,0,0.097068584,0.160951327,Bay Area
6013338201,Contra Costa County,California,Census Tract 3382.01,101042,1764,3700,0.018646409,681500,0.714054054,0.022702703,0.141621622,0.083243243,Bay Area
6013338203,Contra Costa County,California,Census Tract 3382.03,93779,1783,5189,0.064139942,495700,0.652919638,0.013490075,0.20389285,0.066101368,Bay Area
6013338204,Contra Costa County,California,Census Tract 3382.04,92759,2060,6213,0.027506964,487800,0.714630613,0.010300982,0.176726219,0.06743924,Bay Area
6013338301,Contra Costa County,California,Census Tract 3383.01,134861,1919,2904,0.019125683,837400,0.700413223,0.011707989,0.141528926,0.119146006,Bay Area
6013338302,Contra Costa County,California,Census Tract 3383.02,159917,2297,6212,0.020427112,868800,0.72681906,0.003541533,0.104475209,0.078718609,Bay Area
6013339001,Contra Costa County,California,Census Tract 3390.01,72620,1682,3243,0.208902377,4.60E+05,0.588035769,0.031760715,0.14461918,0.204440333,Bay Area
6013339002,Contra Costa County,California,Census Tract 3390.02,65879,1685,6966,0.128723695,406300,0.570628768,0.020671835,0.235142119,0.10522538,Bay Area
6013340001,Contra Costa County,California,Census Tract 3400.01,68872,1645,5916,0.149429967,620900,0.762508452,0.015212982,0.127112914,0.055104801,Bay Area
6013340002,Contra Costa County,California,Census Tract 3400.02,117332,2140,7478,0.047463175,773100,0.741508425,0,0.100294196,0.084915753,Bay Area
6013341000,Contra Costa County,California,Census Tract 3410,116346,1658,5543,0.065176909,848100,0.77990258,0.010824463,0.086776114,0.062962295,Bay Area
6013343001,Contra Costa County,California,Census Tract 3430.01,98167,1638,4803,0.031321971,869800,0.773058505,0.012700396,0.088486363,0.112846138,Bay Area
6013343002,Contra Costa County,California,Census Tract 3430.02,93528,1772,4812,0.009047619,7.65E+05,0.703241895,0.006857855,0.110556941,0.127597672,Bay Area
6013343003,Contra Costa County,California,Census Tract 3430.03,128111,1508,3906,0.0456621,9.13E+05,0.795954941,0.003840246,0.087045571,0.044546851,Bay Area
6013345101,Contra Costa County,California,Census Tract 3451.01,115897,1857,5794,0.020356234,705800,0.567138419,0.038315499,0.214359682,0.17207456,Bay Area
6013345102,Contra Costa County,California,Census Tract 3451.02,125801,2411,3698,0,673700,0.631692807,0.003244997,0.146295295,0.131151974,Bay Area
6013345103,Contra Costa County,California,Census Tract 3451.03,130319,1656,4828,0,694400,0.60998343,0.020091135,0.186205468,0.083471417,Bay Area
6013345105,Contra Costa County,California,Census Tract 3451.05,115625,2173,6625,0.039517471,810500,0.75245283,0.006943396,0.114716981,0.090566038,Bay Area
6013345108,Contra Costa County,California,Census Tract 3451.08,120436,2200,7480,0.148962149,727300,0.532486631,0.026470588,0.332620321,0.057352941,Bay Area
6013345111,Contra Costa County,California,Census Tract 3451.11,121375,1903,5083,0.032778356,817400,0.416486327,0.0149518,0.467637222,0.085579382,Bay Area
6013345112,Contra Costa County,California,Census Tract 3451.12,101528,1891,5945,0.354441913,1002800,0.419680404,0.005550883,0.429268293,0.110849453,Bay Area
6013345113,Contra Costa County,California,Census Tract 3451.13,157986,3147,4306,0.027247956,900400,0.648629819,0.042266605,0.209010683,0.067812355,Bay Area
6013345114,Contra Costa County,California,Census Tract 3451.14,150641,3190,6518,0.006444276,862700,0.864989261,0.009205278,0.076710647,0.036821111,Bay Area
6013345115,Contra Costa County,California,Census Tract 3451.15,165893,2421,5990,0.288797533,9.42E+05,0.522203673,0.008681135,0.357762938,0.052921536,Bay Area
6013345116,Contra Costa County,California,Census Tract 3451.16,150776,3222,2852,0,768200,0.542426367,0.003506311,0.234922861,0.137096774,Bay Area
6013345202,Contra Costa County,California,Census Tract 3452.02,114852,1938,7880,0.128912302,6.69E+05,0.599619289,0.025380711,0.231979695,0.073477157,Bay Area
6013345203,Contra Costa County,California,Census Tract 3452.03,138929,1984,6821,0.047193422,1033500,0.79299223,0.029907638,0.075941944,0.051165518,Bay Area
6013345204,Contra Costa County,California,Census Tract 3452.04,183333,3501,3933,0.036786787,1463700,0.912280702,0,0.031019578,0.049580473,Bay Area
6013346101,Contra Costa County,California,Census Tract 3461.01,148146,3184,3446,0.024596464,915500,0.789320952,0,0.12739408,0.065293093,Bay Area
6013346102,Contra Costa County,California,Census Tract 3461.02,187188,2669,5793,0.077977316,1488300,0.797341619,0.007077507,0.08182289,0.075090627,Bay Area
6013346201,Contra Costa County,California,Census Tract 3462.01,161891,2889,7288,0.080898076,1144400,0.887623491,0.004939627,0.059687157,0.027991218,Bay Area
6013346203,Contra Costa County,California,Census Tract 3462.03,128603,3130,3846,0.02364395,918300,0.840353614,2.60E-04,0.10374415,0.039781591,Bay Area
6013346204,Contra Costa County,California,Census Tract 3462.04,181523,2025,7411,0.047600768,1053700,0.737147483,0,0.149642423,0.081905276,Bay Area
6013347000,Contra Costa County,California,Census Tract 3470,155750,1440,6200,0.028363047,966200,0.759677419,0.014354839,0.098709677,0.071451613,Bay Area
6013348000,Contra Costa County,California,Census Tract 3480,182143,2012,4862,0.092075893,1346800,0.733443028,0.00493624,0.13739202,0.062731386,Bay Area
6013349000,Contra Costa County,California,Census Tract 3490,113819,1570,5518,0.047206166,997700,0.759695542,0.030264589,0.091337441,0.094599493,Bay Area
6013350000,Contra Costa County,California,Census Tract 3500,92734,1812,6475,0.062638992,1018400,0.686949807,0.049111969,0.12,0.066409266,Bay Area
6013351101,Contra Costa County,California,Census Tract 3511.01,49115,1031,2600,0.018419777,395400,0.876153846,0.006538462,0.083076923,0.017307692,Bay Area
6013351102,Contra Costa County,California,Census Tract 3511.02,44598,1231,3667,0.005013369,271500,0.837742023,0.00327243,0.095173166,0.055358604,Bay Area
6013351103,Contra Costa County,California,Census Tract 3511.03,71333,1379,1884,0.079912023,520900,0.892250531,0.001061571,0.063163482,0.029723992,Bay Area
6013351200,Contra Costa County,California,Census Tract 3512,200750,3501,6003,0.026805997,1063400,0.799433617,8.33E-04,0.096118607,0.046643345,Bay Area
6013352101,Contra Costa County,California,Census Tract 3521.01,164432,2331,3220,0.013349515,1131700,0.661801242,0.025465839,0.141925466,0.118944099,Bay Area
6013352102,Contra Costa County,California,Census Tract 3521.02,171802,2433,5741,0.01754386,1030100,0.732276607,0.003483714,0.142832259,0.085873541,Bay Area
6013352201,Contra Costa County,California,Census Tract 3522.01,122188,1793,6260,0.027942422,954200,0.674121406,0.003514377,0.211980831,0.076198083,Bay Area
6013352202,Contra Costa County,California,Census Tract 3522.02,113611,2246,2542,0.003842459,801900,0.712037766,0.014555468,0.153029111,0.053107789,Bay Area
6013353001,Contra Costa County,California,Census Tract 3530.01,177679,1733.581281,3697,0.030388693,1122200,0.77116581,0.034352177,0.151474168,0.001622938,Bay Area
6013353002,Contra Costa County,California,Census Tract 3530.02,161780,2463,4429,0.054846939,1146900,0.730864755,0.011966584,0.105667193,0.126890946,Bay Area
6013354001,Contra Costa County,California,Census Tract 3540.01,173021,1733.581281,2064,0.106382979,982800,0.78003876,0,0.121124031,0.041666667,Bay Area
6013354002,Contra Costa County,California,Census Tract 3540.02,219556,1733.581281,6581,0.043026706,1195300,0.715088892,0.01291597,0.127488224,0.065947424,Bay Area
6013355107,Contra Costa County,California,Census Tract 3551.07,84107,2104,5001,0.337356322,340100,0.410917816,0.105978804,0.116776645,0.320135973,Bay Area
6013355108,Contra Costa County,California,Census Tract 3551.08,93927,2225,13947,0.409278351,348100,0.222270022,0.29877393,0.143615114,0.228221123,Bay Area
6013355109,Contra Costa County,California,Census Tract 3551.09,92167,1817,7281,0.211902615,329700,0.40640022,0.229364098,0.083092982,0.235132537,Bay Area
6013355110,Contra Costa County,California,Census Tract 3551.10,81618,2049,4091,0.033018868,305900,0.248105598,0.197506722,0.19066243,0.261060865,Bay Area
6013355111,Contra Costa County,California,Census Tract 3551.11,81761,2074,6399,0.261230469,323700,0.276449445,0.250976715,0.130801688,0.307079231,Bay Area
6013355112,Contra Costa County,California,Census Tract 3551.12,162500,1733.581281,5289,0.041512915,1168700,0.733408962,0.018150879,0.148421252,0.073359803,Bay Area
6013355113,Contra Costa County,California,Census Tract 3551.13,169250,3501,4980,0.027543564,957100,0.608433735,0.036746988,0.267670683,0.055220884,Bay Area
6013355114,Contra Costa County,California,Census Tract 3551.14,165082,2539,11402,0.534122955,940900,0.409840379,0.016751447,0.448166988,0.080424487,Bay Area
6013355115,Contra Costa County,California,Census Tract 3551.15,105635,1749,7330,0.846635368,815500,0.235879945,0.072442019,0.530559345,0.08526603,Bay Area
6013355116,Contra Costa County,California,Census Tract 3551.16,188086,2546,7865,0.954711802,1.04E+06,0.194405594,0.02504768,0.660267006,0.058614113,Bay Area
6013355117,Contra Costa County,California,Census Tract 3551.17,205441,3226,7278,0.966399198,9.23E+05,0.194146744,0.010442429,0.735916461,0.010305029,Bay Area
6013355200,Contra Costa County,California,Census Tract 3552,108438,1973,10235,0.543317663,4.48E+05,0.201856375,0.173131412,0.391499756,0.179189057,Bay Area
6013355301,Contra Costa County,California,Census Tract 3553.01,114200,2125,8146,0.18815331,5.42E+05,0.618831328,0.031058188,0.114657501,0.123005156,Bay Area
6013355302,Contra Costa County,California,Census Tract 3553.02,183654,1992,3469,0.047029703,9.21E+05,0.689535889,0.009512828,0.195733641,0.070625541,Bay Area
6013355304,Contra Costa County,California,Census Tract 3553.04,130080,2134,8230,0.056603774,5.69E+05,0.762575942,0.008140948,0.075212637,0.087727825,Bay Area
6013355306,Contra Costa County,California,Census Tract 3553.06,135185,2054,5229,0.072708114,633500,0.82941289,0.008414611,0.048384012,0.07458405,Bay Area
6013356001,Contra Costa County,California,Census Tract 3560.01,83476,1448,4375,0,349600,0.2384,0.119771429,0.299428571,0.237485714,Bay Area
6013356002,Contra Costa County,California,Census Tract 3560.02,122927,1655,5257,0.03264095,4.87E+05,0.332318813,0.134297128,0.311774776,0.131063344,Bay Area
6013357000,Contra Costa County,California,Census Tract 3570,88617,1136,3165,0.036253776,424600,0.697314376,0.0164297,0.007898894,0.233491311,Bay Area
6013358000,Contra Costa County,California,Census Tract 3580,61250,1148,5885,0.154800184,340200,0.298045879,0.145964316,0.15191164,0.311129992,Bay Area
6013359102,Contra Costa County,California,Census Tract 3591.02,70886,1575,5834,0.061942517,373800,0.271511827,0.064621186,0.253856702,0.333733288,Bay Area
6013359103,Contra Costa County,California,Census Tract 3591.03,69255,1225,4907,0.046544429,371500,0.384348889,0.119013654,0.229468107,0.176686366,Bay Area
6013359104,Contra Costa County,California,Census Tract 3591.04,74306,1612,1974,0,278700,0.23100304,0.181864235,0.375379939,0.104356636,Bay Area
6013359105,Contra Costa County,California,Census Tract 3591.05,111536,2288,4733,0.507096774,437800,0.145996197,0.178956265,0.436509613,0.134164378,Bay Area
6013359202,Contra Costa County,California,Census Tract 3592.02,85118,1894,5997,0.016142736,418400,0.44172086,0.044689011,0.196431549,0.231615808,Bay Area
6013359203,Contra Costa County,California,Census Tract 3592.03,86519,1781,7052,0.102575295,389100,0.174418605,0.221497448,0.416761202,0.156125922,Bay Area
6013359204,Contra Costa County,California,Census Tract 3592.04,116607,1431,4847,0.100201748,4.45E+05,0.13802352,0.115948009,0.508149371,0.164431607,Bay Area
6013360101,Contra Costa County,California,Census Tract 3601.01,82606,1562,4898,0.107424072,3.93E+05,0.389546754,0.093099224,0.189873418,0.257860351,Bay Area
6013360102,Contra Costa County,California,Census Tract 3601.02,114599,2458,4139,0.012265978,508700,0.329306596,0.078038173,0.275187243,0.248369171,Bay Area
6013360200,Contra Costa County,California,Census Tract 3602,68523,1351,4714,0.018343816,381100,0.348960543,0.133856597,0.189859992,0.277683496,Bay Area
6013361000,Contra Costa County,California,Census Tract 3610,69792,1221,4719,0.052575677,376300,0.300487391,0.147912693,0.200042382,0.253867345,Bay Area
6013362000,Contra Costa County,California,Census Tract 3620,70716,1401,2977,0.027602524,403400,0.575747397,0.048706752,0.102788042,0.204904266,Bay Area
6013363000,Contra Costa County,California,Census Tract 3630,74456,1508,7326,0.065239903,322100,0.308899809,0.177996178,0.193147693,0.278187278,Bay Area
6013364002,Contra Costa County,California,Census Tract 3640.02,64145,1531,5490,0.053415511,305300,0.248998179,0.129872495,0.171584699,0.353734062,Bay Area
6013365002,Contra Costa County,California,Census Tract 3650.02,40900,1135,6262,0.463087248,225600,0.045672309,0.201852443,0.08575535,0.604918556,Bay Area
6013365003,Contra Costa County,California,Census Tract 3650.03,61976,1524,5001,0.194768612,301700,0.219756049,0.26054789,0.207558488,0.24355129,Bay Area
