fips,oppzone,city,levratio,medincome,phisp,pblk,mhisp
6001409300,Not Designated,Oakland,3.29,34830,0.600481348,0.295427196,Majority
6001408600,Designated Qualified Opportunity Zone,Oakland,3.91,30696,0.558963764,0.320565798,Majority
6001403300,Designated Qualified Opportunity Zone,Oakland,2.99,52246,0.075979803,0.096417408,Not Majority
6001407600,Not Designated,Oakland,3.63,53300,0.283682401,0.404814004,Not Majority
6001404900,Not Designated,Oakland,3.33,84375,0.114643304,0.105882353,Not Majority
6001407700,Not Designated,Oakland,3.57,70938,0.126763821,0.477446218,Not Majority
6001406800,Not Designated,Oakland,3,94167,0.143554407,0.11627907,Not Majority
6001408200,Not Designated,Oakland,3.81,51135,0.161701105,0.508889957,Not Majority
6001401100,Not Designated,Oakland,3.22,71205,0.109956501,0.161672305,Not Majority
6001400700,Not Designated,Oakland,3.47,46424,0.165202109,0.371485062,Not Majority
6001406900,Not Designated,Oakland,2.95,65556,0.138881925,0.198796691,Not Majority
6001407000,Not Designated,Oakland,3.31,43125,0.302270417,0.185022026,Not Majority
6001401300,Not Designated,Oakland,3.01,37123,0.127263581,0.324195171,Not Majority
6001405200,Not Designated,Oakland,2.87,75417,0.165522652,0.108060404,Not Majority
6001409500,Designated Qualified Opportunity Zone,Oakland,4.16,31682,0.607175713,0.280818767,Majority
6001408500,Designated Qualified Opportunity Zone,Oakland,3.94,47841,0.609709414,0.30589873,Majority
6001405000,Not Designated,Oakland,3.12,122237,0.076970443,0.094827586,Not Majority
6001409700,Designated Qualified Opportunity Zone,Oakland,3.56,38357,0.505370472,0.401237939,Majority
6001408900,Designated Qualified Opportunity Zone,Oakland,4.37,26379,0.605152979,0.273752013,Majority
6001410100,Not Designated,Oakland,3.65,59239,0.172275055,0.629480614,Not Majority
6001401400,Designated Qualified Opportunity Zone,Oakland,3.98,25985,0.27872444,0.394352483,Not Majority
6001406601,Not Designated,Oakland,3.48,48467,0.266184074,0.2885212,Not Majority
6001409600,Not Designated,Oakland,3.93,37349,0.63824076,0.265950857,Majority
6001406500,Not Designated,Oakland,3.41,41346,0.487374506,0.166261028,Not Majority
6001410500,Designated Qualified Opportunity Zone,Oakland,3.05,22596,0.082501086,0.624837169,Not Majority
6001409200,Not Designated,Oakland,3.7,46250,0.475579124,0.346357801,Not Majority
6001407200,Designated Qualified Opportunity Zone,Oakland,4.01,37319,0.687726723,0.082073761,Majority
6001402200,Designated Qualified Opportunity Zone,Oakland,3.33,45400,0.226517041,0.319201995,Not Majority
6001410400,Not Designated,Oakland,3.55,66555,0.434347923,0.396800711,Not Majority
6001400400,Not Designated,Oakland,3.19,99539,0.063773675,0.09829777,Not Majority
6001400800,Not Designated,Oakland,3.21,61111,0.120079863,0.311751284,Not Majority
6001401200,Not Designated,Oakland,2.94,NA,0.167559296,0.140015302,Not Majority
6001403501,Not Designated,Oakland,3.77,37032,0.120180383,0.238782413,Not Majority
6001407102,Not Designated,Oakland,3.45,47660,0.476955307,0.1966946,Not Majority
6001983200,Not Designated,Oakland,2.91,131250,0.157342657,0.08041958,Not Majority
6001403800,Not Designated,Oakland,3.07,85313,0.08426121,0.076436955,Not Majority
6001401600,Designated Qualified Opportunity Zone,Oakland,2.82,36544,0.219972388,0.328117809,Not Majority
6001404800,Not Designated,Oakland,3.43,61875,0.096264368,0.191810345,Not Majority
6001400200,Not Designated,Oakland,3.21,153125,0.107653061,0.005612245,Not Majority
6001400500,Not Designated,Oakland,3.04,83650,0.129669157,0.251867663,Not Majority
6001410200,Not Designated,Oakland,3.77,49200,0.386484884,0.471547125,Not Majority
6001410300,Not Designated,Oakland,3.88,39524,0.646293152,0.242501415,Majority
6001404101,Not Designated,Oakland,3.29,86635,0.067775337,0.055224349,Not Majority
6001406400,Not Designated,Oakland,3.15,59500,0.161857529,0.260144274,Not Majority
6001405700,Not Designated,Oakland,3,48851,0.23723318,0.323155904,Not Majority
6001408400,Designated Qualified Opportunity Zone,Oakland,4.11,30213,0.453819112,0.386705018,Not Majority
6001405800,Not Designated,Oakland,3.44,44375,0.20368185,0.240264338,Not Majority
6001407400,Not Designated,Oakland,3.7,47656,0.66621743,0.162398922,Majority
6001403900,Not Designated,Oakland,2.79,73125,0.040375825,0.170391061,Not Majority
6001407500,Not Designated,Oakland,4.06,24869,0.488931207,0.354915496,Not Majority
6001409100,Not Designated,Oakland,4.04,40000,0.401822701,0.386495443,Not Majority
6001405902,Designated Qualified Opportunity Zone,Oakland,4.32,32833,0.288328076,0.094952681,Not Majority
6001406300,Not Designated,Oakland,4.11,43307,0.31195757,0.158148505,Not Majority
6001401500,Designated Qualified Opportunity Zone,Oakland,3.11,48903,0.120537428,0.387332054,Not Majority
6001405901,Designated Qualified Opportunity Zone,Oakland,3.53,31607,0.364779874,0.187281621,Not Majority
6001405600,Not Designated,Oakland,3.37,53063,0.214421855,0.173761118,Not Majority
6001400900,Not Designated,Oakland,3.4,55691,0.116710875,0.3244916,Not Majority
6001406602,Not Designated,Oakland,3.82,53162,0.252620166,0.176725696,Not Majority
6001405500,Not Designated,Oakland,3.58,50225,0.118664717,0.179824561,Not Majority
6001406201,Designated Qualified Opportunity Zone,Oakland,3.02,37336,0.44273743,0.163407821,Not Majority
6001402700,Designated Qualified Opportunity Zone,Oakland,3.03,44792,0.228373702,0.355824683,Not Majority
6001402800,Designated Qualified Opportunity Zone,Oakland,2.94,17363,0.088730911,0.416535018,Not Majority
6001406202,Designated Qualified Opportunity Zone,Oakland,3.69,33583,0.638853231,0.100342319,Majority
6001403600,Not Designated,Oakland,3.11,70600,0.12607872,0.288781309,Not Majority
6001402900,Not Designated,Oakland,2.95,28854,0.119971264,0.20545977,Not Majority
6001404000,Not Designated,Oakland,2.84,77065,0.146657572,0.060368349,Not Majority
6001407101,Not Designated,Oakland,4.1,51691,0.474844545,0.130016959,Not Majority
6001402500,Designated Qualified Opportunity Zone,Oakland,3.05,23693,0.192580469,0.638843426,Not Majority
6001403000,Not Designated,Oakland,2.35,19490,0.017682349,0.043890117,Not Majority
6001403100,Not Designated,Oakland,2.9,51184,0.099360837,0.175479372,Not Majority
6001402400,Designated Qualified Opportunity Zone,Oakland,3.44,33724,0.085467003,0.554994591,Not Majority
6001402600,Designated Qualified Opportunity Zone,Oakland,2.7,22955,0.073899371,0.257075472,Not Majority
6001405401,Not Designated,Oakland,3.37,39712,0.247369709,0.173721556,Not Majority
6001401800,Not Designated,Oakland,3.21,28185,0.193461951,0.427652733,Not Majority
6001400600,Not Designated,Oakland,3.1,61597,0.09512342,0.351595424,Not Majority
6001405402,Not Designated,Oakland,2.96,33555,0.138623032,0.286508182,Not Majority
6001404102,Not Designated,Oakland,3.45,77303,0.089417555,0.10828548,Not Majority
6001405301,Not Designated,Oakland,2.95,60928,0.118316661,0.252845809,Not Majority
6001405302,Not Designated,Oakland,3.36786087,35638,0.201070336,0.122706422,Not Majority
6001403702,Not Designated,Oakland,3.05,78266,0.121854958,0.086334484,Not Majority
6001403502,Not Designated,Oakland,2.92,67672,0.082652571,0.20326766,Not Majority
6001403701,Not Designated,Oakland,3.19,66086,0.105263158,0.17168784,Not Majority
6075980401,Not Designated,San Francisco,3.36786087,80309,0.244704607,0.092787822,Not Majority
6075017902,Designated Qualified Opportunity Zone,San Francisco,3.36786087,49271,0.317152104,0.199676375,Not Majority
6075990100,Not Designated,San Francisco,3.36786087,80309,0.244704607,0.092787822,Not Majority
6075060100,Not Designated,San Francisco,3.36786087,175259,0.089341693,0.00261233,Not Majority
6075060400,Not Designated,San Francisco,3.18,44200,0.092659446,0.037906137,Not Majority
6075047901,Not Designated,San Francisco,3.42,67407,0.080612245,0.026822157,Not Majority
6075980300,Not Designated,San Francisco,3.36786087,106944,0,0,Not Majority
6075980600,Designated Qualified Opportunity Zone,San Francisco,3.16,80309,0.235294118,0.506302521,Not Majority
6075980900,Not Designated,San Francisco,3.49,101000,0.234615385,0.069230769,Not Majority
6075061000,Not Designated,San Francisco,3.54,101667,0.137632135,0.144608879,Not Majority
6075060700,Not Designated,San Francisco,3.16,114597,0.115300598,0.069142369,Not Majority
6075061500,Not Designated,San Francisco,3.13,162690,0.087309489,0.012407138,Not Majority
6075022600,Not Designated,San Francisco,3.07,205865,0.088376561,0.077809798,Not Majority
6075030900,Not Designated,San Francisco,3.29,157820,0.076041213,0.013495864,Not Majority
6075980200,Not Designated,San Francisco,3.36786087,150000,0.05,0.1,Not Majority
6075980501,Not Designated,San Francisco,3.36786087,16473,0.092614302,0.21922626,Not Majority
6075035400,Not Designated,San Francisco,3.77,87598,0.021628302,0.028271281,Not Majority
6075035201,Not Designated,San Francisco,3.86,84817,0.054956343,0.001369628,Not Majority
6075033000,Not Designated,San Francisco,3.62,83896,0.080955297,0.006491121,Not Majority
6075030700,Not Designated,San Francisco,3.31,126875,0.120485539,0.012138468,Not Majority
6075010100,Not Designated,San Francisco,3.13,59519,0.115,0.03775,Not Majority
6075030102,Not Designated,San Francisco,3.42,111651,0.085748078,0.014192785,Not Majority
6075023103,Designated Qualified Opportunity Zone,San Francisco,3.06,22697,0.181129477,0.492424242,Not Majority
6075030800,Not Designated,San Francisco,3.27,134481,0.103324641,0.048565841,Not Majority
6075021700,Not Designated,San Francisco,3.56,104698,0.142403517,0.082804104,Not Majority
6075010500,Not Designated,San Francisco,2.64,119750,0.055514158,0.054023845,Not Majority
6075012602,Not Designated,San Francisco,3.08,122212,0.036206897,0.004827586,Not Majority
6075035300,Not Designated,San Francisco,3.42,80352,0.067873303,0.007985094,Not Majority
6075030500,Not Designated,San Francisco,3.54,109352,0.126440678,0.075932203,Not Majority
6075031100,Not Designated,San Francisco,3.49,110417,0.135076253,0.06594045,Not Majority
6075025500,Not Designated,San Francisco,3.47,103275,0.357188228,0.006563625,Not Majority
6075033201,Not Designated,San Francisco,3.36786087,22895,0.305882353,0.058583433,Not Majority
6075030400,Not Designated,San Francisco,3.41,154769,0.036099138,0.025143678,Not Majority
6075018000,Not Designated,San Francisco,3,156897,0.137846905,0.158584934,Not Majority
6075035100,Not Designated,San Francisco,3.49,107482,0.077807848,0.010036085,Not Majority
6075017700,Not Designated,San Francisco,3.21,93056,0.326633166,0.022892239,Not Majority
6075033100,Not Designated,San Francisco,3.39,108018,0.04131618,0.003711034,Not Majority
6075042800,Not Designated,San Francisco,2.85,181125,0.053338762,0,Not Majority
6075023200,Not Designated,San Francisco,4.06,49583,0.390122338,0.348663344,Not Majority
6075023400,Designated Qualified Opportunity Zone,San Francisco,3.82,39750,0.326196474,0.213161209,Not Majority
6075032700,Not Designated,San Francisco,3.59,103648,0.047799803,1.41E-04,Not Majority
6075015700,Not Designated,San Francisco,3.11,102152,0.135353535,0.037934905,Not Majority
6075031000,Not Designated,San Francisco,3.62,128517,0.138294918,0.015828936,Not Majority
6075010200,Not Designated,San Francisco,2.66,110536,0.038837209,0,Not Majority
6075061400,Not Designated,San Francisco,3.52,137469,0.205468103,0.093786247,Not Majority
6075026200,Not Designated,San Francisco,3.47,76137,0.224221092,0.008212749,Not Majority
6075031400,Not Designated,San Francisco,4.29,59487,0.230615165,0.136051502,Not Majority
6075026302,Not Designated,San Francisco,3.86,76386,0.253338987,0.021199915,Not Majority
6075030301,Not Designated,San Francisco,3.32,130234,0.061420983,0.027556441,Not Majority
6075026100,Designated Qualified Opportunity Zone,San Francisco,4.15,72350,0.288289547,0.008524315,Not Majority
6075025900,Not Designated,San Francisco,3.52,89896,0.245442419,0.072921298,Not Majority
6075015400,Not Designated,San Francisco,3.58,118674,0.052913488,0.020938159,Not Majority
6075031302,Not Designated,San Francisco,3.51,67438,0.186842545,0.088829521,Not Majority
6075032901,Not Designated,San Francisco,3.65,83169,0.071043946,0.008511377,Not Majority
6075023001,Not Designated,San Francisco,3.92,64583,0.074173713,0.099730976,Not Majority
6075012700,Not Designated,San Francisco,3.09,131568,0.047150259,0.010103627,Not Majority
6075025200,Not Designated,San Francisco,3.43,130099,0.233532934,0.022412318,Not Majority
6075032802,Not Designated,San Francisco,3.17,84946,0.032397901,0.029888204,Not Majority
6075023300,Not Designated,San Francisco,3.01,54566,0.192944115,0.081798314,Not Majority
6075017601,Not Designated,San Francisco,3.4,21154,0.124457493,0.099565994,Not Majority
6075025701,Not Designated,San Francisco,3.77,80565,0.22595778,0.036551994,Not Majority
6075021600,Not Designated,San Francisco,3.38,135395,0.13799165,0.070094485,Not Majority
6075030302,Not Designated,San Francisco,3.51,133984,0.085203958,0.015447743,Not Majority
6075020402,Not Designated,San Francisco,3.36,93479,0.182021968,0.019502354,Not Majority
6075045200,Not Designated,San Francisco,3.74,87664,0.11144496,0.007511609,Not Majority
6075032801,Not Designated,San Francisco,3.14,79764,0.073686713,0.00760637,Not Majority
6075013300,Not Designated,San Francisco,2.94,141019,0.075641307,0.024994519,Not Majority
6075022801,Not Designated,San Francisco,3.26,117188,0.358469117,0.023872679,Not Majority
6075020600,Not Designated,San Francisco,3.42,136761,0.058788599,0.026326207,Not Majority
6075025600,Not Designated,San Francisco,3.63,73730,0.212936047,0.018895349,Not Majority
6075011700,Not Designated,San Francisco,2.05,50223,0.171328671,0.042540793,Not Majority
6075025100,Not Designated,San Francisco,3.57,103700,0.190607735,0.069889503,Not Majority
6075013200,Not Designated,San Francisco,3.12,131806,0.054939386,0.004642765,Not Majority
6075022704,Not Designated,San Francisco,3.33,150938,0.070653767,0.01407212,Not Majority
6075025702,Not Designated,San Francisco,3.41,59926,0.268411057,0.025321798,Not Majority
6075040200,Not Designated,San Francisco,2.71,83867,0.079094014,0.017616394,Not Majority
6075047600,Not Designated,San Francisco,3.29,84625,0.051354702,0.009208429,Not Majority
6075030600,Not Designated,San Francisco,3.29,158421,0.132838284,0.005775578,Not Majority
6075025403,Not Designated,San Francisco,3.46,88262,0.396989652,0.094825964,Not Majority
6075031201,Not Designated,San Francisco,3.62,80462,0.120447415,0.071613695,Not Majority
6075017802,Not Designated,San Francisco,3.36,69833,0.158978583,0.132207578,Not Majority
6075032902,Not Designated,San Francisco,3.39,96208,0.046605422,0.008290388,Not Majority
6075021800,Not Designated,San Francisco,3.28,131012,0.115272374,0.029182879,Not Majority
6075023102,Not Designated,San Francisco,3.42,35951,0.12873415,0.601977219,Not Majority
6075012800,Not Designated,San Francisco,3.05,126716,0.103491533,0.011708133,Not Majority
6075021500,Not Designated,San Francisco,3.52,113819,0.079471545,0.030894309,Not Majority
6075016700,Not Designated,San Francisco,3.32,147237,0.116800329,0.052436767,Not Majority
6075047801,Not Designated,San Francisco,3.25,92881,0.063882675,0.01367139,Not Majority
6075032602,Not Designated,San Francisco,3.66,NA,0.057271557,0.004075504,Not Majority
6075017000,Not Designated,San Francisco,3.26,140152,0.070472342,0.010356151,Not Majority
6075031301,Not Designated,San Francisco,3.42,93750,0.076167076,0.198793835,Not Majority
6075020100,Not Designated,San Francisco,3.52,43933,0.467360295,0.044806176,Not Majority
6075033203,Not Designated,San Francisco,3.87,50946,0.15954416,0.054605888,Not Majority
6075061200,Designated Qualified Opportunity Zone,San Francisco,3.35,51818,0.398446693,0.1859261,Not Majority
6075026303,Not Designated,San Francisco,3.37,83047,0.287365813,0.008051197,Not Majority
6075021100,Not Designated,San Francisco,3.38,136780,0.097607656,0.006937799,Not Majority
6075040100,Not Designated,San Francisco,3.72,93875,0.038232044,0.008839779,Not Majority
6075032601,Not Designated,San Francisco,2.92,95854,0.069274654,0.00794621,Not Majority
6075023003,Not Designated,San Francisco,3.89,76528,0.182448037,0.257967667,Not Majority
6075026402,Not Designated,San Francisco,4.07,82969,0.291930714,0.08069286,Not Majority
6075042700,Not Designated,San Francisco,3.14,56765,0.051255871,0.028384725,Not Majority
6075026001,Designated Qualified Opportunity Zone,San Francisco,3.78,60694,0.434333164,0.028639214,Not Majority
6075026003,Not Designated,San Francisco,3.81,65282,0.488500285,0.012164988,Not Majority
6075047902,Not Designated,San Francisco,3.58,74500,0.04998649,0.010537693,Not Majority
6075045100,Not Designated,San Francisco,2.98,91206,0.113096407,0.023561751,Not Majority
6075025300,Not Designated,San Francisco,2.97,104545,0.249942516,0.021384226,Not Majority
6075026403,Not Designated,San Francisco,3.64,66875,0.213547053,0.023009307,Not Majority
6075025401,Not Designated,San Francisco,3.54,110313,0.447082097,0.027200791,Not Majority
6075033204,Not Designated,San Francisco,3.36786087,44922,0.157437823,0.080244017,Not Majority
6075035202,Not Designated,San Francisco,3.6,78542,0.066021505,0.021935484,Not Majority
6075016500,Not Designated,San Francisco,3.32,104097,0.119185059,0.103395586,Not Majority
6075016100,Not Designated,San Francisco,3.83,23840,0.047471808,0.393779556,Not Majority
6075026301,Designated Qualified Opportunity Zone,San Francisco,3.55,65625,0.287784679,0.006004141,Not Majority
6075013000,Not Designated,San Francisco,3.08,151477,0.056390977,0,Not Majority
6075047701,Not Designated,San Francisco,3.67,72981,0.049051365,0.002313744,Not Majority
6075030201,Not Designated,San Francisco,3.19,91387,0.056390109,0.008782066,Not Majority
6075012402,Not Designated,San Francisco,3.57,40453,0.204471101,0.064067612,Not Majority
6075026002,Not Designated,San Francisco,3.46,86900,0.306638881,0.051801131,Not Majority
6075030202,Not Designated,San Francisco,2.96,105457,0.147370699,0.022722354,Not Majority
6075013400,Not Designated,San Francisco,3.2,136700,0.04925,0.012,Not Majority
6075021400,Not Designated,San Francisco,3.03,143846,0.12232334,0.002141328,Not Majority
6075012902,Not Designated,San Francisco,2.9,119007,0.067894447,0.024463991,Not Majority
6075047702,Not Designated,San Francisco,3.32,85769,0.047889995,0.018018018,Not Majority
6075020700,Not Designated,San Francisco,3.4,150670,0.143161153,0.008318824,Not Majority
6075030101,Not Designated,San Francisco,3.17,94857,0.092585089,0.023298217,Not Majority
6075020800,Not Designated,San Francisco,3.12,72632,0.421487603,0.021455817,Not Majority
6075021200,Not Designated,San Francisco,3.68,144886,0.076500968,0.010974822,Not Majority
6075015801,Not Designated,San Francisco,3.35,66698,0.092695948,0.336811454,Not Majority
6075016600,Not Designated,San Francisco,3.47,118167,0.069303403,0.01906289,Not Majority
6075026401,Not Designated,San Francisco,3.95,50694,0.160916442,0.086522911,Not Majority
6075047802,Not Designated,San Francisco,3.63,75091,0.097790196,0,Not Majority
6075020200,Not Designated,San Francisco,3.2,58838,0.211209047,0.037751538,Not Majority
6075010400,Not Designated,San Francisco,3.29,102986,0.103023071,0,Not Majority
6075026004,Designated Qualified Opportunity Zone,San Francisco,3.53,75962,0.344029245,0.022339561,Not Majority
6075042602,Not Designated,San Francisco,3.48,104943,0.056634304,0.009061489,Not Majority
6075020401,Not Designated,San Francisco,3.08,149886,0.051956382,0.029185375,Not Majority
6075017101,Not Designated,San Francisco,3.34,127065,0.069218668,0.043786051,Not Majority
6075015500,Not Designated,San Francisco,3.47,55313,0.087373322,0.030402629,Not Majority
6075020900,Not Designated,San Francisco,3.61,59896,0.483864421,0.010757053,Not Majority
6075021000,Not Designated,San Francisco,3.59,98260,0.207232568,0.025552187,Not Majority
6075021300,Not Designated,San Francisco,3.17,NA,0.074060427,0,Not Majority
6075022903,Not Designated,San Francisco,3.56,80972,0.4841169,0.021283355,Not Majority
6075016400,Not Designated,San Francisco,3.43,107254,0.06712963,0.106481481,Not Majority
6075031202,Not Designated,San Francisco,3.93,73839,0.114906832,0.162111801,Not Majority
6075025402,Not Designated,San Francisco,3.48,123313,0.207757167,0.016863406,Not Majority
6075015900,Not Designated,San Francisco,3.41,52479,0.091874423,0.113342567,Not Majority
6075017102,Not Designated,San Francisco,3.5,133079,0.072340426,0.017021277,Not Majority
6075016900,Not Designated,San Francisco,3.51,102218,0.099071207,0.046439628,Not Majority
6075042601,Not Designated,San Francisco,3.15,70100,0.105389222,0.026586826,Not Majority
6075015600,Not Designated,San Francisco,3.88,85625,0.085522297,0.00855223,Not Majority
6075022802,Not Designated,San Francisco,3.72,58772,0.458784346,0.03080766,Not Majority
6075020300,Not Designated,San Francisco,3.2,108750,0.14109459,0.018032268,Not Majority
6075022702,Not Designated,San Francisco,3.25,165551,0.099151407,0.02635105,Not Majority
6075022803,Not Designated,San Francisco,3.21,99375,0.479620444,0.019624757,Not Majority
6075015200,Not Designated,San Francisco,3.3,89440,0.052027185,0.063510663,Not Majority
6075020500,Not Designated,San Francisco,3.28,126971,0.077508651,0.020415225,Not Majority
6075060502,Designated Qualified Opportunity Zone,San Francisco,5.46,25434,0.379591837,0.195626822,Not Majority
6075016200,Not Designated,San Francisco,3.69,80651,0.112700034,0.050051073,Not Majority
6075010300,Not Designated,San Francisco,3.31,99120,0.128541811,0,Not Majority
6075010900,Not Designated,San Francisco,3.73,117181,0.019788622,0.016865302,Not Majority
6075022901,Not Designated,San Francisco,3.69,69013,0.608680373,0.034791776,Majority
6075011100,Not Designated,San Francisco,2.98,84442,0.070852194,0.046250738,Not Majority
6075016300,Not Designated,San Francisco,3.42,116928,0.095547102,0.146565227,Not Majority
6075025800,Not Designated,San Francisco,4.22,72868,0.36778263,0.053857351,Not Majority
6075011000,Not Designated,San Francisco,3.32,115100,0.062842682,0.015394348,Not Majority
6075061100,Not Designated,San Francisco,2.7,17218,0.038412292,0.005761844,Not Majority
6075013102,Not Designated,San Francisco,3.11,124330,0.077583248,0.003432887,Not Majority
6075013500,Not Designated,San Francisco,2.79,120714,0.067307692,0.033653846,Not Majority
6075015300,Not Designated,San Francisco,3.44,111250,0.096687556,0.072963295,Not Majority
6075016801,Not Designated,San Francisco,3.61,88929,0.091893564,0.065903465,Not Majority
6075010800,Not Designated,San Francisco,2.77,94875,0.094594595,0,Not Majority
6075016802,Not Designated,San Francisco,3.73,79167,0.194351655,0.052232007,Not Majority
6075017801,Not Designated,San Francisco,3.34,17113,0.038018074,0.037706451,Not Majority
6075026404,Designated Qualified Opportunity Zone,San Francisco,4.8,48000,0.221041445,0.156925257,Not Majority
6075010600,Not Designated,San Francisco,2.91,36949,0.041211102,0.014017382,Not Majority
6075010700,Not Designated,San Francisco,2.77,22425,0.056090034,0,Not Majority
6075012901,Not Designated,San Francisco,3.25,142500,0.038813621,0,Not Majority
6075011200,Not Designated,San Francisco,2.79,100139,0.03958021,0.032983508,Not Majority
6075015100,Not Designated,San Francisco,3.35,83750,0.082185491,9.18E-04,Not Majority
6075013101,Not Designated,San Francisco,3.06,124063,0.080304519,0.025049116,Not Majority
6075012601,Not Designated,San Francisco,2.83,125139,0.136627907,0.017026578,Not Majority
6075015802,Not Designated,San Francisco,2.92,107143,0.103884372,0.067449563,Not Majority
6075022902,Not Designated,San Francisco,3.92,113750,0.411135693,0.042035398,Not Majority
6075016000,Not Designated,San Francisco,3.15,62719,0.08992416,0.070783676,Not Majority
6075012501,Not Designated,San Francisco,3.66,19328,0.177868852,0.135245902,Not Majority
6075012000,Not Designated,San Francisco,3.47,37219,0.101211509,0.05451792,Not Majority
6075012100,Not Designated,San Francisco,2.86,53595,0.204708291,0.028403275,Not Majority
6075011300,Not Designated,San Francisco,3.02,24426,0.012087553,0.021561581,Not Majority
6075011902,Not Designated,San Francisco,3.36786087,74077,0.147587179,0.017964072,Not Majority
6075012202,Not Designated,San Francisco,3.36786087,31202,0.275145216,0.108529502,Not Majority
6075012302,Not Designated,San Francisco,3.36786087,39081,0.142744168,0.051403717,Not Majority
6075012301,Not Designated,San Francisco,3.36786087,15272,0.330287803,0.079031521,Not Majority
6075012201,Not Designated,San Francisco,3.18,43698,0.277072758,0.100253807,Not Majority
6075012401,Not Designated,San Francisco,3.36786087,18979,0.271500109,0.089919443,Not Majority
6075011901,Not Designated,San Francisco,3,72364,0.099610895,0.012840467,Not Majority
6075012502,Not Designated,San Francisco,3.36786087,NA,0.178521618,0.113249651,Not Majority
6075011800,Not Designated,San Francisco,3.36786087,20800,0.060819462,6.40E-04,Not Majority
