GEOID,NAME,phisp,asnp,blkp,whtp
06037407801,"Census Tract 4078.01, Los Angeles County, California",0.7433004231311706,0.1895275035260931,0.009344146685472496,0.05394922425952045
06037407802,"Census Tract 4078.02, Los Angeles County, California",0.8636579572446555,0.08622327790973872,0.007838479809976246,0.04109263657957245
06037407900,"Census Tract 4079, Los Angeles County, California",0.6443754848719938,0.24127230411171452,0.024515128006206362,0.06423584173778123
06037408003,"Census Tract 4080.03, Los Angeles County, California",0.5969027556365293,0.2425415622864951,0.06012297882031428,0.09132316101115918
06037408004,"Census Tract 4080.04, Los Angeles County, California",0.42528287163480294,0.3999219664455716,0.04760046820132657,0.11744049941474834
06037408005,"Census Tract 4080.05, Los Angeles County, California",0.43156366652841144,0.3556615512235587,0.044172542513479886,0.15118208212360015
06037408006,"Census Tract 4080.06, Los Angeles County, California",0.4346877556585765,0.45868557403872373,0.05781292609762749,0.02863376056722116
06037408133,"Census Tract 4081.33, Los Angeles County, California",0.5614832954346686,0.34511107224068566,0.04757740073465104,0.045653314675529126
06037408134,"Census Tract 4081.34, Los Angeles County, California",0.21123188405797103,0.5989130434782609,0.08550724637681159,0.05688405797101449
06037408135,"Census Tract 4081.35, Los Angeles County, California",0.340950402492859,0.5515450532329265,0.0366138665281745,0.06933264087250066
06037408136,"Census Tract 4081.36, Los Angeles County, California",0.5189873417721519,0.3575949367088608,0.03059071729957806,0.08122362869198312
06037408137,"Census Tract 4081.37, Los Angeles County, California",0.47574532592218294,0.309499747347145,0.06240525517938353,0.12481051035876706
06037408138,"Census Tract 4081.38, Los Angeles County, California",0.8671849156467085,0.03771088322858088,0.01885544161429044,0.058220310949388024
06037408139,"Census Tract 4081.39, Los Angeles County, California",0.9518072289156626,0.035140562248995984,0.0012550200803212851,0.01179718875502008
06037408140,"Census Tract 4081.40, Los Angeles County, California",0.8802445123645457,0.07001944984717977,0.014448457904973604,0.03528757988330092
06037408141,"Census Tract 4081.41, Los Angeles County, California",0.8141491395793499,0.1321223709369025,0.017208413001912046,0.02237093690248566
06037408202,"Census Tract 4082.02, Los Angeles County, California",0.7782782782782782,0.14864864864864866,0,0.05455455455455455
06037408211,"Census Tract 4082.11, Los Angeles County, California",0.33900125290853766,0.5774118489350277,0.004474673348845534,0.07642742079828173
06037408212,"Census Tract 4082.12, Los Angeles County, California",0.26917057902973396,0.5389280125195618,0.020735524256651018,0.15375586854460094
06037408301,"Census Tract 4083.01, Los Angeles County, California",0.8517878735532908,0.09984453273449646,0.0019001554672655036,0.0430126101226464
06037408302,"Census Tract 4083.02, Los Angeles County, California",0.789423984891407,0.13243626062322947,0,0.06728045325779036
06037408303,"Census Tract 4083.03, Los Angeles County, California",0.8133364097831103,0.08375634517766498,0,0.09783110290724505
06037408401,"Census Tract 4084.01, Los Angeles County, California",0.6108817099829973,0.2001457371872723,0.01797425309691523,0.16686907942676707
06037408402,"Census Tract 4084.02, Los Angeles County, California",0.5717095851216023,0.2448140200286123,0.030758226037195996,0.150035765379113
06037408501,"Census Tract 4085.01, Los Angeles County, California",0.7303335431088736,0.20075519194461927,0.009439899307740718,0.05349276274386407
06037408503,"Census Tract 4085.03, Los Angeles County, California",0.323950091296409,0.4345709068776628,0.005934266585514303,0.2000912964090079
06037408504,"Census Tract 4085.04, Los Angeles County, California",0.5615325077399381,0.3285603715170279,0.0021284829721362228,0.09462074303405572
06037408505,"Census Tract 4085.05, Los Angeles County, California",0.4348651728066844,0.2992783896695784,0.009874667679453095,0.22901633118116219
06037408623,"Census Tract 4086.23, Los Angeles County, California",0.33613707165109036,0.4853582554517134,0.01277258566978193,0.14672897196261683
06037408624,"Census Tract 4086.24, Los Angeles County, California",0.26618488407106294,0.5721168322794339,3.0111412225233364e-4,0.1496537187594098
06037408625,"Census Tract 4086.25, Los Angeles County, California",0.34684796044499383,0.5082818294190359,0,0.13572311495673672
06037408626,"Census Tract 4086.26, Los Angeles County, California",0.25647213690215004,0.6967968407196139,0.00153576129881527,0.04387889425186485
06037408627,"Census Tract 4086.27, Los Angeles County, California",0.21317706683560342,0.649033892936332,0.012036743744060817,0.12131770668356034
06037408628,"Census Tract 4086.28, Los Angeles County, California",0.23485967503692762,0.6887001477104875,0.012186115214180207,0.05668389955686854
06037408629,"Census Tract 4086.29, Los Angeles County, California",0.1696035242290749,0.5892070484581498,0.009911894273127754,0.17180616740088106
06037408630,"Census Tract 4086.30, Los Angeles County, California",0.7710934544078698,0.1914491108588725,0,0.03745743473325766
06037408631,"Census Tract 4086.31, Los Angeles County, California",0.5473524387929398,0.34845321692920855,0.005124312013664832,0.08768267223382047
06037408703,"Census Tract 4087.03, Los Angeles County, California",0.06455108359133127,0.8275541795665635,0.004798761609907121,0.09442724458204334
06037408704,"Census Tract 4087.04, Los Angeles County, California",0.3491963441537977,0.4563504569807753,0.03151591553734636,0.10274188465174913
06037408705,"Census Tract 4087.05, Los Angeles County, California",0.23265604978949295,0.629873695771554,0.002562694490206846,0.1186161449752883
06037408706,"Census Tract 4087.06, Los Angeles County, California",0.13271604938271606,0.7139917695473251,0,0.14917695473251028
06037408722,"Census Tract 4087.22, Los Angeles County, California",0.27975934679845293,0.5371723248818221,0.005156854318865492,0.14954877524709928
06037408723,"Census Tract 4087.23, Los Angeles County, California",0.29187903499830103,0.527013251783894,0.020387359836901122,0.1162079510703364
06037408724,"Census Tract 4087.24, Los Angeles County, California",0.5572256428830134,0.33665338645418325,0.005432814197754437,0.07298080405650127
06037408800,"Census Tract 4088, Los Angeles County, California",0.6172527194535795,0.08145712117379206,0.09031115608398685,0.16772071844168984
06037430002,"Census Tract 4300.02, Los Angeles County, California",0.4013904653802497,0.2166572077185017,0.09548808172531215,0.24971623155505107
06037430003,"Census Tract 4300.03, Los Angeles County, California",0.2405429461504228,0.2619047619047619,0.05473965287049399,0.37917222963951935
06037430101,"Census Tract 4301.01, Los Angeles County, California",0.4673750932140194,0.1344146159582401,0.1232289336316182,0.2513049962714392
06037430102,"Census Tract 4301.02, Los Angeles County, California",0.7638149815800246,0.08145722472370037,0.04543593941874744,0.0988538681948424
06037430200,"Census Tract 4302, Los Angeles County, California",0.13187772925764193,0.2873362445414847,0.017467248908296942,0.5449781659388646
06037430301,"Census Tract 4303.01, Los Angeles County, California",0.1720920138888889,0.10308159722222222,0.025173611111111112,0.6638454861111112
06037430302,"Census Tract 4303.02, Los Angeles County, California",0.2963533641499743,0.08012326656394453,0.022256462934429035,0.5463105632597158
06037430400,"Census Tract 4304, Los Angeles County, California",0.11101455572452748,0.5272648272865522,0.0382359330871171,0.3056702150771236
06037430501,"Census Tract 4305.01, Los Angeles County, California",0.14615384615384616,0.08365384615384615,0.010817307692307692,0.7177884615384615
06037430502,"Census Tract 4305.02, Los Angeles County, California",0.15766613580425656,0.12320833936586072,0.01114811061242218,0.6814825539307948
06037430600,"Census Tract 4306, Los Angeles County, California",0.13172164482602802,0.464979665612291,0.00429281518300949,0.34952553095345684
06037430701,"Census Tract 4307.01, Los Angeles County, California",0.12460302634036989,0.4823463478423314,0.04558191668223426,0.29796375864001495
06037430721,"Census Tract 4307.21, Los Angeles County, California",0.1477084483710657,0.4710104914411927,0.008282716731087797,0.3290999447818885
06037430723,"Census Tract 4307.23, Los Angeles County, California",0.11945099721209522,0.6013296161269569,0.04010293802273215,0.19279433840874974
06037430724,"Census Tract 4307.24, Los Angeles County, California",0.11344958909601123,0.6814992984566045,0.016636600521146523,0.17077570655441973
06037430801,"Census Tract 4308.01, Los Angeles County, California",0.16919739696312364,0.6300795372378887,0.011858279103398409,0.12176428054953001
06037430802,"Census Tract 4308.02, Los Angeles County, California",0.06606152294503277,0.68910741301059,0.0022692889561270802,0.21306101865859808
06037430803,"Census Tract 4308.03, Los Angeles County, California",0.1529808773903262,0.5761154855643045,0.0037495313085864268,0.24840644919385077
06037430901,"Census Tract 4309.01, Los Angeles County, California",0.43568840579710144,0.15353260869565216,0.13156702898550723,0.2536231884057971
06037430902,"Census Tract 4309.02, Los Angeles County, California",0.3557589951032574,0.27294017457951886,0.07579305939961678,0.26527570789865873
06037431001,"Census Tract 4310.01, Los Angeles County, California",0.4362339514978602,0.047503566333808846,0.05905848787446505,0.40328102710413694
06037431002,"Census Tract 4310.02, Los Angeles County, California",0.25493716337522443,0.1286654697785757,0.06403351286654697,0.4452423698384201
06037431100,"Census Tract 4311, Los Angeles County, California",0.5857202738577616,0.12714824647198547,0.10269666061198826,0.17339667458432304
06037431200,"Census Tract 4312, Los Angeles County, California",0.701409869083585,0.10657938905673045,0.07871769050016784,0.09885867740852636
06037431300,"Census Tract 4313, Los Angeles County, California",0.29805931893079457,0.23690955693885024,0.012083485902599781,0.41596484804101064
