GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,TDPE001,TDPE002,TDPE003,TDPE004,TDPE005,TDPE006,TDPE007,TDPE008,TDPE009,TDPE010,TXBE001,T76E001,NAME_M,TDPM001,TDPM002,TDPM003,TDPM004,TDPM005,TDPM006,TDPM007,TDPM008,TDPM009,TDPM010,TXBM001,T76M001
"G5400290","2011-2013",,,"West Virginia","54","Hancock County","029",,,,,,,,,,,,,,,,,"Hancock County, West Virginia",30391,29111,545,87,31,0,0,617,0,617,37069,83600,"Hancock County, West Virginia",0,31,171,73,36,107,107,157,107,157,2536,3350
"G5400330","2011-2013",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,"Harrison County, West Virginia",69151,66258,1226,186,341,181,144,815,43,772,41308,93300,"Harrison County, West Virginia",0,121,204,165,100,168,115,277,41,269,2317,5333
"G5400350","2011-2013",,,"West Virginia","54","Jackson County","035",,,,,,,,,,,,,,,,,"Jackson County, West Virginia",,,,,,,,,,,41221,105700,"Jackson County, West Virginia",,,,,,,,,,,3274,7969
"G5400370","2011-2013",,,"West Virginia","54","Jefferson County","037",,,,,,,,,,,,,,,,,"Jefferson County, West Virginia",54653,48399,3871,104,919,0,228,1132,117,1015,64235,205000,"Jefferson County, West Virginia",0,244,257,125,115,107,163,334,105,283,3330,9788
"G5400390","2011-2013",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,"Kanawha County, West Virginia",191789,170348,7165,236,1994,0,361,11685,77,11608,45281,101300,"Kanawha County, West Virginia",0,278,682,117,243,107,255,763,57,760,1338,3512
"G5400430","2011-2013",,,"West Virginia","54","Lincoln County","043",,,,,,,,,,,,,,,,,"Lincoln County, West Virginia",,,,,,,,,,,36733,84200,"Lincoln County, West Virginia",,,,,,,,,,,4501,6096
"G5400450","2011-2013",,,"West Virginia","54","Logan County","045",,,,,,,,,,,,,,,,,"Logan County, West Virginia",36280,34996,848,0,132,0,59,245,8,237,34275,77400,"Logan County, West Virginia",0,67,80,107,19,107,61,80,13,82,3258,7057
"G5400470","2011-2013",,,"West Virginia","54","McDowell County","047",,,,,,,,,,,,,,,,,"McDowell County, West Virginia",,,,,,,,,,,23501,36100,"McDowell County, West Virginia",,,,,,,,,,,2183,4223
"G5400490","2011-2013",,,"West Virginia","54","Marion County","049",,,,,,,,,,,,,,,,,"Marion County, West Virginia",56793,53352,2064,88,219,30,0,1040,0,1040,41452,96400,"Marion County, West Virginia",0,267,173,96,124,47,107,337,107,337,1729,6063
"G5400510","2011-2013",,,"West Virginia","54","Marshall County","051",,,,,,,,,,,,,,,,,"Marshall County, West Virginia",32673,31944,355,37,92,0,66,179,0,179,42883,90300,"Marshall County, West Virginia",0,59,109,51,90,107,59,92,107,92,2182,5614
"G5400530","2011-2013",,,"West Virginia","54","Mason County","053",,,,,,,,,,,,,,,,,"Mason County, West Virginia",,,,,,,,,,,37747,85500,"Mason County, West Virginia",,,,,,,,,,,2661,7566
"G5400550","2011-2013",,,"West Virginia","54","Mercer County","055",,,,,,,,,,,,,,,,,"Mercer County, West Virginia",62271,56821,3575,165,372,0,195,1143,56,1087,35470,83400,"Mercer County, West Virginia",0,186,201,82,47,107,182,229,52,222,1867,4013
"G5400570","2011-2013",,,"West Virginia","54","Mineral County","057",,,,,,,,,,,,,,,,,"Mineral County, West Virginia",,,,,,,,,,,29042,113800,"Mineral County, West Virginia",,,,,,,,,,,3049,7470
"G5400590","2011-2013",,,"West Virginia","54","Mingo County","059",,,,,,,,,,,,,,,,,"Mingo County, West Virginia",,,,,,,,,,,36145,74200,"Mingo County, West Virginia",,,,,,,,,,,6161,3884
"G5400610","2011-2013",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,"Monongalia County, West Virginia",100491,91297,3841,111,3189,0,275,1778,122,1656,45840,168000,"Monongalia County, West Virginia",0,198,282,74,267,107,140,400,102,392,2408,5464
"G5400670","2011-2013",,,"West Virginia","54","Nicholas County","067",,,,,,,,,,,,,,,,,"Nicholas County, West Virginia",,,,,,,,,,,38945,77200,"Nicholas County, West Virginia",,,,,,,,,,,3616,6278
"G5400690","2011-2013",,,"West Virginia","54","Ohio County","069",,,,,,,,,,,,,,,,,"Ohio County, West Virginia",43984,41064,1609,144,410,0,77,680,17,663,39517,101400,"Ohio County, West Virginia",0,80,206,75,42,107,80,178,27,175,2440,4988
"G5400770","2011-2013",,,"West Virginia","54","Preston County","077",,,,,,,,,,,,,,,,,"Preston County, West Virginia",33814,32085,983,104,86,29,45,482,118,364,44574,111900,"Preston County, West Virginia",0,366,271,88,89,40,48,163,74,162,2873,6161
"G5400790","2011-2013",,,"West Virginia","54","Putnam County","079",,,,,,,,,,,,,,,,,"Putnam County, West Virginia",56441,54522,701,149,212,0,151,706,50,656,55114,145000,"Putnam County, West Virginia",0,235,274,203,116,107,235,242,86,271,2951,5881
"G5400810","2011-2013",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,"Raleigh County, West Virginia",79090,69741,6521,125,891,105,571,1136,100,1036,40776,97800,"Raleigh County, West Virginia",0,384,237,147,185,129,422,270,70,255,1603,4990
"G5400830","2011-2013",,,"West Virginia","54","Randolph County","083",,,,,,,,,,,,,,,,,"Randolph County, West Virginia",,,,,,,,,,,36873,99600,"Randolph County, West Virginia",,,,,,,,,,,2825,9686
"G5400970","2011-2013",,,"West Virginia","54","Upshur County","097",,,,,,,,,,,,,,,,,"Upshur County, West Virginia",,,,,,,,,,,40602,105500,"Upshur County, West Virginia",,,,,,,,,,,4800,10111
"G5400990","2011-2013",,,"West Virginia","54","Wayne County","099",,,,,,,,,,,,,,,,,"Wayne County, West Virginia",,,,,,,,,,,37188,77100,"Wayne County, West Virginia",,,,,,,,,,,2917,6128
"G5401070","2011-2013",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,"Wood County, West Virginia",86690,83519,895,102,493,137,159,1385,22,1363,41019,105600,"Wood County, West Virginia",0,209,116,80,87,196,114,177,26,179,1662,4634
"G5401090","2011-2013",,,"West Virginia","54","Wyoming County","109",,,,,,,,,,,,,,,,,"Wyoming County, West Virginia",,,,,,,,,,,30462,57900,"Wyoming County, West Virginia",,,,,,,,,,,3269,6557
"G5500010","2011-2013",,,"Wisconsin","55","Adams County","001",,,,,,,,,,,,,,,,,"Adams County, Wisconsin",20637,19235,804,86,78,29,120,285,75,210,44238,136100,"Adams County, Wisconsin",0,103,156,75,43,40,82,172,52,160,2651,5788
"G5500050","2011-2013",,,"Wisconsin","55","Barron County","005",,,,,,,,,,,,,,,,,"Barron County, Wisconsin",45803,43894,599,396,179,0,296,439,6,433,43326,131500,"Barron County, Wisconsin",0,148,121,60,56,85,148,124,7,123,2230,4318
"G5500090","2011-2013",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,"Brown County, Wisconsin",252672,221796,6484,5588,7474,33,3735,7562,1006,6556,52278,158300,"Brown County, Wisconsin",0,1392,885,576,379,46,1128,1056,414,963,1056,2361
"G5500150","2011-2013",,,"Wisconsin","55","Calumet County","015",,,,,,,,,,,,,,,,,"Calumet County, Wisconsin",49653,47189,247,282,1121,0,264,550,50,500,67163,163700,"Calumet County, Wisconsin",0,251,203,74,144,85,260,230,45,230,2616,3557
"G5500170","2011-2013",,,"Wisconsin","55","Chippewa County","017",,,,,,,,,,,,,,,,,"Chippewa County, Wisconsin",62953,59941,895,171,565,0,212,1169,35,1134,50720,145800,"Chippewa County, Wisconsin",0,150,121,80,190,85,143,237,39,229,1765,4653
"G5500190","2011-2013",,,"Wisconsin","55","Clark County","019",,,,,,,,,,,,,,,,,"Clark County, Wisconsin",34626,33728,134,124,123,0,148,369,50,319,42190,113900,"Clark County, Wisconsin",0,79,40,48,47,85,69,89,41,74,988,2859
"G5500210","2011-2013",,,"Wisconsin","55","Columbia County","021",,,,,,,,,,,,,,,,,"Columbia County, Wisconsin",56626,54352,933,286,231,6,187,631,56,575,58272,172400,"Columbia County, Wisconsin",0,159,68,109,68,10,102,143,42,138,1972,3374
"G5500250","2011-2013",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,"Dane County, Wisconsin",503273,427853,26713,1418,25846,153,8474,12816,1379,11437,60816,226300,"Dane County, Wisconsin",0,1571,968,328,589,94,1681,1125,448,1062,1057,1949
"G5500270","2011-2013",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,"Dodge County, Wisconsin",88552,83523,1893,702,479,0,716,1239,127,1112,52737,154400,"Dodge County, Wisconsin",0,294,336,225,116,85,251,319,116,287,1374,3764
"G5500290","2011-2013",,,"Wisconsin","55","Door County","029",,,,,,,,,,,,,,,,,"Door County, Wisconsin",27833,26886,144,217,129,0,133,324,20,304,50882,188100,"Door County, Wisconsin",0,123,36,49,30,85,103,143,25,149,1925,8975
"G5500310","2011-2013",,,"Wisconsin","55","Douglas County","031",,,,,,,,,,,,,,,,,"Douglas County, Wisconsin",43930,40883,565,808,479,0,115,1080,19,1061,45632,125500,"Douglas County, Wisconsin",0,98,145,154,35,85,77,212,26,209,1988,5108
"G5500330","2011-2013",,,"Wisconsin","55","Dunn County","033",,,,,,,,,,,,,,,,,"Dunn County, Wisconsin",43966,41642,238,144,1012,0,107,823,28,795,47434,151400,"Dunn County, Wisconsin",0,133,155,80,185,85,117,274,36,276,2552,4605
"G5500350","2011-2013",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,"Eau Claire County, Wisconsin",100600,93777,627,401,3397,6,369,2023,31,1992,49069,149400,"Eau Claire County, Wisconsin",0,311,226,130,319,10,303,405,38,401,2589,2958
"G5500390","2011-2013",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,"Fond du Lac County, Wisconsin",101771,95143,1077,357,1268,19,2241,1666,70,1596,54799,145000,"Fond du Lac County, Wisconsin",0,651,286,135,170,18,688,283,62,266,1853,3145
"G5500430","2011-2013",,,"Wisconsin","55","Grant County","043",,,,,,,,,,,,,,,,,"Grant County, Wisconsin",51101,49506,668,80,357,2,139,349,17,332,47803,133100,"Grant County, Wisconsin",0,131,89,84,62,3,123,127,19,126,1557,3543
"G5500450","2011-2013",,,"Wisconsin","55","Green County","045",,,,,,,,,,,,,,,,,"Green County, Wisconsin",36992,36134,95,36,159,0,60,508,4,504,55979,160800,"Green County, Wisconsin",0,89,69,38,60,85,85,99,7,98,2092,4058
"G5500490","2011-2013",,,"Wisconsin","55","Iowa County","049",,,,,,,,,,,,,,,,,"Iowa County, Wisconsin",23764,23116,65,15,133,0,129,306,21,285,52915,160200,"Iowa County, Wisconsin",0,101,45,16,38,85,110,60,32,49,2395,5034
"G5500530","2011-2013",,,"Wisconsin","55","Jackson County","053",,,,,,,,,,,,,,,,,"Jackson County, Wisconsin",20562,18258,559,948,83,0,157,557,16,541,44434,122700,"Jackson County, Wisconsin",0,88,196,198,23,85,70,132,21,128,2175,5208
"G5500550","2011-2013",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,"Jefferson County, Wisconsin",84255,79970,559,70,540,0,1560,1556,206,1350,53522,171500,"Jefferson County, Wisconsin",0,564,162,44,86,85,549,219,103,197,1483,2685
"G5500570","2011-2013",,,"Wisconsin","55","Juneau County","057",,,,,,,,,,,,,,,,,"Juneau County, Wisconsin",26656,25172,593,394,51,7,82,357,36,321,44005,114300,"Juneau County, Wisconsin",0,80,64,71,42,11,71,98,30,98,2352,4275
"G5500590","2011-2013",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,"Kenosha County, Wisconsin",167416,147240,12172,540,2474,43,1955,2992,420,2572,54065,164300,"Kenosha County, Wisconsin",0,672,359,220,237,40,582,458,211,483,2156,3419
"G5500610","2011-2013",,,"Wisconsin","55","Kewaunee County","061",,,,,,,,,,,,,,,,,"Kewaunee County, Wisconsin",20586,19954,134,147,89,0,120,142,11,131,53239,145100,"Kewaunee County, Wisconsin",0,109,94,136,27,85,83,114,16,100,4215,8814
"G5500630","2011-2013",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,"La Crosse County, Wisconsin",116074,106177,1834,511,5057,0,889,1606,115,1491,50106,154800,"La Crosse County, Wisconsin",0,217,198,169,228,85,222,344,123,359,2008,2997
"G5500670","2011-2013",,,"Wisconsin","55","Langlade County","067",,,,,,,,,,,,,,,,,"Langlade County, Wisconsin",19723,18916,136,229,105,29,45,263,12,251,43741,107900,"Langlade County, Wisconsin",0,82,104,128,11,44,36,108,29,100,2320,5664
"G5500690","2011-2013",,,"Wisconsin","55","Lincoln County","069",,,,,,,,,,,,,,,,,"Lincoln County, Wisconsin",28556,27677,153,114,159,0,144,309,12,297,48990,128200,"Lincoln County, Wisconsin",0,85,58,62,35,85,85,96,21,92,2918,6920
"G5500710","2011-2013",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,"Manitowoc County, Wisconsin",80867,76339,354,414,2045,51,630,1034,63,971,48050,126000,"Manitowoc County, Wisconsin",0,265,118,113,202,71,265,255,70,238,1535,3412
"G5500730","2011-2013",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,"Marathon County, Wisconsin",134875,123742,953,353,7166,13,207,2441,110,2331,52717,142200,"Marathon County, Wisconsin",0,308,205,132,357,22,107,518,78,520,1504,2654
"G5500750","2011-2013",,,"Wisconsin","55","Marinette County","075",,,,,,,,,,,,,,,,,"Marinette County, Wisconsin",41555,40193,138,218,198,8,283,517,0,517,40946,108100,"Marinette County, Wisconsin",0,131,72,88,58,15,125,133,85,133,2143,4412
"G5500790","2011-2013",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,"Milwaukee County, Wisconsin",953901,593953,251168,5262,33800,158,38511,31049,4612,26437,42321,153600,"Milwaukee County, Wisconsin",0,3081,1590,623,739,82,2953,2330,988,2005,654,1335
"G5500810","2011-2013",,,"Wisconsin","55","Monroe County","081",,,,,,,,,,,,,,,,,"Monroe County, Wisconsin",45192,42590,297,432,325,0,419,1129,191,938,47675,135300,"Monroe County, Wisconsin",0,247,116,114,76,85,205,245,142,205,2239,3789
"G5500830","2011-2013",,,"Wisconsin","55","Oconto County","083",,,,,,,,,,,,,,,,,"Oconto County, Wisconsin",37449,36098,83,394,155,0,286,433,29,404,53761,152600,"Oconto County, Wisconsin",0,122,42,92,15,85,116,113,35,107,2642,4224
"G5500850","2011-2013",,,"Wisconsin","55","Oneida County","085",,,,,,,,,,,,,,,,,"Oneida County, Wisconsin",35742,34484,200,434,252,0,94,278,26,252,41983,161200,"Oneida County, Wisconsin",0,94,156,165,9,85,81,126,27,120,2664,4450
"G5500870","2011-2013",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,"Outagamie County, Wisconsin",179023,162825,2104,2782,5614,27,2701,2970,343,2627,57932,155600,"Outagamie County, Wisconsin",0,600,264,366,330,35,648,574,203,595,1495,2274
"G5500890","2011-2013",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,"Ozaukee County, Wisconsin",86928,82572,1174,194,1616,24,214,1134,96,1038,73934,245400,"Ozaukee County, Wisconsin",0,208,276,96,239,40,185,420,96,397,2725,5856
"G5500930","2011-2013",,,"Wisconsin","55","Pierce County","093",,,,,,,,,,,,,,,,,"Pierce County, Wisconsin",40874,39464,219,111,448,54,150,428,11,417,57598,188300,"Pierce County, Wisconsin",0,135,76,96,89,80,126,136,17,134,2530,5123
"G5500950","2011-2013",,,"Wisconsin","55","Polk County","095",,,,,,,,,,,,,,,,,"Polk County, Wisconsin",43665,42136,179,427,249,0,260,414,50,364,47620,153900,"Polk County, Wisconsin",0,110,42,61,61,85,123,106,31,102,1631,3471
"G5500970","2011-2013",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,"Portage County, Wisconsin",70277,66255,268,468,1914,5,152,1215,142,1073,48155,146300,"Portage County, Wisconsin",0,236,166,243,180,8,76,284,100,282,2503,3896
"G5501010","2011-2013",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,"Racine County, Wisconsin",194897,158369,21471,1088,2408,73,6548,4940,961,3979,53653,166100,"Racine County, Wisconsin",0,1398,716,252,190,81,1429,877,366,838,1304,2853
"G5501050","2011-2013",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,"Rock County, Wisconsin",160359,144556,5846,247,1734,0,2133,5843,362,5481,47735,129400,"Rock County, Wisconsin",0,797,678,122,160,85,715,798,217,749,1765,3122
"G5501090","2011-2013",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,"St. Croix County, Wisconsin",85371,82133,576,607,698,0,132,1225,118,1107,67031,198500,"St. Croix County, Wisconsin",0,207,133,188,168,85,98,217,103,223,2312,6196
"G5501110","2011-2013",,,"Wisconsin","55","Sauk County","111",,,,,,,,,,,,,,,,,"Sauk County, Wisconsin",62727,59511,270,1062,448,0,621,815,205,610,50637,167900,"Sauk County, Wisconsin",0,498,59,320,51,85,372,205,145,127,1600,4735
"G5501150","2011-2013",,,"Wisconsin","55","Shawano County","115",,,,,,,,,,,,,,,,,"Shawano County, Wisconsin",41687,37257,84,3038,227,0,154,927,51,876,45153,130700,"Shawano County, Wisconsin",0,130,65,193,37,85,118,220,49,210,1943,3936
"G5501170","2011-2013",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,"Sheboygan County, Wisconsin",115067,104021,1582,350,5637,21,1694,1762,254,1508,51785,149700,"Sheboygan County, Wisconsin",0,868,305,108,153,32,774,403,220,341,1194,2834
"G5501190","2011-2013",,,"Wisconsin","55","Taylor County","119",,,,,,,,,,,,,,,,,"Taylor County, Wisconsin",20613,20233,104,70,29,0,18,159,9,150,42064,129000,"Taylor County, Wisconsin",0,50,20,20,19,85,23,54,12,52,1881,5535
"G5501210","2011-2013",,,"Wisconsin","55","Trempealeau County","121",,,,,,,,,,,,,,,,,"Trempealeau County, Wisconsin",29339,27733,147,45,105,0,973,336,151,185,50164,137700,"Trempealeau County, Wisconsin",0,204,116,36,68,85,254,173,157,79,1393,4908
"G5501230","2011-2013",,,"Wisconsin","55","Vernon County","123",,,,,,,,,,,,,,,,,"Vernon County, Wisconsin",30206,29349,138,7,110,0,251,351,36,315,46332,138600,"Vernon County, Wisconsin",0,101,52,12,17,85,102,69,21,65,1673,7542
"G5501250","2011-2013",,,"Wisconsin","55","Vilas County","125",,,,,,,,,,,,,,,,,"Vilas County, Wisconsin",21347,18563,86,2127,121,0,75,375,16,359,40137,191800,"Vilas County, Wisconsin",0,85,64,181,78,85,76,178,26,176,2138,11127
"G5501270","2011-2013",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,"Walworth County, Wisconsin",102952,96092,956,176,739,172,3052,1765,529,1236,52337,188100,"Walworth County, Wisconsin",0,950,239,107,189,213,868,391,307,247,2341,4070
"G5501310","2011-2013",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,"Washington County, Wisconsin",132482,127119,1244,181,1335,11,565,2027,213,1814,66656,215900,"Washington County, Wisconsin",0,322,225,98,235,17,250,364,143,369,1782,4130
"G5501330","2011-2013",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,"Waukesha County, Wisconsin",392338,365069,5471,688,10868,97,4248,5897,889,5008,74466,246400,"Waukesha County, Wisconsin",0,1040,443,185,543,111,1089,814,530,649,1481,2120
"G5501350","2011-2013",,,"Wisconsin","55","Waupaca County","135",,,,,,,,,,,,,,,,,"Waupaca County, Wisconsin",52233,50585,169,352,211,9,443,464,116,348,50059,134400,"Waupaca County, Wisconsin",0,266,61,90,33,13,234,154,82,126,2358,4749
"G5501370","2011-2013",,,"Wisconsin","55","Waushara County","137",,,,,,,,,,,,,,,,,"Waushara County, Wisconsin",24455,23036,489,152,106,0,403,269,51,218,41936,134400,"Waushara County, Wisconsin",0,206,72,36,26,85,190,126,54,93,1243,5485
"G5501390","2011-2013",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,"Winnebago County, Wisconsin",168618,156438,3012,972,4080,32,1003,3081,406,2675,50578,142800,"Winnebago County, Wisconsin",0,633,414,200,334,31,577,543,289,511,1360,2953
"G5501410","2011-2013",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,"Wood County, Wisconsin",74313,70739,380,581,1455,0,398,760,59,701,47054,117900,"Wood County, Wisconsin",0,248,97,163,70,85,195,193,54,186,2031,3642
"G5600010","2011-2013",,,"Wyoming","56","Albany County","001",,,,,,,,,,,,,,,,,"Albany County, Wyoming",37179,33007,579,227,1103,2,1269,992,297,695,42097,211300,"Albany County, Wyoming",0,399,109,137,126,4,435,287,186,213,3930,10949
"G5600050","2011-2013",,,"Wyoming","56","Campbell County","005",,,,,,,,,,,,,,,,,"Campbell County, Wyoming",47544,43944,417,829,271,0,1313,770,258,512,77740,206500,"Campbell County, Wyoming",0,671,101,300,78,110,627,291,206,237,7065,6246
"G5600130","2011-2013",,,"Wyoming","56","Fremont County","013",,,,,,,,,,,,,,,,,"Fremont County, Wyoming",40891,30503,150,8455,262,45,400,1076,107,969,50859,183500,"Fremont County, Wyoming",0,311,114,334,52,43,233,254,131,214,3283,6026
"G5600210","2011-2013",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,"Laramie County, Wyoming",94294,83162,2584,732,1144,13,3505,3154,505,2649,58963,185600,"Laramie County, Wyoming",0,851,313,213,278,16,827,538,261,485,2823,4948
