GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AF49E001,AF9LE001,NAME_M,AF49M001,AF9LM001
"G0500590","2012-2016",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hot Spring County, Arkansas",42589,85600,"Hot Spring County, Arkansas",3633,3990
"G0500610","2012-2016",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Arkansas",34672,90100,"Howard County, Arkansas",3156,8125
"G0500630","2012-2016",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Independence County, Arkansas",37592,99900,"Independence County, Arkansas",2510,6726
"G0500650","2012-2016",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Izard County, Arkansas",35188,77600,"Izard County, Arkansas",2807,4080
"G0500670","2012-2016",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Arkansas",31245,63600,"Jackson County, Arkansas",2167,4369
"G0500690","2012-2016",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Arkansas",36377,81900,"Jefferson County, Arkansas",1947,3312
"G0500710","2012-2016",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Arkansas",34031,90100,"Johnson County, Arkansas",2839,4466
"G0500730","2012-2016",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Arkansas",29882,63300,"Lafayette County, Arkansas",2989,7000
"G0500750","2012-2016",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Arkansas",33381,69700,"Lawrence County, Arkansas",3187,3128
"G0500770","2012-2016",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Arkansas",25724,64600,"Lee County, Arkansas",4406,5158
"G0500790","2012-2016",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Arkansas",32369,65000,"Lincoln County, Arkansas",3450,6610
"G0500810","2012-2016",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Little River County, Arkansas",35396,73700,"Little River County, Arkansas",2534,4401
"G0500830","2012-2016",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Arkansas",36463,87400,"Logan County, Arkansas",2511,3592
"G0500850","2012-2016",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",56156,131700,"Lonoke County, Arkansas",1877,3808
"G0500870","2012-2016",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Arkansas",39839,100100,"Madison County, Arkansas",2616,12314
"G0500890","2012-2016",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Arkansas",33726,109700,"Marion County, Arkansas",2139,7306
"G0500910","2012-2016",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Arkansas",39955,99600,"Miller County, Arkansas",1581,7178
"G0500930","2012-2016",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Arkansas",35003,80700,"Mississippi County, Arkansas",1909,3206
"G0500950","2012-2016",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Arkansas",31541,56400,"Monroe County, Arkansas",4692,6501
"G0500970","2012-2016",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Arkansas",35103,88200,"Montgomery County, Arkansas",3209,10889
"G0500990","2012-2016",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, Arkansas",30750,65300,"Nevada County, Arkansas",5513,3928
"G0501010","2012-2016",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Arkansas",33176,84800,"Newton County, Arkansas",4912,7345
"G0501030","2012-2016",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita County, Arkansas",31233,66900,"Ouachita County, Arkansas",2832,4764
"G0501050","2012-2016",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Arkansas",45819,84500,"Perry County, Arkansas",4174,9985
"G0501070","2012-2016",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Arkansas",26829,62900,"Phillips County, Arkansas",2185,5299
"G0501090","2012-2016",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Arkansas",34519,77300,"Pike County, Arkansas",2928,5293
"G0501110","2012-2016",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poinsett County, Arkansas",35163,77900,"Poinsett County, Arkansas",1962,4034
"G0501130","2012-2016",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Arkansas",33202,83900,"Polk County, Arkansas",2099,5931
"G0501150","2012-2016",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Arkansas",40534,120900,"Pope County, Arkansas",2200,4827
"G0501170","2012-2016",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Arkansas",37500,67100,"Prairie County, Arkansas",4580,3129
"G0501190","2012-2016",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",47101,144000,"Pulaski County, Arkansas",921,2540
"G0501210","2012-2016",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Arkansas",36318,79000,"Randolph County, Arkansas",3064,5955
"G0501230","2012-2016",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francis County, Arkansas",35066,62700,"St. Francis County, Arkansas",2235,5114
"G0501250","2012-2016",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",57632,143900,"Saline County, Arkansas",1951,3324
"G0501270","2012-2016",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Arkansas",37861,77700,"Scott County, Arkansas",3258,8950
"G0501290","2012-2016",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Searcy County, Arkansas",35542,82800,"Searcy County, Arkansas",3624,10455
"G0501310","2012-2016",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",40023,114800,"Sebastian County, Arkansas",1445,3068
"G0501330","2012-2016",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Arkansas",38956,70400,"Sevier County, Arkansas",4671,4693
"G0501350","2012-2016",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp County, Arkansas",31068,76700,"Sharp County, Arkansas",1805,5129
"G0501370","2012-2016",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Arkansas",30486,104800,"Stone County, Arkansas",3065,17533
"G0501390","2012-2016",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Arkansas",39836,77800,"Union County, Arkansas",2576,5689
"G0501410","2012-2016",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Arkansas",34576,92000,"Van Buren County, Arkansas",3293,7426
"G0501430","2012-2016",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",45442,157400,"Washington County, Arkansas",1023,2750
"G0501450","2012-2016",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",42197,113500,"White County, Arkansas",1798,4522
"G0501470","2012-2016",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodruff County, Arkansas",30383,62700,"Woodruff County, Arkansas",2042,4987
"G0501490","2012-2016",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yell County, Arkansas",39323,100100,"Yell County, Arkansas",1899,8443
"G0600010","2012-2016",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alameda County, California",79831,593500,"Alameda County, California",739,3316
"G0600030","2012-2016",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpine County, California",62375,329500,"Alpine County, California",5989,39932
"G0600050","2012-2016",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amador County, California",57032,265900,"Amador County, California",3247,10152
"G0600070","2012-2016",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, California",44366,228500,"Butte County, California",1131,3731
"G0600090","2012-2016",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calaveras County, California",53502,259000,"Calaveras County, California",3912,10376
"G0600110","2012-2016",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colusa County, California",54946,205000,"Colusa County, California",3336,16374
"G0600130","2012-2016",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Contra Costa County, California",82881,472900,"Contra Costa County, California",984,3638
"G0600150","2012-2016",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Del Norte County, California",42363,183600,"Del Norte County, California",3792,13955
"G0600170","2012-2016",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Dorado County, California",72586,379200,"El Dorado County, California",1756,5104
"G0600190","2012-2016",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fresno County, California",45963,204900,"Fresno County, California",661,2389
"G0600210","2012-2016",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glenn County, California",41699,215800,"Glenn County, California",3688,14247
"G0600230","2012-2016",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, California",42685,279000,"Humboldt County, California",1286,4405
"G0600250","2012-2016",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Imperial County, California",42560,159000,"Imperial County, California",1587,3067
"G0600270","2012-2016",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inyo County, California",47278,235500,"Inyo County, California",3449,21341
"G0600290","2012-2016",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kern County, California",49788,175600,"Kern County, California",909,2269
"G0600310","2012-2016",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, California",47241,172000,"Kings County, California",1395,3662
"G0600330","2012-2016",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, California",36132,167300,"Lake County, California",2745,6291
"G0600350","2012-2016",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lassen County, California",51457,174500,"Lassen County, California",2483,11424
"G0600370","2012-2016",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Angeles County, California",57952,465000,"Los Angeles County, California",331,1272
"G0600390","2012-2016",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera County, California",45742,204800,"Madera County, California",1704,7402
"G0600410","2012-2016",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marin County, California",100310,859400,"Marin County, California",1876,9659
"G0600430","2012-2016",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mariposa County, California",49265,250800,"Mariposa County, California",3372,11781
"G0600450","2012-2016",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mendocino County, California",43510,319100,"Mendocino County, California",1518,8789
"G0600470","2012-2016",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced County, California",44397,171800,"Merced County, California",1141,3249
"G0600490","2012-2016",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modoc County, California",41194,144600,"Modoc County, California",3818,24596
"G0600510","2012-2016",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mono County, California",58937,286100,"Mono County, California",6409,43444
"G0600530","2012-2016",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monterey County, California",60889,393300,"Monterey County, California",992,4985
"G0600550","2012-2016",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa County, California",74609,503100,"Napa County, California",1865,12286
"G0600570","2012-2016",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, California",57429,355900,"Nevada County, California",2569,7561
"G0600590","2012-2016",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, California",78145,584200,"Orange County, California",490,2317
"G0600610","2012-2016",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Placer County, California",76926,380900,"Placer County, California",1293,3179
"G0600630","2012-2016",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumas County, California",50125,221300,"Plumas County, California",3068,11777
"G0600650","2012-2016",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Riverside County, California",57972,276300,"Riverside County, California",542,1808
"G0600670","2012-2016",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sacramento County, California",57509,271300,"Sacramento County, California",578,1756
"G0600690","2012-2016",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Benito County, California",73814,423100,"San Benito County, California",3746,12325
"G0600710","2012-2016",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Bernardino County, California",54469,256000,"San Bernardino County, California",559,1951
"G0600730","2012-2016",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Diego County, California",66529,454600,"San Diego County, California",460,1968
"G0600750","2012-2016",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco County, California",87701,858800,"San Francisco County, California",1447,9419
"G0600770","2012-2016",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Joaquin County, California",55045,246900,"San Joaquin County, California",896,3410
"G0600790","2012-2016",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Luis Obispo County, California",64014,471800,"San Luis Obispo County, California",1807,7140
"G0600810","2012-2016",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo County, California",98546,845300,"San Mateo County, California",1232,6599
"G0600830","2012-2016",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara County, California",65161,480000,"Santa Barbara County, California",1202,11622
"G0600850","2012-2016",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara County, California",101173,752400,"Santa Clara County, California",661,5433
"G0600870","2012-2016",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, California",70088,615200,"Santa Cruz County, California",1935,10272
"G0600890","2012-2016",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shasta County, California",45582,223500,"Shasta County, California",963,3988
"G0600910","2012-2016",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, California",43984,170300,"Sierra County, California",11767,62826
"G0600930","2012-2016",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Siskiyou County, California",38524,173100,"Siskiyou County, California",2078,4112
"G0600950","2012-2016",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solano County, California",69227,305900,"Solano County, California",1596,4753
"G0600970","2012-2016",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sonoma County, California",66833,464700,"Sonoma County, California",1161,4146
"G0600990","2012-2016",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanislaus County, California",51591,216000,"Stanislaus County, California",797,2921
"G0601010","2012-2016",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutter County, California",52943,213100,"Sutter County, California",1645,5416
"G0601030","2012-2016",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tehama County, California",40687,178600,"Tehama County, California",2118,9681
"G0601050","2012-2016",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trinity County, California",35270,270100,"Trinity County, California",3838,18936
"G0601070","2012-2016",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tulare County, California",42789,169600,"Tulare County, California",1042,2344
"G0601090","2012-2016",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuolumne County, California",50731,259800,"Tuolumne County, California",1795,10422
"G0601110","2012-2016",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ventura County, California",78593,481400,"Ventura County, California",962,3706
"G0601130","2012-2016",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yolo County, California",57663,346200,"Yolo County, California",1664,6164
"G0601150","2012-2016",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",48739,190700,"Yuba County, California",2031,8878
"G0800010","2012-2016",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Colorado",61444,216700,"Adams County, Colorado",985,2009
"G0800030","2012-2016",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamosa County, Colorado",32385,141600,"Alamosa County, Colorado",3599,8320
"G0800050","2012-2016",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",66288,266600,"Arapahoe County, Colorado",628,2246
"G0800070","2012-2016",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Archuleta County, Colorado",45607,268400,"Archuleta County, Colorado",4241,15750
"G0800090","2012-2016",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baca County, Colorado",37477,69900,"Baca County, Colorado",3196,10878
"G0800110","2012-2016",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bent County, Colorado",34773,76800,"Bent County, Colorado",5957,8408
"G0800130","2012-2016",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder County, Colorado",72282,391000,"Boulder County, Colorado",1203,5017
"G0800140","2012-2016",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",83334,328200,"Broomfield County, Colorado",2790,6760
"G0800150","2012-2016",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaffee County, Colorado",50993,289900,"Chaffee County, Colorado",2307,15540
"G0800170","2012-2016",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Colorado",54375,89200,"Cheyenne County, Colorado",3787,18745
"G0800190","2012-2016",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clear Creek County, Colorado",68250,297000,"Clear Creek County, Colorado",5320,17648
"G0800210","2012-2016",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conejos County, Colorado",34630,113800,"Conejos County, Colorado",2794,8569
"G0800230","2012-2016",,,"Colorado","08","Costilla County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costilla County, Colorado",26610,110800,"Costilla County, Colorado",3906,8680
"G0800250","2012-2016",,,"Colorado","08","Crowley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crowley County, Colorado",31719,74200,"Crowley County, Colorado",3534,13859
"G0800270","2012-2016",,,"Colorado","08","Custer County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Colorado",38605,230700,"Custer County, Colorado",4710,28158
"G0800290","2012-2016",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Colorado",42011,196200,"Delta County, Colorado",2339,9019
"G0800310","2012-2016",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver County, Colorado",56258,292700,"Denver County, Colorado",883,3153
